"GENE","CHR","START","STOP","NSNPS","NPARAM","N","ZSTAT","P","P_SNPWISE_MEAN","P_SNPWISE_TOP1"
"FBgn0052227",3,20258859,20305133,327,39,166,0.013439,0.49464,0.41579,0.5332
"FBgn0016650",4,17715777,17743207,584,84,166,0.013028,0.4948,0.70902,0.30623
"FBgn0037448",4,6468311,6505025,504,61,166,0.012991,0.49482,0.29178,0.75751
"FBgn0035849",3,8173361,8196671,254,47,166,0.012965,0.49483,0.45927,0.48746
"FBgn0036762",3,17836916,17859601,99,18,166,0.012901,0.49485,0.44717,0.49907
"FBgn0083981",6,20580252,20633773,725,48,166,0.01234,0.49508,0.321,0.68031
"FBgn0259098",6,7401267,7421906,83,19,166,0.012292,0.4951,0.29576,0.71265
"FBgn0051538",4,5265678,5287835,111,37,166,0.01227,0.49511,0.34119,0.64124
"FBgn0039355",4,25667072,25688682,426,62,166,0.012037,0.4952,0.32967,0.66886
"FBgn0051093",4,25779819,25800471,558,64,166,0.011979,0.49522,0.50798,0.43407
"FBgn0031273",1,615652,638200,436,62,166,0.011927,0.49524,0.53551,0.41542
"FBgn0053863",1,21524636,21545164,6,5,166,0.011882,0.49526,0.36703,0.64284
"FBgn0026738",3,15493600,15514894,421,64,166,0.011854,0.49527,0.83629,0.26243
"FBgn0003319",4,16106161,16155284,655,54,166,0.011732,0.49532,0.4092,0.52946
"FBgn0035122",3,254779,275932,68,14,166,0.011717,0.49533,0.49923,0.45094
"FBgn0036697",3,17039512,17065454,296,44,166,0.011297,0.49549,0.67138,0.33251
"FBgn0034310",2,18154694,18177140,503,54,166,0.011009,0.49561,0.29891,0.73809
"FBgn0051869",1,10762038,10811109,1021,110,166,0.010982,0.49562,0.53173,0.40143
"FBgn0033362",2,8997234,9023526,491,73,166,0.010838,0.49568,0.41312,0.53103
"FBgn0037502",4,7410765,7433057,197,32,166,0.010706,0.49573,0.3326,0.69265
"FBgn0032348",1,11120737,11146003,503,54,166,0.010654,0.49575,0.58614,0.36923
"FBgn0003513",4,16364434,16413690,680,77,166,0.010571,0.49578,0.57826,0.36614
"FBgn0031322",1,1175757,1206807,750,91,166,0.01043,0.49584,0.26243,0.80462
"FBgn0085488",2,16814664,16836648,563,90,166,0.010389,0.49586,0.46768,0.46529
"FBgn0028988",2,6873280,6894873,446,58,166,0.010179,0.49594,0.35733,0.62099
"FBgn0036323",3,12882658,12904758,471,80,166,0.010178,0.49594,0.29537,0.74439
"FBgn0038749",4,19904396,19925412,441,83,166,0.010143,0.49595,0.29758,0.70528
"FBgn0038196",4,14025018,14046398,690,92,166,0.010002,0.49601,0.61476,0.34765
"FBgn0002542",4,7910431,7934491,314,36,166,0.0098472,0.49607,0.48466,0.45387
"FBgn0037449",4,6517508,6538674,217,28,166,0.0098297,0.49608,0.52118,0.42646
"FBgn0037432",4,6333002,6353799,186,30,166,0.0097548,0.49611,0.61163,0.36632
"FBgn0032618",1,16869517,16896319,429,52,166,0.0096728,0.49614,0.42399,0.52143
"FBgn0085342",1,16869517,16896319,429,52,166,0.0096728,0.49614,0.42399,0.52143
"FBgn0043791",4,9484801,9506723,277,57,166,0.0096803,0.49614,0.58514,0.37572
"FBgn0286786",1,9689791,9710459,412,69,166,0.0096178,0.49616,0.6905,0.31054
"FBgn0020909",6,13747179,13768598,116,42,166,0.009526,0.4962,0.39828,0.53112
"FBgn0001961",1,13817941,13839741,395,47,166,0.0092828,0.4963,0.38882,0.57715
"FBgn0264493",4,13957061,14042057,1895,157,166,0.0091896,0.49633,0.29673,0.70587
"FBgn0040107",1,614617,635556,415,63,166,0.0087618,0.4965,0.51879,0.42861
"FBgn0085292",3,255595,275908,67,14,166,0.0084456,0.49663,0.50245,0.45025
"FBgn0025874",3,13952658,13974702,371,68,166,0.0083896,0.49665,0.38501,0.58027
"FBgn0010340",4,14114163,14135548,498,85,166,0.0080852,0.49677,0.37236,0.58099
"FBgn0036015",3,9590490,9611325,484,64,166,0.0077202,0.49692,0.36512,0.59623
"FBgn0052181",3,17749697,17772904,376,55,166,0.0076663,0.49694,0.62613,0.349
"FBgn0265785",1,5873741,5894345,729,79,166,0.0074873,0.49701,0.46696,0.46566
"FBgn0039360",4,25675236,25697370,447,48,166,0.0071706,0.49714,0.33065,0.6819
"FBgn0033948",2,14609798,14631320,473,76,166,0.0070592,0.49718,0.30957,0.67173
"FBgn0000564",4,17436642,17458858,207,37,166,0.0069897,0.49721,0.37082,0.6059
"FBgn0033507",2,10300113,10321143,500,65,166,0.0069577,0.49722,0.48459,0.4516
"FBgn0052228",3,20255814,20278800,174,30,166,0.0069741,0.49722,0.48268,0.46238
"FBgn0030520",6,13735577,13765406,211,70,166,0.0065515,0.49739,0.46864,0.45728
"FBgn0011746",2,9052295,9087554,705,81,166,0.0065131,0.4974,0.38609,0.55733
"FBgn0037675",4,9311770,9332361,339,50,166,0.0064317,0.49743,0.64702,0.34747
"FBgn0011763",2,13212433,13238202,406,60,166,0.0063523,0.49747,0.86952,0.24671
"FBgn0037684",4,9355398,9377763,362,51,166,0.0061564,0.49754,0.39184,0.5613
"FBgn0035471",3,3893492,3915035,450,65,166,0.0060471,0.49759,0.69719,0.31415
"FBgn0030061",6,8704936,8727065,559,117,166,0.0059582,0.49762,0.47524,0.43318
"FBgn0000662",2,13809624,13834553,664,106,166,0.0056386,0.49775,0.29387,0.72223
"FBgn0265201",4,9397694,9418169,326,48,166,0.0056303,0.49775,0.37776,0.59801
"FBgn0035405",3,3149991,3172019,243,39,166,0.0056081,0.49776,0.3797,0.58298
"FBgn0259183",2,14080325,14100972,585,85,166,0.005595,0.49777,0.73774,0.29121
"FBgn0259794",3,16849080,16870529,339,67,166,0.0053288,0.49787,0.25138,0.86362
"FBgn0037011",3,20516576,20537910,154,35,166,0.0052122,0.49792,0.45943,0.4824
"FBgn0264712",4,5383922,5409510,172,37,166,0.0048952,0.49805,0.43858,0.5227
"FBgn0040674",2,6828074,6849055,348,61,166,0.0048731,0.49806,0.502,0.43624
"FBgn0002121",1,0,31376,72,18,166,0.0046401,0.49815,0.51836,0.43708
"FBgn0036016",3,9591523,9612548,495,64,166,0.0045613,0.49818,0.35876,0.60725
"FBgn0263403",4,11078420,11099356,179,22,166,0.0045113,0.4982,0.57074,0.40222
"FBgn0034430",2,19281105,19302196,377,71,166,0.0040703,0.49838,0.45131,0.47455
"FBgn0038262",4,14791773,14814342,519,72,166,0.0039252,0.49843,0.32185,0.68219
"FBgn0037680",4,9325170,9347459,328,42,166,0.0039146,0.49844,0.41976,0.53594
"FBgn0005355",4,12679873,12701468,477,39,166,0.0038241,0.49847,0.7057,0.32997
"FBgn0033972",2,14843863,14865048,393,70,166,0.0037675,0.4985,0.56946,0.39487
"FBgn0036751",3,17738833,17760588,298,43,166,0.0036994,0.49852,0.64613,0.33334
"FBgn0033872",2,13816371,13843503,678,101,166,0.0036624,0.49854,0.29193,0.73367
"FBgn0040491",2,11669492,11698557,547,74,166,0.0034361,0.49863,0.28951,0.76261
"FBgn0287775",2,20101511,20126932,465,64,166,0.0032905,0.49869,0.37841,0.55542
"FBgn0030770",6,16668265,16688945,208,60,166,0.0031544,0.49874,0.49286,0.4357
"FBgn0001311",4,5368093,5402866,221,36,166,0.0031247,0.49875,0.53562,0.42214
"FBgn0085350",6,11716390,11741765,266,57,166,0.0029789,0.49881,0.42295,0.48935
"FBgn0264598",6,2357121,2397664,428,91,166,0.0028973,0.49884,0.47952,0.45573
"FBgn0037144",3,21945110,21968041,156,27,166,0.0028892,0.49885,0.35688,0.63675
"FBgn0000153",1,13811248,13833979,398,47,166,0.0026873,0.49893,0.40849,0.56193
"FBgn0037347",4,5591433,5613185,86,23,166,0.0024561,0.49902,0.37345,0.6115
"FBgn0033542",2,10715270,10737272,406,69,166,0.0024333,0.49903,0.2484,0.88558
"FBgn0002629",4,26013821,26034579,543,44,166,0.0023312,0.49907,0.73368,0.30308
"FBgn0039131",4,23933628,23958424,526,52,166,0.0022769,0.49909,0.36745,0.62322
"FBgn0262560",2,16335838,16357500,453,89,166,0.0021548,0.49914,0.38055,0.55147
"FBgn0033278",2,8249841,8270483,313,30,166,0.0018113,0.49928,0.40271,0.57888
"FBgn0001138",4,8137368,8191444,638,70,166,0.0014179,0.49943,0.5816,0.37413
"FBgn0053062",3,19431719,19456444,227,45,166,0.0012001,0.49952,0.41151,0.54817
"FBgn0033628",2,11363607,11387109,347,37,166,0.0008985,0.49964,0.42964,0.51659
"FBgn0037688",4,9392564,9414269,348,41,166,0.00090563,0.49964,0.3922,0.58328
"FBgn0013773",2,14861366,14883705,408,55,166,0.00028111,0.49989,0.64967,0.35415
"FBgn0036950",3,20197534,20219600,125,21,166,0.00024708,0.4999,0.58551,0.39527
"FBgn0036801",3,18615959,18677177,994,85,166,0.00014817,0.49994,0.3713,0.59637
"FBgn0037875",4,11202308,11224539,276,69,166,0.0001442,0.49994,0.44889,0.49791
"FBgn0027053",4,16460099,16481406,175,23,166,-9.6095e-05,0.50004,0.43325,0.50375
"FBgn0035953",3,8988184,9012566,561,77,166,-0.00019392,0.50008,0.76864,0.29028
"FBgn0038082",4,12729642,12751417,464,54,166,-0.00041025,0.50016,0.37811,0.58674
"FBgn0034391",2,18773299,18804594,661,76,166,-0.00044098,0.50018,0.31318,0.70911
"FBgn0052428",3,20459674,20483723,126,30,166,-0.00068601,0.50027,0.44159,0.50447
"FBgn0039342",4,25495191,25515931,601,59,166,-0.00084997,0.50034,0.47593,0.47547
"FBgn0033973",2,14845429,14867502,370,63,166,-0.00091438,0.50036,0.54932,0.41481
"FBgn0038929",4,22070382,22093473,554,58,166,-0.00097323,0.50039,0.54024,0.42368
"FBgn0037653",4,8996456,9018030,358,26,166,-0.0010161,0.50041,0.46916,0.4808
"FBgn0039299",4,25232020,25253262,557,80,166,-0.0012078,0.50048,0.3438,0.62841
"FBgn0028515",1,16247688,16269511,266,47,166,-0.0012485,0.5005,0.27589,0.80627
"FBgn0032407",1,12081822,12105250,628,81,166,-0.0017009,0.50068,0.3957,0.54584
"FBgn0052392",3,6746629,6773246,547,74,166,-0.0017306,0.50069,0.47341,0.46155
"FBgn0011802",3,10449081,10473101,721,99,166,-0.0017594,0.5007,0.68828,0.30988
"FBgn0030757",6,16532124,16557520,243,67,166,-0.0018919,0.50075,0.2506,0.87381
"FBgn0034290",2,18032296,18053744,550,78,166,-0.0020672,0.50082,0.33107,0.6638
"FBgn0015282",4,23919873,23941558,416,46,166,-0.0020626,0.50082,0.77018,0.29187
"FBgn0029643",6,2928856,2950527,231,54,166,-0.0020492,0.50082,0.60563,0.36976
"FBgn0261817",4,10133070,10153483,424,55,166,-0.0022912,0.50091,0.37006,0.60241
"FBgn0040754",2,13210283,13231015,366,54,166,-0.0024093,0.50096,0.87171,0.25339
"FBgn0034477",2,19868836,19890920,399,54,166,-0.0026509,0.50106,0.33421,0.67027
"FBgn0042105",4,7776170,7797923,208,32,166,-0.0026998,0.50108,0.45312,0.51514
"FBgn0050056",2,12552060,12572655,484,66,166,-0.0030775,0.50123,0.78917,0.27083
"FBgn0000625",3,12452537,12478021,632,102,166,-0.0033705,0.50134,0.51225,0.40875
"FBgn0026316",2,17778412,17799410,654,91,166,-0.0035037,0.5014,0.53448,0.40986
"FBgn0039381",4,25871984,25898230,628,58,166,-0.0039136,0.50156,0.45798,0.49473
"FBgn0010407",1,10241843,10264686,364,77,166,-0.0039967,0.50159,0.62935,0.3426
"FBgn0040529",4,8329944,8351043,102,24,166,-0.00403,0.50161,0.4193,0.53785
"FBgn0015621",1,809964,831209,287,40,166,-0.0040641,0.50162,0.67577,0.32898
"FBgn0034007",2,15286764,15308329,339,51,166,-0.0042639,0.5017,0.64092,0.36185
"FBgn0030647",6,15466091,15491722,310,56,166,-0.0046024,0.50184,0.61473,0.3622
"FBgn0037664",4,9236649,9261431,337,27,166,-0.0047276,0.50189,0.48667,0.4679
"FBgn0032188",1,10162702,10184090,542,93,166,-0.0049846,0.50199,0.4916,0.44527
"FBgn0053223",6,8455690,8493885,265,74,166,-0.005123,0.50204,0.3034,0.72218
"FBgn0039259",4,25014473,25035017,533,71,166,-0.0051525,0.50206,0.49024,0.44148
"FBgn0036729",3,17467795,17488926,316,51,166,-0.0053803,0.50215,0.38631,0.55148
"FBgn0000244",4,9518238,9543011,517,66,166,-0.0058846,0.50235,0.29404,0.73579
"FBgn0034072",2,16071176,16108564,865,95,166,-0.0059142,0.50236,0.42218,0.5117
"FBgn0003885",4,7520753,7542732,242,42,166,-0.0059516,0.50237,0.49026,0.47392
"FBgn0031881",1,7017526,7038959,357,70,166,-0.006017,0.5024,0.37321,0.58251
"FBgn0039157",4,24144826,24171498,431,65,166,-0.006185,0.50247,0.64775,0.34657
"FBgn0027587",3,197184,221457,23,10,166,-0.0065657,0.50262,0.57849,0.40717
"FBgn0051612",1,21752314,21805447,448,47,166,-0.0067313,0.50269,0.79783,0.28259
"FBgn0040207",6,16257007,16286180,392,77,166,-0.0068996,0.50275,0.33668,0.64453
"FBgn0037004",3,20494186,20515700,119,29,166,-0.006977,0.50278,0.41783,0.54344
"FBgn0025637",6,646114,667899,161,19,166,-0.0071602,0.50286,0.30775,0.76949
"FBgn0034435",2,19331809,19355754,508,88,166,-0.0072766,0.5029,0.48204,0.4464
"FBgn0033296",2,8458646,8481663,205,34,166,-0.0074447,0.50297,0.51971,0.44233
"FBgn0035997",3,9442803,9466281,226,35,166,-0.0076414,0.50305,0.46337,0.50414
"FBgn0032369",1,11634619,11658839,539,59,166,-0.0078322,0.50312,0.51555,0.43946
"FBgn0067629",4,14876456,14899146,456,78,166,-0.0080546,0.50321,0.51138,0.43154
"FBgn0267045",6,19918416,19939178,186,59,166,-0.0084342,0.50336,0.3662,0.62642
"FBgn0011273",4,25801911,25823134,541,61,166,-0.0086407,0.50345,0.36117,0.61927
"FBgn0039374",4,25801911,25823134,541,61,166,-0.0086407,0.50345,0.36117,0.61927
"FBgn0083976",3,172522,194424,26,11,166,-0.0088075,0.50351,0.45958,0.51246
"FBgn0083992",3,172522,194540,26,11,166,-0.0088075,0.50351,0.45958,0.51246
"FBgn0036165",3,11477550,11509055,272,55,166,-0.0094677,0.50378,0.61049,0.35442
"FBgn0033060",2,6066910,6088088,400,57,166,-0.0095815,0.50382,0.47657,0.47609
"FBgn0052109",3,12735344,12756770,364,33,166,-0.010019,0.504,0.36283,0.63216
"FBgn0051296",4,15520072,15541473,128,24,166,-0.010368,0.50414,0.73434,0.31337
"FBgn0024194",3,3152180,3173852,250,40,166,-0.010428,0.50416,0.38781,0.58631
"FBgn0014163",3,16392796,16421828,364,75,166,-0.010813,0.50431,0.26573,0.82658
"FBgn0011207",1,9690810,9718883,532,75,166,-0.011167,0.50446,0.50352,0.44053
"FBgn0032329",1,10999821,11021086,410,53,166,-0.011287,0.5045,0.51404,0.44226
"FBgn0002534",2,8425310,8446095,623,80,166,-0.011371,0.50454,0.31674,0.69033
"FBgn0040694",3,3610433,3631032,474,75,166,-0.01144,0.50456,0.39545,0.55005
"FBgn0033113",2,6870995,6893407,465,62,166,-0.011607,0.50463,0.38489,0.58184
"FBgn0026666",6,15724270,15745780,151,42,166,-0.011773,0.5047,0.32735,0.67678
"FBgn0038897",4,21730105,21754431,588,53,166,-0.011843,0.50472,0.31767,0.69653
"FBgn0066292",2,6934614,6981637,793,92,166,-0.011934,0.50476,0.65008,0.34359
"FBgn0027363",1,10848536,10872006,678,68,166,-0.011996,0.50479,0.39876,0.57807
"FBgn0036433",3,14612796,14638174,411,66,166,-0.012181,0.50486,0.43595,0.51683
"FBgn0036661",3,16770100,16792419,291,57,166,-0.012255,0.50489,0.36426,0.62623
"FBgn0033911",2,14188478,14211249,577,87,166,-0.01256,0.50501,0.33627,0.65496
"FBgn0053795",3,16160729,16181380,346,55,166,-0.01292,0.50515,0.73286,0.303
"FBgn0287645",6,21183253,21204521,159,23,166,-0.012975,0.50518,0.84301,0.27013
"FBgn0003486",3,5580083,5602571,307,60,166,-0.013409,0.50535,0.47318,0.46886
"FBgn0030038",6,8427057,8451264,385,96,166,-0.013442,0.50536,0.61198,0.34634
"FBgn0031332",1,1341728,1362868,537,51,166,-0.013711,0.50547,0.38096,0.59071
"FBgn0047178",3,15133063,15154059,267,51,166,-0.01371,0.50547,0.3828,0.57826
"FBgn0053869",1,21524085,21544610,5,4,166,-0.01379,0.5055,0.40832,0.60732
"FBgn0038752",4,19911744,19935371,351,67,166,-0.01413,0.50564,0.29302,0.73731
"FBgn0032473",1,13150527,13173153,389,59,166,-0.014392,0.50574,0.42755,0.52439
"FBgn0002531",2,8420115,8441243,559,77,166,-0.01439,0.50574,0.31698,0.70159
"FBgn0261534",1,14339020,14361513,630,86,166,-0.014595,0.50582,0.46353,0.48491
"FBgn0259703",3,2010554,2031958,492,70,166,-0.014796,0.5059,0.44245,0.48863
"FBgn0051769",1,14099597,14120739,350,53,166,-0.014857,0.50593,0.42547,0.54176
"FBgn0036685",3,17002886,17026180,220,35,166,-0.015112,0.50603,0.40968,0.53919
"FBgn0035110",3,201636,222687,22,10,166,-0.01573,0.50627,0.56845,0.42039
"FBgn0052758",6,5709374,5748031,747,144,166,-0.015726,0.50627,0.40603,0.51463
"FBgn0000158",4,25233039,25255109,586,81,166,-0.01586,0.50633,0.31601,0.69927
"FBgn0011274",1,17403248,17443161,749,78,166,-0.016465,0.50657,0.4252,0.53485
"FBgn0062440",2,18137297,18157997,433,59,166,-0.01654,0.5066,0.30796,0.7393
"FBgn0014465",6,8463837,8486071,252,72,166,-0.017052,0.5068,0.31179,0.71758
"FBgn0086371",4,13351816,13376910,551,47,166,-0.017063,0.50681,0.60593,0.38989
"FBgn0031632",1,4811774,4838945,629,48,166,-0.017108,0.50682,0.3821,0.60192
"FBgn0036277",3,12326676,12347236,581,77,166,-0.017203,0.50686,0.9275,0.23548
"FBgn0037610",4,8666915,8688233,272,24,166,-0.01777,0.50709,0.51487,0.45352
"FBgn0035986",3,9396179,9420832,492,67,166,-0.018016,0.50719,0.401,0.54785
"FBgn0028919",1,13801522,13823316,393,50,166,-0.018153,0.50724,0.38382,0.61024
"FBgn0042102",4,7773843,7796119,207,32,166,-0.018352,0.50732,0.4365,0.54646
"FBgn0026176",2,12129295,12150229,613,85,166,-0.018495,0.50738,0.42779,0.52488
"FBgn0027495",2,12130631,12153272,654,90,166,-0.018613,0.50743,0.46453,0.48374
"FBgn0264695",1,16756566,16798766,742,69,166,-0.018698,0.50746,0.66124,0.33959
"FBgn0264776",4,15497940,15518886,223,31,166,-0.018716,0.50747,0.38106,0.58868
"FBgn0031406",1,2244176,2265050,518,60,166,-0.018748,0.50748,0.34697,0.64505
"FBgn0033112",2,6869285,6890770,444,60,166,-0.019266,0.50769,0.41031,0.55656
"FBgn0031047",6,19628767,19650746,226,63,166,-0.019402,0.50774,0.78039,0.28094
"FBgn0039311",4,25265790,25287212,421,78,166,-0.019611,0.50782,0.58324,0.3794
"FBgn0288856",2,9854510,9885072,308,51,166,-0.019908,0.50794,0.42674,0.55076
"FBgn0023095",3,13218692,13289642,1718,142,166,-0.019957,0.50796,0.44342,0.50932
"FBgn0031209",1,11823,35155,47,15,166,-0.020189,0.50805,0.60875,0.37868
"FBgn0027610",4,13354938,13379278,575,51,166,-0.020308,0.5081,0.57309,0.4131
"FBgn0032147",1,9772384,9798499,471,70,166,-0.020886,0.50833,0.64002,0.36252
"FBgn0035106",3,177207,209762,32,12,166,-0.020913,0.50834,0.46093,0.51697
"FBgn0036681",3,16934361,16964942,331,46,166,-0.02091,0.50834,0.56316,0.40847
"FBgn0037433",4,6334029,6355087,190,33,166,-0.021046,0.5084,0.58073,0.40122
"FBgn0011217",4,14722414,14751319,620,49,166,-0.021233,0.50847,0.79992,0.27427
"FBgn0036217",3,11860457,11881305,537,84,166,-0.021271,0.50849,0.83762,0.26743
"FBgn0037383",4,5812026,5834532,116,26,166,-0.021328,0.50851,0.42632,0.56629
"FBgn0031281",1,803314,825950,324,42,166,-0.021508,0.50858,0.64774,0.35301
"FBgn0036366",3,13439187,13460283,346,42,166,-0.021519,0.50858,0.39537,0.57337
"FBgn0037611",4,8666915,8688955,284,24,166,-0.021567,0.5086,0.52258,0.44979
"FBgn0053322",1,20804337,20826240,333,36,166,-0.021749,0.50868,0.85527,0.27748
"FBgn0036767",3,17875948,17896645,339,41,166,-0.021985,0.50877,0.4033,0.57495
"FBgn0033573",2,10899923,10920485,195,47,166,-0.022243,0.50887,0.78402,0.28401
"FBgn0083974",4,19624949,19645879,237,56,166,-0.022557,0.509,0.55587,0.40893
"FBgn0033954",2,14655641,14676817,605,56,166,-0.022664,0.50904,0.48502,0.47118
"FBgn0030050",6,8560208,8580948,319,70,166,-0.023044,0.50919,0.4825,0.45923
"FBgn0035112",3,208068,228663,21,11,166,-0.02311,0.50922,0.53533,0.45317
"FBgn0034292",2,18036386,18057484,531,72,166,-0.023409,0.50934,0.34514,0.65086
"FBgn0031069",6,19740770,19769280,357,48,166,-0.023567,0.5094,0.37303,0.62751
"FBgn0051821",1,15890935,15912410,266,43,166,-0.023675,0.50944,0.63378,0.36653
"FBgn0015381",1,5915937,5949261,940,68,166,-0.023979,0.50957,0.63046,0.36355
"FBgn0038529",4,17611199,17632112,313,55,166,-0.024083,0.50961,0.55796,0.41507
"FBgn0264775",4,15498896,15519917,221,31,166,-0.024228,0.50966,0.39375,0.57124
"FBgn0004066",6,16266270,16287587,283,55,166,-0.024261,0.50968,0.36783,0.61257
"FBgn0030163",6,9953453,9974878,171,46,166,-0.024329,0.50971,0.81535,0.27763
"FBgn0015296",3,9417010,9438671,410,56,166,-0.024511,0.50978,0.35113,0.66606
"FBgn0034197",2,17118480,17140334,622,107,166,-0.024559,0.5098,0.55866,0.4017
"FBgn0033686",2,12135710,12162752,624,76,166,-0.024603,0.50981,0.44618,0.50218
"FBgn0262869",4,20368458,20494588,1836,132,166,-0.024861,0.50992,0.6328,0.34132
"FBgn0028897",1,16252141,16273483,247,44,166,-0.025661,0.51024,0.32519,0.69764
"FBgn0039373",4,25801096,25821775,551,64,166,-0.025662,0.51024,0.34818,0.66213
"FBgn0032465",1,12983757,13010635,502,49,166,-0.02573,0.51026,0.54731,0.42954
"FBgn0261068",1,16732315,16753100,252,39,166,-0.025727,0.51026,0.55668,0.41975
"FBgn0265610",6,13519656,13540249,123,43,166,-0.026413,0.51054,0.32668,0.70745
"FBgn0043010",2,13210939,13232459,374,54,166,-0.026604,0.51061,0.8557,0.26744
"FBgn0014391",6,15837859,15859258,156,62,166,-0.026622,0.51062,0.47067,0.46394
"FBgn0037368",4,5723513,5744702,269,47,166,-0.026638,0.51063,0.57137,0.40957
"FBgn0039225",4,24778054,24807955,583,79,166,-0.02674,0.51067,0.40391,0.55556
"FBgn0031052",6,19642305,19669407,356,72,166,-0.026793,0.51069,0.66237,0.32856
"FBgn0286508",6,16296912,16318667,267,68,166,-0.027116,0.51082,0.49154,0.44527
"FBgn0264699",3,23774231,23797405,128,29,166,-0.027275,0.51088,0.5147,0.45505
"FBgn0265429",2,13093895,13114895,481,58,166,-0.027325,0.5109,0.81013,0.27909
"FBgn0033826",2,13287202,13308467,309,60,166,-0.027335,0.5109,0.95953,0.23393
"FBgn0001218",6,11791696,11817117,277,50,166,-0.027403,0.51093,0.729,0.31941
"FBgn0035300",3,1961638,1984285,562,63,166,-0.027829,0.5111,0.34155,0.68145
"FBgn0266671",2,18615249,18637718,424,60,166,-0.027989,0.51116,0.31977,0.7247
"FBgn0031265",1,554163,576472,424,49,166,-0.028196,0.51125,0.83316,0.28196
"FBgn0003969",6,15989951,16015812,379,96,166,-0.028223,0.51126,0.51645,0.4213
"FBgn0031451",1,2733375,2754934,485,48,166,-0.028459,0.51135,0.70502,0.33218
"FBgn0000045",3,21975210,21997190,154,23,166,-0.02853,0.51138,0.76324,0.30806
"FBgn0030051",6,8561099,8583593,309,68,166,-0.02873,0.51146,0.5473,0.40649
"FBgn0015765",4,24140416,24162321,328,56,166,-0.028804,0.51149,0.72549,0.32317
"FBgn0265194",2,15252808,15319368,1545,113,166,-0.029081,0.5116,0.28462,0.77032
"FBgn0261789",4,6335000,6355911,190,32,166,-0.029224,0.51166,0.61937,0.38045
"FBgn0034588",2,21108394,21130705,408,20,166,-0.029787,0.51188,0.46524,0.51038
"FBgn0262814",1,5874888,5895491,757,81,166,-0.030194,0.51204,0.53121,0.43383
"FBgn0016672",4,13948789,13970474,445,101,166,-0.030574,0.5122,0.36539,0.61107
"FBgn0011259",1,8532147,8682041,3224,161,166,-0.030762,0.51227,0.5631,0.3912
"FBgn0027563",4,14215098,14236762,300,48,166,-0.030951,0.51235,0.42932,0.54485
"FBgn0028410",1,13148810,13170173,378,59,166,-0.031143,0.51242,0.39541,0.57541
"FBgn0000100",3,22065867,22087487,107,20,166,-0.031703,0.51265,0.3485,0.67773
"FBgn0260764",2,17675814,17696410,572,94,166,-0.031773,0.51267,0.61122,0.37311
"FBgn0052425",3,20487323,20524107,226,37,166,-0.032054,0.51279,0.41396,0.55767
"FBgn0012042",2,14737362,14758215,351,44,166,-0.032387,0.51292,0.48256,0.47234
"FBgn0013770",2,13950675,13977981,595,78,166,-0.032518,0.51297,0.53804,0.41143
"FBgn0259876",2,13123142,13152820,606,62,166,-0.032799,0.51308,0.50507,0.44459
"FBgn0039159",4,24152829,24173545,405,64,166,-0.032889,0.51312,0.5941,0.39376
"FBgn0037240",4,4371306,4397018,235,46,166,-0.032962,0.51315,0.31444,0.7407
"FBgn0034537",2,20634036,20655865,102,22,166,-0.032993,0.51316,0.42118,0.57847
"FBgn0002855",1,5882883,5903896,802,80,166,-0.033039,0.51318,0.45547,0.51332
"FBgn0016794",3,2579414,2605590,655,81,166,-0.033088,0.5132,0.36705,0.61538
"FBgn0039089",4,23547412,23590077,707,68,166,-0.033152,0.51322,0.84117,0.26436
"FBgn0015797",1,12097221,12119116,544,57,166,-0.033415,0.51333,0.63448,0.37421
"FBgn0288470",3,9401038,9423835,423,52,166,-0.033427,0.51333,0.33971,0.69801
"FBgn0038959",4,22392655,22415059,304,56,166,-0.033724,0.51345,0.60146,0.39074
"FBgn0250837",1,11001312,11022135,427,58,166,-0.034034,0.51357,0.52533,0.44973
"FBgn0036825",3,18888875,18910408,353,42,166,-0.034376,0.51371,0.58953,0.40171
"FBgn0033810",2,13209396,13230251,376,56,166,-0.034507,0.51376,0.8788,0.2635
"FBgn0032312",1,10877645,10898927,391,78,166,-0.034578,0.51379,0.40459,0.56558
"FBgn0034585",2,21078386,21101004,375,27,166,-0.034584,0.51379,0.34712,0.70098
"FBgn0039084",4,23512264,23540986,530,56,166,-0.034665,0.51383,0.41741,0.56803
"FBgn0019644",3,9719999,9741224,666,72,166,-0.034802,0.51388,0.476,0.47385
"FBgn0020018",4,24650197,24671851,501,55,166,-0.03483,0.51389,0.66863,0.35739
"FBgn0031012",6,19291330,19317925,140,59,166,-0.034943,0.51394,0.55693,0.40882
"FBgn0026149",6,9346634,9368594,24,15,166,-0.035035,0.51397,0.32823,0.73015
"FBgn0037146",3,21962002,21994606,250,26,166,-0.035063,0.51399,0.61957,0.38255
"FBgn0030221",6,10612355,10633225,208,44,166,-0.035173,0.51403,0.36257,0.63185
"FBgn0032285",1,10682940,10704103,504,66,166,-0.035284,0.51407,0.51856,0.44916
"FBgn0028554",1,6904301,6930210,320,45,166,-0.035448,0.51414,0.6657,0.34599
"FBgn0036937",3,20098484,20121534,124,26,166,-0.035746,0.51426,0.64707,0.36961
"FBgn0038602",4,18292052,18312849,232,46,166,-0.03591,0.51432,0.4148,0.57419
"FBgn0259977",2,6667001,6690391,559,78,166,-0.035947,0.51434,0.60229,0.38442
"FBgn0030804",6,16879810,16900637,564,78,166,-0.036008,0.51436,0.59874,0.37524
