"GENE","CHR","START","STOP","NSNPS","NPARAM","N","ZSTAT","P","P_SNPWISE_MEAN","P_SNPWISE_TOP1"
"FBgn0040509",1,12906814,12931008,396,41,166,0.19581,0.42238,0.31352,0.52058
"FBgn0028978",3,20386288,20411609,177,28,166,0.19579,0.42239,0.39088,0.42531
"FBgn0023197",3,17538077,17559127,226,33,166,0.19552,0.42249,0.37218,0.44303
"FBgn0036569",3,16090280,16113482,153,32,166,0.19541,0.42254,0.31105,0.51719
"FBgn0036198",3,11700507,11721386,387,52,166,0.19527,0.42259,0.69633,0.23543
"FBgn0031560",1,3685032,3705411,662,94,166,0.19489,0.42274,0.41002,0.38652
"FBgn0004863",4,21489986,21522814,693,64,166,0.19447,0.4229,0.69162,0.23577
"FBgn0051365",4,23113962,23136422,427,51,166,0.19438,0.42294,0.58807,0.28369
"FBgn0046689",4,20760828,20782601,235,50,166,0.19428,0.42298,0.24177,0.67148
"FBgn0259683",1,22179526,22224376,438,51,166,0.19412,0.42304,0.4567,0.36393
"FBgn0046875",4,6101671,6122302,181,34,166,0.19412,0.42304,0.74586,0.21946
"FBgn0032965",1,21886666,21908289,230,42,166,0.19405,0.42307,0.28428,0.57309
"FBgn0030366",6,12012837,12039032,277,62,166,0.19401,0.42308,0.37309,0.42923
"FBgn0051361",4,12084876,12121420,362,49,166,0.19397,0.4231,0.31255,0.52836
"FBgn0016684",2,14832720,14855874,510,86,166,0.19391,0.42312,0.43244,0.3677
"FBgn0052713",6,8446837,8467632,90,33,166,0.19375,0.42319,0.5042,0.31789
"FBgn0260953",1,14729914,14751138,287,46,166,0.19358,0.42325,0.53333,0.30949
"FBgn0052026",3,8826462,8848843,586,80,166,0.19354,0.42327,0.33214,0.4838
"FBgn0085386",4,4481943,4568067,583,53,166,0.1933,0.42336,0.78002,0.21112
"FBgn0011666",4,25506118,25618423,2945,143,166,0.19307,0.42345,0.42919,0.36864
"FBgn0035539",3,4374442,4413181,952,113,166,0.19257,0.42365,0.27171,0.57017
"FBgn0034047",2,15845961,15867522,323,48,166,0.19246,0.42369,0.39797,0.41626
"FBgn0086676",2,16114981,16148238,906,77,166,0.19228,0.42376,0.46975,0.34279
"FBgn0038751",4,19908507,19930584,360,74,166,0.19226,0.42377,0.20462,0.78211
"FBgn0033869",2,13784777,13815231,1070,97,166,0.19218,0.4238,0.52188,0.30031
"FBgn0034451",2,19475494,19496837,577,84,166,0.19195,0.42389,0.47012,0.3385
"FBgn0029798",6,5737747,5762077,427,113,166,0.19173,0.42398,0.26822,0.58438
"FBgn0054030",3,7063476,7085247,550,64,166,0.19158,0.42404,0.26533,0.61254
"FBgn0039197",4,24372920,24395052,326,48,166,0.1914,0.4241,0.47764,0.34835
"FBgn0040236",6,9265318,9293117,350,90,166,0.19135,0.42413,0.29843,0.54302
"FBgn0053499",6,20210666,20235020,363,70,166,0.19101,0.42426,0.3376,0.46749
"FBgn0032224",1,10332594,10354223,503,68,166,0.19063,0.42441,0.2795,0.57812
"FBgn0041623",3,6317608,6339069,406,44,166,0.18952,0.42484,0.69091,0.24014
"FBgn0037027",3,20799669,20823332,103,29,166,0.18905,0.42503,0.44241,0.37642
"FBgn0032719",1,18835184,18865110,291,43,166,0.18884,0.42511,0.29255,0.56448
"FBgn0038018",4,12353667,12374680,335,57,166,0.18877,0.42514,0.33584,0.48681
"FBgn0036586",3,16253343,16274151,470,59,166,0.18873,0.42515,0.3704,0.44706
"FBgn0030120",6,9258438,9279925,236,68,166,0.18843,0.42527,0.38065,0.42884
"FBgn0031971",1,7988869,8009676,607,70,166,0.18832,0.42531,0.5262,0.31425
"FBgn0035955",3,8998624,9019838,584,77,166,0.18832,0.42531,0.7002,0.23564
"FBgn0042105",4,7776170,7797923,208,32,166,0.18748,0.42564,0.40316,0.4095
"FBgn0052115",3,12902027,12923646,253,65,166,0.18739,0.42568,0.3108,0.52299
"FBgn0261849",6,7372733,7392990,79,21,166,0.18737,0.42569,0.95186,0.1731
"FBgn0030661",6,15577733,15599365,222,48,166,0.18736,0.42569,0.42175,0.37546
"FBgn0040075",3,19245340,19267111,295,35,166,0.1872,0.42575,0.50447,0.34314
"FBgn0052549",6,18380498,18420144,669,112,166,0.18705,0.42581,0.34485,0.46174
"FBgn0284081",4,5811972,5832435,110,25,166,0.18686,0.42589,0.27648,0.61511
"FBgn0001983",1,15413297,15435580,408,66,166,0.18677,0.42592,0.47564,0.34129
"FBgn0031498",1,3027230,3048793,292,28,166,0.18646,0.42604,0.42183,0.39342
"FBgn0051861",1,12151767,12172605,748,105,166,0.18644,0.42605,0.47393,0.34019
"FBgn0035788",3,7461559,7482514,602,74,166,0.18629,0.42611,0.28374,0.57531
"FBgn0011279",3,12386171,12406957,474,67,166,0.18575,0.42632,0.66074,0.24697
"FBgn0015571",4,7528972,7551631,294,40,166,0.18559,0.42638,0.24711,0.68882
"FBgn0038575",4,18173656,18195715,465,56,166,0.1856,0.42638,0.5565,0.30067
"FBgn0010422",1,15048919,15070757,354,45,166,0.18545,0.42644,0.73543,0.22795
"FBgn0020371",1,15474729,15495545,365,51,166,0.18524,0.42652,0.89839,0.18326
"FBgn0030263",6,11080210,11102098,176,53,166,0.18484,0.42668,0.79292,0.20921
"FBgn0030894",6,18087558,18111314,201,32,166,0.18477,0.42671,0.30472,0.53591
"FBgn0030930",6,18485067,18509986,226,37,166,0.18454,0.42679,0.45271,0.36784
"FBgn0032244",1,10409190,10430612,466,64,166,0.18403,0.427,0.32185,0.51863
"FBgn0029658",6,3424943,3445807,356,57,166,0.18345,0.42722,0.26029,0.62462
"FBgn0037611",4,8666915,8688955,284,23,166,0.18336,0.42726,0.43133,0.38895
"FBgn0003751",1,10261443,10282324,407,63,166,0.18326,0.4273,0.34378,0.47955
"FBgn0034159",2,16783119,16806407,570,85,166,0.18318,0.42733,0.56395,0.29199
"FBgn0038826",4,20746729,20820726,906,103,166,0.18283,0.42747,0.30546,0.53248
"FBgn0264253",1,14335915,14356688,526,79,166,0.1828,0.42748,0.47377,0.35254
"FBgn0040212",4,25475618,25500936,696,68,166,0.18257,0.42757,0.29352,0.57599
"FBgn0029729",6,4815974,4836833,99,24,166,0.18253,0.42758,0.50186,0.33349
"FBgn0024943",6,8515387,8539698,310,93,166,0.18239,0.42764,0.48037,0.32976
"FBgn0033283",2,8348538,8369472,382,41,166,0.18226,0.42769,0.35392,0.47272
"FBgn0038857",4,21107857,21128856,360,29,166,0.18217,0.42772,0.53024,0.31883
"FBgn0036194",3,11683879,11706963,645,61,166,0.18214,0.42774,0.63081,0.26362
"FBgn0029693",6,4087592,4111031,390,67,166,0.18212,0.42775,0.63026,0.25574
"FBgn0011566",6,2596680,2618876,310,63,166,0.18205,0.42777,0.25505,0.64748
"FBgn0030105",6,9206872,9227466,473,84,166,0.18192,0.42782,0.33231,0.48824
"FBgn0033851",2,13515377,13536448,571,83,166,0.18165,0.42793,0.50301,0.31953
"FBgn0002922",4,23702814,23728357,339,54,166,0.18164,0.42793,0.27834,0.59787
"FBgn0039013",4,22714884,22736414,459,75,166,0.18159,0.42795,0.39885,0.41527
"FBgn0034463",2,19647573,19669599,511,81,166,0.18141,0.42802,0.30619,0.52608
"FBgn0259701",3,2027371,2048224,453,57,166,0.18126,0.42808,0.44428,0.3657
"FBgn0031451",1,2733375,2754934,485,48,166,0.18111,0.42814,0.70521,0.23917
"FBgn0250835",1,2581869,2602773,550,75,166,0.1809,0.42822,0.88513,0.18957
"FBgn0261931",6,9598946,9633243,360,102,166,0.18066,0.42832,0.2523,0.63954
"FBgn0038224",4,14316947,14337735,541,91,166,0.18056,0.42835,0.41577,0.38754
"FBgn0005624",2,12955997,12990994,719,70,166,0.18048,0.42839,0.25105,0.66156
"FBgn0261648",1,11424311,11455614,761,63,166,0.18041,0.42842,0.39879,0.41612
"FBgn0026411",6,8746539,8815804,1169,165,166,0.17948,0.42878,0.47508,0.33941
"FBgn0029768",6,5436656,5504012,1245,169,166,0.17933,0.42884,0.43542,0.36776
"FBgn0028530",1,14337239,14358790,557,83,166,0.17902,0.42896,0.49327,0.34069
"FBgn0283427",1,3046598,3078177,486,46,166,0.17876,0.42906,0.44716,0.38178
"FBgn0029667",6,3481011,3514851,233,44,166,0.17844,0.42919,0.31947,0.51342
"FBgn0038243",4,14557611,14578847,232,28,166,0.17829,0.42925,0.54356,0.30768
"FBgn0267252",1,9246563,9312494,1536,115,166,0.17724,0.42966,0.67401,0.24076
"FBgn0039398",4,25949279,25971686,643,59,166,0.17724,0.42966,0.2714,0.62559
"FBgn0029730",6,4865670,4887263,317,79,166,0.17707,0.42973,0.69135,0.23313
"FBgn0029880",6,6623959,6646169,372,74,166,0.17694,0.42978,0.35456,0.46891
"FBgn0010051",4,5507117,5549411,145,25,166,0.17669,0.42988,0.29482,0.58327
"FBgn0030999",6,19203254,19224938,193,67,166,0.17667,0.42988,0.36796,0.43667
"FBgn0000024",4,13212951,13269517,864,69,166,0.17638,0.43,0.37149,0.44999
"FBgn0085353",6,13446534,13467663,244,40,166,0.1759,0.43019,0.25452,0.64714
"FBgn0267336",4,9864681,10005364,3125,162,166,0.17566,0.43028,0.66534,0.23958
"FBgn0032694",1,18607256,18671776,1175,91,166,0.17564,0.43029,0.55063,0.30212
"FBgn0000615",2,20657427,20681083,60,17,166,0.17546,0.43036,0.33178,0.51859
"FBgn0037737",4,9730899,9752844,471,65,166,0.17543,0.43037,0.46277,0.36027
"FBgn0261799",3,16412795,16461958,1040,118,166,0.17536,0.4304,0.6347,0.25602
"FBgn0037004",3,20494186,20515700,119,29,166,0.17519,0.43046,0.32026,0.52667
"FBgn0260857",3,19251394,19272437,307,41,166,0.17511,0.4305,0.54072,0.32265
"FBgn0000061",1,368112,397439,239,39,166,0.17498,0.43055,0.49855,0.33442
"FBgn0032715",1,18819012,18841153,240,38,166,0.17471,0.43065,0.29716,0.56996
"FBgn0051702",1,22061144,22082902,283,35,166,0.1747,0.43066,0.4674,0.36074
"FBgn0031497",1,3025493,3047403,272,27,166,0.17446,0.43075,0.41633,0.40979
"FBgn0020385",4,10686534,10713316,376,38,166,0.17438,0.43078,0.62491,0.2691
"FBgn0033313",2,8604722,8635203,869,104,166,0.17397,0.43094,0.44755,0.3657
"FBgn0262717",4,10676943,10706270,531,40,166,0.17368,0.43106,0.5256,0.31862
"FBgn0038649",4,18734063,18756041,463,77,166,0.17325,0.43123,0.32659,0.50221
"FBgn0045442",4,13343673,13365413,498,38,166,0.17305,0.4313,0.32445,0.52532
"FBgn0033087",2,6660154,6683372,589,84,166,0.17291,0.43136,0.76945,0.21555
"FBgn0040009",1,22527668,22550597,109,26,166,0.17267,0.43146,0.38787,0.44735
"FBgn0032705",1,18698846,18721297,136,35,166,0.17262,0.43147,0.44386,0.38688
"FBgn0040011",1,22569072,22595843,161,23,166,0.17245,0.43154,0.43237,0.39736
"FBgn0259956",1,3690674,3711092,625,93,166,0.17243,0.43155,0.38229,0.43567
"FBgn0010265",1,8353477,8374662,504,47,166,0.17198,0.43173,0.3243,0.52089
"FBgn0262820",2,12025921,12047165,567,80,166,0.17197,0.43173,0.33508,0.49714
"FBgn0033258",2,8086792,8108484,353,19,166,0.17183,0.43179,0.32247,0.53952
"FBgn0260007",2,11768526,11789235,327,83,166,0.17166,0.43185,0.38631,0.42176
"FBgn0031239",1,249949,277505,180,31,166,0.17163,0.43186,0.42679,0.40456
"FBgn0027503",4,8974718,9000649,407,33,166,0.17164,0.43186,0.36067,0.47509
"FBgn0261532",4,18169275,18193479,534,60,166,0.17148,0.43192,0.53226,0.32279
"FBgn0036422",3,14390769,14412725,309,46,166,0.17108,0.43208,0.39772,0.42551
"FBgn0287631",2,17090241,17117542,810,111,166,0.17052,0.4323,0.35298,0.45363
"FBgn0262361",3,8308542,8328966,499,101,166,0.17052,0.4323,0.25608,0.63122
"FBgn0025631",6,2034292,2060120,177,14,166,0.16991,0.43254,0.70311,0.24582
"FBgn0010039",4,12363068,12383813,258,57,166,0.16972,0.43261,0.38304,0.44668
"FBgn0028408",2,9281856,9312821,561,83,166,0.16926,0.43279,0.35772,0.47032
"FBgn0037956",4,11812702,11879460,828,87,166,0.169,0.4329,0.36616,0.47787
"FBgn0266671",2,18615249,18637718,424,60,166,0.16887,0.43295,0.39329,0.44094
"FBgn0038806",4,20567053,20588131,290,58,166,0.1688,0.43298,0.44738,0.37228
"FBgn0052988",1,8854864,8875692,507,51,166,0.16868,0.43303,0.22728,0.73888
"FBgn0051975",1,128384,150992,99,19,166,0.16859,0.43306,0.43706,0.39845
"FBgn0051976",1,128384,150992,99,19,166,0.16859,0.43306,0.43706,0.39845
"FBgn0085271",3,12523996,12544403,553,96,166,0.16826,0.43319,0.47467,0.35492
"FBgn0085285",3,18978736,18999815,219,34,166,0.16821,0.43321,0.58548,0.29199
"FBgn0038596",4,18272978,18293528,239,47,166,0.16796,0.43331,0.38703,0.43934
"FBgn0020248",3,1465438,1499547,767,94,166,0.16786,0.43335,0.34784,0.47126
"FBgn0030683",6,15739166,15761737,130,37,166,0.16784,0.43336,0.46399,0.36931
"FBgn0016032",2,7039238,7061964,589,86,166,0.16756,0.43346,0.29166,0.58078
"FBgn0034246",2,17564979,17591525,637,99,166,0.16755,0.43347,0.35376,0.47067
"FBgn0039007",4,22690582,22712084,320,60,166,0.16752,0.43348,0.57788,0.28779
"FBgn0051093",4,25779819,25800471,558,63,166,0.16721,0.4336,0.59275,0.28715
"FBgn0033523",2,10426598,10447382,531,71,166,0.16718,0.43361,0.65388,0.25857
"FBgn0037005",3,20496032,20517375,102,27,166,0.16704,0.43367,0.3463,0.49578
"FBgn0051140",4,23953180,23993232,829,70,166,0.16692,0.43371,0.36066,0.47945
"FBgn0036329",3,12985135,13007418,395,73,166,0.16685,0.43374,0.36188,0.47187
"FBgn0052639",6,13225925,13246566,343,68,166,0.16675,0.43378,0.28464,0.58284
"FBgn0015035",1,9737839,9760071,555,60,166,0.16641,0.43392,0.28791,0.60036
"FBgn0035144",3,572824,599274,370,55,166,0.16567,0.43421,0.34476,0.49895
"FBgn0085222",2,17498995,17521394,384,54,166,0.16551,0.43427,0.32767,0.52135
"FBgn0011754",6,11685137,11714394,259,37,166,0.16541,0.43431,0.26541,0.64889
"FBgn0034326",2,18289317,18310072,399,62,166,0.16523,0.43438,0.35129,0.49128
"FBgn0030654",6,15560380,15582149,319,82,166,0.1651,0.43443,0.32847,0.49602
"FBgn0035827",3,7926373,7947258,531,78,166,0.16464,0.43461,0.33323,0.51374
"FBgn0004143",6,7039476,7060321,90,23,166,0.16395,0.43489,0.24912,0.68527
"FBgn0010295",6,3231491,3252084,316,68,166,0.1639,0.43491,0.60829,0.27343
"FBgn0028999",3,899112,922319,649,93,166,0.16375,0.43496,0.4213,0.39976
"FBgn0036686",3,17006536,17030270,232,39,166,0.1637,0.43498,0.51781,0.3373
"FBgn0042199",3,4687601,4708058,494,84,166,0.16362,0.43502,0.38694,0.43051
"FBgn0037610",4,8666915,8688233,272,23,166,0.16356,0.43504,0.44099,0.39262
"FBgn0027865",4,25862900,25891427,614,52,166,0.1632,0.43518,0.57763,0.29977
"FBgn0033936",2,14410324,14434764,596,74,166,0.16245,0.43547,0.60292,0.28625
"FBgn0030060",6,8702472,8724924,548,119,166,0.1623,0.43554,0.30734,0.5247
"FBgn0028537",1,14727090,14747769,276,46,166,0.16213,0.4356,0.71951,0.24023
"FBgn0037350",4,5612119,5634125,18,8,166,0.16189,0.4357,0.36279,0.49919
"FBgn0261997",3,17781079,17801486,201,32,166,0.1618,0.43573,0.31925,0.56016
"FBgn0250911",3,2621715,2651984,759,98,166,0.16145,0.43587,0.23376,0.72759
"FBgn0035357",3,2621715,2651984,759,98,166,0.16145,0.43587,0.23376,0.72759
"FBgn0036483",3,15121508,15146934,262,50,166,0.16085,0.43611,0.26158,0.63157
"FBgn0038260",4,14786305,14808474,423,69,166,0.16015,0.43638,0.32463,0.53001
"FBgn0052675",6,10750048,10774413,233,40,166,0.16009,0.43641,0.34108,0.50502
"FBgn0010038",4,12361971,12382704,256,56,166,0.16005,0.43642,0.386,0.44731
"FBgn0038000",4,12212387,12234048,274,50,166,0.15899,0.43684,0.70553,0.24917
"FBgn0010041",4,12365733,12386572,265,55,166,0.15899,0.43684,0.38025,0.45578
"FBgn0286508",6,16296912,16318667,267,70,166,0.15896,0.43685,0.25839,0.64151
"FBgn0030121",6,9260434,9282960,259,72,166,0.15868,0.43696,0.37311,0.46247
"FBgn0264742",1,5033270,5058365,229,48,166,0.15821,0.43715,0.36859,0.45293
"FBgn0264743",1,5033270,5058365,229,48,166,0.15821,0.43715,0.36859,0.45293
"FBgn0053995",1,5033270,5058365,229,48,166,0.15821,0.43715,0.36859,0.45293
"FBgn0264386",6,6094085,6202483,1412,176,166,0.15754,0.43741,0.40775,0.39675
"FBgn0035914",3,8594657,8627074,800,90,166,0.15746,0.43744,0.67004,0.25881
"FBgn0027335",6,18625642,18657648,376,69,166,0.1572,0.43754,0.69469,0.24823
"FBgn0015791",1,14345145,14368764,699,83,166,0.15715,0.43756,0.8876,0.19657
"FBgn0037741",4,9741088,9764686,602,75,166,0.15714,0.43757,0.45328,0.37644
"FBgn0036364",3,13430910,13452420,329,44,166,0.15699,0.43762,0.52093,0.33162
"FBgn0028541",1,13736952,13783905,813,91,166,0.15693,0.43765,0.3953,0.43201
"FBgn0002592",4,26006514,26027470,538,40,166,0.15683,0.43769,0.57732,0.30155
"FBgn0038321",4,15327908,15353256,571,42,166,0.15641,0.43786,0.70801,0.25083
"FBgn0263986",4,22684959,22707990,358,62,166,0.15634,0.43788,0.69079,0.24843
"FBgn0029531",6,739241,761301,290,20,166,0.15633,0.43789,0.36506,0.47886
"FBgn0013746",1,8983818,9007379,560,64,166,0.15596,0.43803,0.29526,0.58782
"FBgn0038241",4,14554323,14574805,269,30,166,0.15557,0.43819,0.53084,0.33151
"FBgn0039087",4,23526993,23548908,426,57,166,0.15551,0.43821,0.53388,0.32509
"FBgn0050085",2,15854309,15879147,438,52,166,0.15522,0.43833,0.36284,0.47995
"FBgn0034558",2,20869930,20892663,128,23,166,0.1548,0.43849,0.41436,0.43436
"FBgn0033085",2,6658150,6678738,498,76,166,0.15474,0.43851,0.72975,0.23493
"FBgn0262721",1,3684431,3705020,674,94,166,0.15473,0.43852,0.4106,0.4121
"FBgn0037396",4,6015826,6037238,130,31,166,0.15465,0.43855,0.2301,0.77664
"FBgn0031936",1,7709847,7732823,529,59,166,0.15463,0.43856,0.48425,0.35337
"FBgn0037648",4,8983253,9005212,348,26,166,0.15456,0.43859,0.38937,0.45075
"FBgn0261552",4,9407940,9465500,839,73,166,0.15437,0.43866,0.37963,0.45054
"FBgn0010770",4,21106254,21127899,386,33,166,0.15391,0.43884,0.51161,0.34658
"FBgn0039050",4,23081724,23105441,191,33,166,0.15381,0.43888,0.2581,0.68832
"FBgn0045759",3,6980622,7004447,686,115,166,0.15343,0.43903,0.42802,0.40194
"FBgn0284080",2,844814,865571,169,28,166,0.15332,0.43907,0.29324,0.60003
"FBgn0003448",1,15466593,15488260,383,55,166,0.1533,0.43908,0.91923,0.19246
"FBgn0036121",3,11059043,11079864,464,52,166,0.153,0.4392,0.56388,0.31681
"FBgn0035181",3,1024697,1046298,567,81,166,0.1524,0.43944,0.38464,0.4456
"FBgn0038320",4,15323266,15348365,582,39,166,0.15233,0.43946,0.73251,0.2448
"FBgn0010040",4,12364100,12384824,258,55,166,0.15227,0.43949,0.37261,0.47268
"FBgn0025390",6,1513554,1678788,1154,64,166,0.15223,0.4395,0.50245,0.34051
"FBgn0032467",1,13003276,13029434,343,44,166,0.15186,0.43965,0.22859,0.76594
"FBgn0033608",2,11274283,11295098,433,55,166,0.15183,0.43966,0.54504,0.31003
"FBgn0051072",4,26832462,26873130,822,82,166,0.15181,0.43967,0.52468,0.33292
"FBgn0261805",1,11843430,11863925,562,59,166,0.15178,0.43968,0.51558,0.34186
"FBgn0032170",1,9947132,9970168,448,70,166,0.15164,0.43974,0.43729,0.38959
"FBgn0002772",4,27647078,27670177,175,23,166,0.15117,0.43992,0.86246,0.2065
"FBgn0037376",4,5777337,5799384,188,29,166,0.15114,0.43993,0.33709,0.53167
"FBgn0036155",3,11351986,11374885,625,95,166,0.15089,0.44003,0.32407,0.54352
"FBgn0264855",1,398030,424777,237,31,166,0.15087,0.44004,0.32839,0.55905
"FBgn0262858",4,24624625,24645165,359,55,166,0.15064,0.44013,0.34433,0.51009
"FBgn0004778",4,6679602,6700239,190,29,166,0.15063,0.44014,0.39451,0.45127
"FBgn0035886",3,8381540,8402377,402,74,166,0.15043,0.44021,0.38868,0.44397
"FBgn0030298",6,11403467,11427422,117,41,166,0.15012,0.44034,0.45831,0.37822
"FBgn0045502",6,11403467,11427422,117,41,166,0.15012,0.44034,0.45831,0.37822
"FBgn0037541",4,8006210,8040790,439,33,166,0.14983,0.44045,0.38083,0.45585
"FBgn0033297",2,8461954,8483961,212,40,166,0.1495,0.44058,0.40917,0.44114
"FBgn0052202",3,18672184,18692860,374,49,166,0.14938,0.44063,0.46779,0.37177
"FBgn0265158",4,8674793,8695176,281,25,166,0.14913,0.44073,0.48204,0.36634
"FBgn0030104",6,9205785,9226540,465,84,166,0.14911,0.44073,0.34694,0.49337
"FBgn0036532",3,15799485,15819977,156,32,166,0.1491,0.44074,0.3877,0.45456
"FBgn0036853",3,19243290,19265061,288,35,166,0.1489,0.44082,0.53664,0.34488
"FBgn0031323",1,1188465,1209266,555,86,166,0.14871,0.44089,0.43391,0.40052
"FBgn0031431",1,2541145,2562825,700,74,166,0.14862,0.44093,0.68197,0.25801
"FBgn0019928",2,13424207,13445045,257,42,166,0.14862,0.44093,0.44776,0.38587
"FBgn0005586",2,10711335,10739203,534,83,166,0.14849,0.44098,0.24803,0.70849
"FBgn0038629",4,18582801,18631327,1086,112,166,0.14836,0.44103,0.35038,0.48632
"FBgn0035374",3,2770899,2792105,408,50,166,0.14822,0.44109,0.30275,0.57773
"FBgn0030655",6,15562076,15584535,298,81,166,0.14818,0.4411,0.37013,0.45296
"FBgn0004839",2,11991473,12029846,841,95,166,0.14802,0.44116,0.29556,0.57651
"FBgn0051221",4,19402689,19470311,1231,88,166,0.14803,0.44116,0.37997,0.46451
"FBgn0036567",3,16085768,16107493,153,33,166,0.14789,0.44121,0.4163,0.41666
"FBgn0038653",4,18789280,18859224,1134,99,166,0.14784,0.44123,0.3823,0.44981
"FBgn0031894",1,7175461,7200010,677,74,166,0.14771,0.44129,0.2811,0.61863
"FBgn0037696",4,9445517,9466546,248,43,166,0.14765,0.44131,0.4111,0.42848
"FBgn0050087",2,15682448,15703751,452,69,166,0.14751,0.44136,0.28142,0.63214
"FBgn0038611",4,18371580,18395072,413,72,166,0.14752,0.44136,0.33991,0.51187
"FBgn0029804",6,5755855,5780780,178,58,166,0.14746,0.44138,0.40682,0.41785
"FBgn0050364",2,8349466,8372156,422,44,166,0.14746,0.44139,0.36376,0.49747
"FBgn0050365",2,8349466,8372156,422,44,166,0.14746,0.44139,0.36376,0.49747
"FBgn0032169",1,9944325,9966176,412,70,166,0.14734,0.44143,0.37829,0.456
"FBgn0052085",3,11640517,11690344,1571,97,166,0.14734,0.44143,0.28412,0.58872
"FBgn0029712",6,4539070,4559957,282,83,166,0.14726,0.44146,0.36389,0.45477
"FBgn0003520",2,18107896,18135779,576,56,166,0.1472,0.44149,0.26786,0.64504
"FBgn0017558",2,9416439,9444638,943,84,166,0.14609,0.44192,0.59734,0.28512
"FBgn0030603",6,15034123,15061842,249,35,166,0.14605,0.44194,0.46547,0.3837
"FBgn0030352",6,11881732,11903745,133,37,166,0.14591,0.442,0.35854,0.47884
"FBgn0036271",3,12259452,12281345,480,67,166,0.14588,0.44201,0.47888,0.3581
"FBgn0051715",1,10331616,10352523,461,61,166,0.14573,0.44207,0.36736,0.47633
"FBgn0037351",4,5614474,5635947,20,7,166,0.14558,0.44213,0.38927,0.48033
"FBgn0026761",2,6623647,6646262,455,76,166,0.14554,0.44214,0.29069,0.592
"FBgn0261437",1,8354855,8375663,483,42,166,0.14553,0.44215,0.33148,0.53548
"FBgn0284249",2,6652265,6678085,590,84,166,0.14468,0.44248,0.77483,0.22471
"FBgn0010042",4,12367128,12387907,250,56,166,0.14458,0.44252,0.38447,0.46208
"FBgn0050349",2,8897518,8920885,778,124,166,0.14439,0.4426,0.5496,0.31765
"FBgn0020379",4,10351760,10388068,722,54,166,0.1441,0.44271,0.51742,0.34401
"FBgn0032223",1,10323734,10349185,434,47,166,0.144,0.44275,0.36172,0.48457
"FBgn0033720",2,12361594,12385081,654,94,166,0.14389,0.44279,0.20551,0.83452
"FBgn0051635",1,6622798,6659114,467,72,166,0.14368,0.44288,0.43799,0.39457
"FBgn0250906",1,2736880,2763068,563,51,166,0.14336,0.443,0.69855,0.25796
"FBgn0027497",4,5732510,5757138,263,42,166,0.14318,0.44307,0.22771,0.795
"FBgn0039049",4,23081724,23105184,190,33,166,0.14319,0.44307,0.26224,0.68945
"FBgn0000592",3,12178818,12200705,495,48,166,0.14307,0.44312,0.47958,0.36972
"FBgn0036556",3,15982669,16014736,491,68,166,0.14262,0.4433,0.33417,0.527
"FBgn0032104",1,9240048,9261042,436,69,166,0.14238,0.44339,0.31581,0.55559
"FBgn0034204",2,17155084,17176643,640,84,166,0.14236,0.4434,0.93967,0.19101
"FBgn0035483",3,4011457,4033501,617,89,166,0.14217,0.44347,0.26996,0.64934
"FBgn0050354",2,8667219,8687661,266,50,166,0.14204,0.44353,0.31925,0.56106
"FBgn0034470",2,19692924,19713915,456,64,166,0.14195,0.44356,0.30401,0.56648
"FBgn0036366",3,13439187,13460283,346,43,166,0.14193,0.44357,0.53318,0.33165
"FBgn0035782",3,7426808,7447466,483,66,166,0.14146,0.44375,0.49069,0.35782
"FBgn0036606",3,16309856,16330454,476,60,166,0.14121,0.44385,0.57919,0.30062
"FBgn0030223",6,10647680,10670671,50,21,166,0.14107,0.44391,0.46177,0.39582
"FBgn0015570",4,7531810,7555230,319,42,166,0.14083,0.444,0.27129,0.68114
"FBgn0040477",2,13475617,13496631,355,63,166,0.14069,0.44406,0.51433,0.35158
"FBgn0000357",3,8716791,8737613,302,58,166,0.1404,0.44417,0.30868,0.56794
"FBgn0266489",2,13570586,13603339,758,86,166,0.14023,0.44424,0.3481,0.4852
"FBgn0267002",2,16741503,16782671,1184,105,166,0.13995,0.44435,0.72994,0.23594
"FBgn0036887",3,19575093,19596003,112,26,166,0.13986,0.44438,0.34132,0.53716
"FBgn0029924",6,6959918,6982265,237,53,166,0.13966,0.44446,0.4197,0.41272
"FBgn0033294",2,8448815,8470884,299,42,166,0.13942,0.44456,0.35556,0.51439
"FBgn0262508",3,8566808,8609617,1206,107,166,0.13937,0.44458,0.60767,0.28746
"FBgn0051813",1,13726138,13747030,531,75,166,0.13922,0.44464,0.4966,0.35886
"FBgn0036272",3,12261656,12287251,591,75,166,0.13916,0.44466,0.58105,0.30375
"FBgn0047351",4,23689328,23710354,131,21,166,0.13905,0.44471,0.52121,0.35268
"FBgn0002567",2,9167864,9196342,790,61,166,0.13896,0.44474,0.43091,0.42124
"FBgn0031969",1,7976786,8004184,554,59,166,0.13879,0.44481,0.53069,0.33798
"FBgn0052369",3,7767105,7819825,1175,129,166,0.13862,0.44488,0.57721,0.30731
"FBgn0032787",1,19472232,19494705,225,33,166,0.13837,0.44498,0.61506,0.29717
"FBgn0035760",3,7310068,7331211,501,57,166,0.13803,0.44511,0.25214,0.68346
"FBgn0038859",4,21118950,21139717,427,30,166,0.13796,0.44513,0.492,0.37416
"FBgn0038280",4,15004770,15026034,370,81,166,0.13787,0.44517,0.37819,0.46171
