ontology,GO_ID,GO_term_name,term_size
MF,GO:0003921,GMP synthase activity,3
MF,GO:0003938,IMP dehydrogenase activity,3
MF,GO:0003979,UDP-glucose 6-dehydrogenase activity,3
MF,GO:0003985,acetyl-CoA C-acetyltransferase activity,3
MF,GO:0003987,acetate-CoA ligase activity,3
MF,GO:0004001,adenosine kinase activity,3
MF,GO:0004044,amidophosphoribosyltransferase activity,3
MF,GO:0004075,biotin carboxylase activity,3
MF,GO:0004076,biotin synthase activity,3
MF,GO:0004087,carbamoyl-phosphate synthase (ammonia) activity,3
MF,GO:0004109,coproporphyrinogen oxidase activity,3
MF,GO:0004128,"cytochrome-b5 reductase activity, acting on NAD(P)H",3
MF,GO:0004142,diacylglycerol cholinephosphotransferase activity,3
MF,GO:0004146,dihydrofolate reductase activity,3
MF,GO:0004150,dihydroneopterin aldolase activity,3
MF,GO:0004161,dimethylallyltranstransferase activity,3
MF,GO:0004306,ethanolamine-phosphate cytidylyltransferase activity,3
MF,GO:0004309,exopolyphosphatase activity,3
MF,GO:0004325,ferrochelatase activity,3
MF,GO:0004333,fumarate hydratase activity,3
MF,GO:0004335,galactokinase activity,3
MF,GO:0004337,"(2E,6E)-farnesyl diphosphate synthase activity",3
MF,GO:0004347,glucose-6-phosphate isomerase activity,3
MF,GO:0004349,glutamate 5-kinase activity,3
MF,GO:0004350,glutamate-5-semialdehyde dehydrogenase activity,3
MF,GO:0004353,glutamate dehydrogenase [NAD(P)+] activity,3
MF,GO:0004358,"L-glutamate N-acetyltransferase activity, acting on acetyl-L-ornithine as donor",3
MF,GO:0004376,GPI mannosyltransferase activity,3
MF,GO:0004425,indole-3-glycerol-phosphate synthase activity,3
MF,GO:0004452,isopentenyl-diphosphate delta-isomerase activity,3
MF,GO:0004455,ketol-acid reductoisomerase activity,3
MF,GO:0004475,mannose-1-phosphate guanylyltransferase (GTP) activity,3
MF,GO:0004477,methenyltetrahydrofolate cyclohydrolase activity,3
MF,GO:0004488,methylenetetrahydrofolate dehydrogenase (NADP+) activity,3
MF,GO:0004489,methylenetetrahydrofolate reductase [NAD(P)H] activity,3
MF,GO:0004528,phosphodiesterase I activity,3
MF,GO:0004586,ornithine decarboxylase activity,3
MF,GO:0004590,orotidine-5'-phosphate decarboxylase activity,3
MF,GO:0004591,oxoglutarate dehydrogenase (succinyl-transferring) activity,3
MF,GO:0004609,phosphatidylserine decarboxylase activity,3
MF,GO:0004615,phosphomannomutase activity,3
MF,GO:0004616,phosphogluconate dehydrogenase (decarboxylating) activity,3
MF,GO:0004633,phosphopantothenoylcysteine decarboxylase activity,3
MF,GO:0004639,phosphoribosylaminoimidazolesuccinocarboxamide synthase activity,3
MF,GO:0004641,phosphoribosylformylglycinamidine cyclo-ligase activity,3
MF,GO:0004660,protein farnesyltransferase activity,3
MF,GO:0004662,CAAX-protein geranylgeranyltransferase activity,3
MF,GO:0004663,Rab geranylgeranyltransferase activity,3
MF,GO:0004665,prephenate dehydrogenase (NADP+) activity,3
MF,GO:0004750,D-ribulose-phosphate 3-epimerase activity,3
MF,GO:0004751,ribose-5-phosphate isomerase activity,3
MF,GO:0004760,L-serine-pyruvate transaminase activity,3
MF,GO:0004764,shikimate 3-dehydrogenase (NADP+) activity,3
MF,GO:0004765,shikimate kinase activity,3
MF,GO:0004788,thiamine diphosphokinase activity,3
MF,GO:0004793,threonine aldolase activity,3
MF,GO:0004801,transaldolase activity,3
MF,GO:0004815,aspartate-tRNA ligase activity,3
MF,GO:0004816,asparagine-tRNA ligase activity,3
MF,GO:0004821,histidine-tRNA ligase activity,3
MF,GO:0004823,leucine-tRNA ligase activity,3
MF,GO:0004824,lysine-tRNA ligase activity,3
MF,GO:0004827,proline-tRNA ligase activity,3
MF,GO:0004829,threonine-tRNA ligase activity,3
MF,GO:0004831,tyrosine-tRNA ligase activity,3
MF,GO:0005274,allantoin:proton symporter activity,3
MF,GO:0005458,GDP-mannose transmembrane transporter activity,3
MF,GO:0005542,folic acid binding,3
MF,GO:0008131,primary methylamine oxidase activity,3
MF,GO:0008134,transcription factor binding,3
MF,GO:0008138,protein tyrosine/serine/threonine phosphatase activity,3
MF,GO:0008170,N-methyltransferase activity,3
MF,GO:0008179,adenylate cyclase binding,3
MF,GO:0008235,metalloexopeptidase activity,3
MF,GO:0008428,ribonuclease inhibitor activity,3
MF,GO:0008650,rRNA (uridine-2'-O-)-methyltransferase activity,3
MF,GO:0008661,1-deoxy-D-xylulose-5-phosphate synthase activity,3
MF,GO:0008705,methionine synthase activity,3
MF,GO:0008832,dGTPase activity,3
MF,GO:0008839,4-hydroxy-tetrahydrodipicolinate reductase,3
MF,GO:0008883,glutamyl-tRNA reductase activity,3
MF,GO:0008936,nicotinamidase activity,3
MF,GO:0008974,phosphoribulokinase activity,3
MF,GO:0008977,prephenate dehydrogenase (NAD+) activity,3
MF,GO:0008988,rRNA (adenine-N6-)-methyltransferase activity,3
MF,GO:0009001,serine O-acetyltransferase activity,3
MF,GO:0009383,rRNA (cytosine-C5-)-methyltransferase activity,3
MF,GO:0009905,ent-copalyl diphosphate synthase activity,3
MF,GO:0015215,nucleotide transmembrane transporter activity,3
MF,GO:0015217,ADP transmembrane transporter activity,3
MF,GO:0015228,coenzyme A transmembrane transporter activity,3
MF,GO:0015377,chloride:monoatomic cation symporter activity,3
MF,GO:0015379,potassium:chloride symporter activity,3
MF,GO:0015450,protein-transporting ATPase activity,3
MF,GO:0016034,maleylacetoacetate isomerase activity,3
MF,GO:0016040,glutamate synthase (NADH) activity,3
MF,GO:0016165,linoleate 13S-lipoxygenase activity,3
MF,GO:0016208,AMP binding,3
MF,GO:0016428,tRNA (cytidine-5-)-methyltransferase activity,3
MF,GO:0016630,protochlorophyllide reductase activity,3
MF,GO:0016741,"transferase activity, transferring one-carbon groups",3
MF,GO:0016744,transketolase or transaldolase activity,3
MF,GO:0016813,"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amidines",3
MF,GO:0016847,1-aminocyclopropane-1-carboxylate synthase activity,3
MF,GO:0016855,"racemase and epimerase activity, acting on amino acids and derivatives",3
MF,GO:0016871,cycloartenol synthase activity,3
MF,GO:0016878,acid-thiol ligase activity,3
MF,GO:0016884,"carbon-nitrogen ligase activity, with glutamine as amido-N-donor",3
MF,GO:0016992,lipoate synthase activity,3
MF,GO:0017077,oxidative phosphorylation uncoupler activity,3
MF,GO:0018237,urease activator activity,3
MF,GO:0018738,S-formylglutathione hydrolase activity,3
MF,GO:0019156,isoamylase activity,3
MF,GO:0019781,NEDD8 activating enzyme activity,3
MF,GO:0019789,SUMO transferase activity,3
MF,GO:0019904,protein domain specific binding,3
MF,GO:0019948,SUMO activating enzyme activity,3
MF,GO:0030366,molybdopterin synthase activity,3
MF,GO:0030604,1-deoxy-D-xylulose-5-phosphate reductoisomerase activity,3
MF,GO:0030623,U5 snRNA binding,3
MF,GO:0030943,mitochondrion targeting sequence binding,3
MF,GO:0032131,alkylated DNA binding,3
MF,GO:0032440,2-alkenal reductase [NAD(P)H] activity,3
MF,GO:0033818,beta-ketoacyl-acyl-carrier-protein synthase III activity,3
MF,GO:0034338,short-chain carboxylesterase activity,3
MF,GO:0034387,4-aminobutyrate:pyruvate transaminase activity,3
MF,GO:0034450,ubiquitin-ubiquitin ligase activity,3
MF,GO:0035241,protein-arginine omega-N monomethyltransferase activity,3
MF,GO:0035516,broad specificity oxidative DNA demethylase activity,3
MF,GO:0042292,URM1 activating enzyme activity,3
MF,GO:0042736,NADH kinase activity,3
MF,GO:0042800,histone H3K4 methyltransferase activity,3
MF,GO:0043136,glycerol-3-phosphatase activity,3
MF,GO:0043515,kinetochore binding,3
MF,GO:0043812,phosphatidylinositol-4-phosphate phosphatase activity,3
MF,GO:0045127,N-acetylglucosamine kinase activity,3
MF,GO:0045182,translation regulator activity,3
MF,GO:0045544,gibberellin 20-oxidase activity,3
MF,GO:0045549,9-cis-epoxycarotenoid dioxygenase activity,3
MF,GO:0046509,"1,2-diacylglycerol 3-beta-galactosyltransferase activity",3
MF,GO:0046577,long-chain-alcohol oxidase activity,3
MF,GO:0046608,carotenoid isomerase activity,3
MF,GO:0046863,"ribulose-1,5-bisphosphate carboxylase/oxygenase activator activity",3
MF,GO:0046905,15-cis-phytoene synthase activity,3
MF,GO:0046914,transition metal ion binding,3
MF,GO:0046964,3'-phosphoadenosine 5'-phosphosulfate transmembrane transporter activity,3
MF,GO:0047105,4-trimethylammoniobutyraldehyde dehydrogenase activity,3
MF,GO:0047107,gamma-guanidinobutyraldehyde dehydrogenase (NAD+) activity,3
MF,GO:0047216,inositol 3-alpha-galactosyltransferase activity,3
MF,GO:0047545,2-hydroxyglutarate dehydrogenase activity,3
MF,GO:0047931,glucosamine kinase activity,3
MF,GO:0048029,monosaccharide binding,3
MF,GO:0048256,flap endonuclease activity,3
MF,GO:0048529,magnesium-protoporphyrin IX monomethyl ester (oxidative) cyclase activity,3
MF,GO:0048531,"beta-1,3-galactosyltransferase activity",3
MF,GO:0050265,RNA uridylyltransferase activity,3
MF,GO:0050307,sucrose-phosphate phosphatase activity,3
MF,GO:0050502,cis-zeatin O-beta-D-glucosyltransferase activity,3
MF,GO:0050833,pyruvate transmembrane transporter activity,3
MF,GO:0051020,GTPase binding,3
MF,GO:0051748,UTP-monosaccharide-1-phosphate uridylyltransferase activity,3
MF,GO:0051920,peroxiredoxin activity,3
MF,GO:0052630,UDP-N-acetylgalactosamine diphosphorylase activity,3
MF,GO:0052636,arabinosyltransferase activity,3
MF,GO:0052905,tRNA (guanosine(9)-N1)-methyltransferase activity,3
MF,GO:0061522,"1,4-dihydroxy-2-naphthoyl-CoA thioesterase activity",3
MF,GO:0061627,S-methylmethionine-homocysteine S-methyltransferase activity,3
MF,GO:0062064,box C/D methylation guide snoRNP complex binding,3
MF,GO:0070063,RNA polymerase binding,3
MF,GO:0090486,small RNA 2'-O-methyltransferase activity,3
MF,GO:0090524,"cytochrome-b5 reductase activity, acting on NADH",3
MF,GO:0090599,alpha-glucosidase activity,3
MF,GO:0097157,pre-mRNA intronic binding,3
MF,GO:0102158,very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase activity,3
MF,GO:0120014,phospholipid transfer activity,3
MF,GO:0140312,cargo adaptor activity,3
MF,GO:0140327,flippase activity,3
MF,GO:0140463,chromatin-protein adaptor activity,3
MF,GO:1990136,linoleate 9S-lipoxygenase activity,3
MF,GO:1990189,protein N-terminal-serine acetyltransferase activity,3
MF,GO:0000107,imidazoleglycerol-phosphate synthase activity,2
MF,GO:0000215,tRNA 2'-phosphotransferase activity,2
MF,GO:0000225,N-acetylglucosaminylphosphatidylinositol deacetylase activity,2
MF,GO:0000247,C-8 sterol isomerase activity,2
MF,GO:0000248,C-5 sterol desaturase activity,2
MF,GO:0000257,nitrilase activity,2
MF,GO:0000309,nicotinamide-nucleotide adenylyltransferase activity,2
MF,GO:0000386,second spliceosomal transesterification activity,2
MF,GO:0000828,inositol hexakisphosphate kinase activity,2
MF,GO:0000829,diphosphoinositol pentakisphosphate kinase activity,2
MF,GO:0000906,"6,7-dimethyl-8-ribityllumazine synthase activity",2
MF,GO:0000994,RNA polymerase III core binding,2
MF,GO:0001096,TFIIF-class transcription factor complex binding,2
MF,GO:0001156,TFIIIC-class transcription factor complex binding,2
MF,GO:0001164,RNA polymerase I core promoter sequence-specific DNA binding,2
MF,GO:0001217,DNA-binding transcription repressor activity,2
MF,GO:0001530,lipopolysaccharide binding,2
MF,GO:0001727,lipid kinase activity,2
MF,GO:0002151,G-quadruplex RNA binding,2
MF,GO:0002953,5'-deoxynucleotidase activity,2
MF,GO:0003711,transcription elongation factor activity,2
MF,GO:0003862,3-isopropylmalate dehydrogenase activity,2
MF,GO:0003863,branched-chain 2-oxo acid dehydrogenase activity,2
MF,GO:0003868,4-hydroxyphenylpyruvate dioxygenase activity,2
MF,GO:0003873,6-phosphofructo-2-kinase activity,2
MF,GO:0003876,AMP deaminase activity,2
MF,GO:0003881,CDP-diacylglycerol-inositol 3-phosphatidyltransferase activity,2
MF,GO:0003906,DNA-(apurinic or apyrimidinic site) endonuclease activity,2
MF,GO:0003913,DNA photolyase activity,2
MF,GO:0003923,GPI-anchor transamidase activity,2
MF,GO:0003934,GTP cyclohydrolase I activity,2
MF,GO:0003937,IMP cyclohydrolase activity,2
MF,GO:0003949,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide isomerase activity,2
MF,GO:0003964,RNA-directed DNA polymerase activity,2
MF,GO:0003972,RNA ligase (ATP) activity,2
MF,GO:0003975,UDP-N-acetylglucosamine-dolichyl-phosphate N-acetylglucosaminephosphotransferase activity,2
MF,GO:0003991,acetylglutamate kinase activity,2
MF,GO:0003998,acylphosphatase activity,2
MF,GO:0004013,adenosylhomocysteinase activity,2
MF,GO:0004019,adenylosuccinate synthase activity,2
MF,GO:0004030,aldehyde dehydrogenase [NAD(P)+] activity,2
MF,GO:0004038,allantoinase activity,2
MF,GO:0004046,aminoacylase activity,2
MF,GO:0004070,aspartate carbamoyltransferase activity,2
MF,GO:0004107,chorismate synthase activity,2
MF,GO:0004112,cyclic-nucleotide phosphodiesterase activity,2
MF,GO:0004126,cytidine deaminase activity,2
MF,GO:0004149,dihydrolipoyllysine-residue succinyltransferase activity,2
MF,GO:0004152,dihydroorotate dehydrogenase activity,2
MF,GO:0004160,dihydroxy-acid dehydratase activity,2
MF,GO:0004163,diphosphomevalonate decarboxylase activity,2
MF,GO:0004307,ethanolaminephosphotransferase activity,2
MF,GO:0004331,"fructose-2,6-bisphosphate 2-phosphatase activity",2
MF,GO:0004334,fumarylacetoacetase activity,2
MF,GO:0004338,"glucan exo-1,3-beta-glucosidase activity",2
MF,GO:0004352,glutamate dehydrogenase (NAD+) activity,2
MF,GO:0004357,glutamate-cysteine ligase activity,2
MF,GO:0004362,glutathione-disulfide reductase (NADPH) activity,2
MF,GO:0004366,glycerol-3-phosphate O-acyltransferase activity,2
MF,GO:0004379,glycylpeptide N-tetradecanoyltransferase activity,2
MF,GO:0004385,GMP kinase activity,2
MF,GO:0004416,hydroxyacylglutathione hydrolase activity,2
MF,GO:0004418,hydroxymethylbilane synthase activity,2
MF,GO:0004419,hydroxymethylglutaryl-CoA lyase activity,2
MF,GO:0004459,L-lactate dehydrogenase (NAD+) activity,2
MF,GO:0004471,malate dehydrogenase (decarboxylating) (NAD+) activity,2
MF,GO:0004484,mRNA guanylyltransferase activity,2
MF,GO:0004485,methylcrotonoyl-CoA carboxylase activity,2
MF,GO:0004490,methylglutaconyl-CoA hydratase activity,2
MF,GO:0004506,squalene monooxygenase activity,2
MF,GO:0004514,nicotinate-nucleotide diphosphorylase (carboxylating) activity,2
MF,GO:0004532,RNA exonuclease activity,2
MF,GO:0004561,alpha-N-acetylglucosaminidase activity,2
MF,GO:0004572,"mannosyl-oligosaccharide 1,3-1,6-alpha-mannosidase activity",2
MF,GO:0004582,dolichyl-phosphate beta-D-mannosyltransferase activity,2
MF,GO:0004588,orotate phosphoribosyltransferase activity,2
MF,GO:0004594,pantothenate kinase activity,2
MF,GO:0004595,pantetheine-phosphate adenylyltransferase activity,2
MF,GO:0004602,glutathione peroxidase activity,2
MF,GO:0004604,phosphoadenylyl-sulfate reductase (thioredoxin) activity,2
MF,GO:0004631,phosphomevalonate kinase activity,2
MF,GO:0004632,phosphopantothenate--cysteine ligase activity,2
MF,GO:0004638,phosphoribosylaminoimidazole carboxylase activity,2
MF,GO:0004640,phosphoribosylanthranilate isomerase activity,2
MF,GO:0004642,phosphoribosylformylglycinamidine synthase activity,2
MF,GO:0004643,phosphoribosylaminoimidazolecarboxamide formyltransferase activity,2
MF,GO:0004645,"1,4-alpha-oligoglucan phosphorylase activity",2
MF,GO:0004654,polyribonucleotide nucleotidyltransferase activity,2
MF,GO:0004657,proline dehydrogenase activity,2
MF,GO:0004719,protein-L-isoaspartate (D-aspartate) O-methyltransferase activity,2
MF,GO:0004729,oxygen-dependent protoporphyrinogen oxidase activity,2
MF,GO:0004733,pyridoxamine phosphate oxidase activity,2
MF,GO:0004746,riboflavin synthase activity,2
MF,GO:0004748,"ribonucleoside-diphosphate reductase activity, thioredoxin disulfide as acceptor",2
MF,GO:0004769,steroid Delta-isomerase activity,2
MF,GO:0004776,succinate-CoA ligase (GDP-forming) activity,2
MF,GO:0004777,succinate-semialdehyde dehydrogenase (NAD+) activity,2
MF,GO:0004789,thiamine-phosphate diphosphorylase activity,2
MF,GO:0004794,threonine deaminase activity,2
MF,GO:0004795,threonine synthase activity,2
MF,GO:0004799,thymidylate synthase activity,2
MF,GO:0004802,transketolase activity,2
MF,GO:0004814,arginine-tRNA ligase activity,2
MF,GO:0004819,glutamine-tRNA ligase activity,2
MF,GO:0004830,tryptophan-tRNA ligase activity,2
MF,GO:0004845,uracil phosphoribosyltransferase activity,2
MF,GO:0004848,ureidoglycolate hydrolase activity,2
MF,GO:0004851,uroporphyrin-III C-methyltransferase activity,2
MF,GO:0004852,uroporphyrinogen-III synthase activity,2
MF,GO:0004856,D-xylulokinase activity,2
MF,GO:0005052,peroxisome matrix targeting signal-1 binding,2
MF,GO:0005080,protein kinase C binding,2
MF,GO:0005242,inward rectifier potassium channel activity,2
MF,GO:0005324,long-chain fatty acid transmembrane transporter activity,2
MF,GO:0005351,carbohydrate:proton symporter activity,2
MF,GO:0005364,maltose:proton symporter activity,2
MF,GO:0005463,UDP-N-acetylgalactosamine transmembrane transporter activity,2
MF,GO:0005548,phospholipid transporter activity,2
MF,GO:0008124,4-alpha-hydroxytetrahydrobiopterin dehydratase activity,2
MF,GO:0008172,S-methyltransferase activity,2
MF,GO:0008184,glycogen phosphorylase activity,2
MF,GO:0008265,molybdenum cofactor sulfurtransferase activity,2
MF,GO:0008418,protein-N-terminal asparagine amidohydrolase activity,2
MF,GO:0008425,"2-methoxy-6-polyprenyl-1,4-benzoquinol methyltransferase activity",2
MF,GO:0008444,CDP-diacylglycerol-glycerol-3-phosphate 3-phosphatidyltransferase activity,2
MF,GO:0008446,"GDP-mannose 4,6-dehydratase activity",2
MF,GO:0008470,3-methylbutanoyl-CoA dehydrogenase activity,2
MF,GO:0008479,tRNA-guanosine(34) queuine transglycosylase activity,2
MF,GO:0008481,sphingosine kinase activity,2
MF,GO:0008495,protoheme IX farnesyltransferase activity,2
MF,GO:0008531,riboflavin kinase activity,2
MF,GO:0008534,oxidized purine nucleobase lesion DNA N-glycosylase activity,2
MF,GO:0008559,ABC-type xenobiotic transporter activity,2
MF,GO:0008656,cysteine-type endopeptidase activator activity involved in apoptotic process,2
MF,GO:0008663,"2',3'-cyclic-nucleotide 2'-phosphodiesterase activity",2
MF,GO:0008670,"2,4-dienoyl-CoA reductase (NADPH) activity",2
MF,GO:0008685,"2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase activity",2
MF,GO:0008734,L-aspartate oxidase activity,2
MF,GO:0008792,arginine decarboxylase activity,2
MF,GO:0008798,beta-aspartyl-peptidase activity,2
MF,GO:0008802,betaine-aldehyde dehydrogenase (NAD+) activity,2
MF,GO:0008835,diaminohydroxyphosphoribosylaminopyrimidine deaminase activity,2
MF,GO:0008836,diaminopimelate decarboxylase activity,2
MF,GO:0008837,diaminopimelate epimerase activity,2
MF,GO:0008840,4-hydroxy-tetrahydrodipicolinate synthase activity,2
MF,GO:0008841,dihydrofolate synthase activity,2
MF,GO:0008893,"guanosine-3',5'-bis(diphosphate) 3'-diphosphatase activity",2
MF,GO:0008897,holo-[acyl-carrier-protein] synthase activity,2
MF,GO:0008930,methylthioadenosine nucleosidase activity,2
MF,GO:0008934,inositol monophosphate 1-phosphatase activity,2
MF,GO:0008935,"1,4-dihydroxy-2-naphthoyl-CoA synthase activity",2
MF,GO:0008948,oxaloacetate decarboxylase activity,2
MF,GO:0008967,phosphoglycolate phosphatase activity,2
MF,GO:0009013,succinate-semialdehyde dehydrogenase [NAD(P)+] activity,2
MF,GO:0009029,tetraacyldisaccharide 4'-kinase activity,2
MF,GO:0009039,urease activity,2
MF,GO:0009496,plastoquinol--plastocyanin reductase activity,2
MF,GO:0009702,L-arabinokinase activity,2
MF,GO:0009703,nitrate reductase (NADH) activity,2
MF,GO:0009973,adenylyl-sulfate reductase activity,2
MF,GO:0010698,acetyltransferase activator activity,2
MF,GO:0015093,ferrous iron transmembrane transporter activity,2
MF,GO:0015141,succinate transmembrane transporter activity,2
MF,GO:0015149,hexose transmembrane transporter activity,2
MF,GO:0015234,thiamine transmembrane transporter activity,2
MF,GO:0015485,cholesterol binding,2
MF,GO:0015616,DNA translocase activity,2
MF,GO:0016210,naringenin-chalcone synthase activity,2
MF,GO:0016212,kynurenine-oxoglutarate transaminase activity,2
MF,GO:0016410,N-acyltransferase activity,2
MF,GO:0016464,chloroplast protein-transporting ATPase activity,2
MF,GO:0016629,12-oxophytodienoate reductase activity,2
MF,GO:0016641,"oxidoreductase activity, acting on the CH-NH2 group of donors, oxygen as acceptor",2
MF,GO:0016701,"oxidoreductase activity, acting on single donors with incorporation of molecular oxygen",2
MF,GO:0016707,gibberellin 3-beta-dioxygenase activity,2
MF,GO:0016711,flavonoid 3'-monooxygenase activity,2
MF,GO:0016712,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen",2
MF,GO:0016784,3-mercaptopyruvate sulfurtransferase activity,2
MF,GO:0016812,"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in cyclic amides",2
MF,GO:0016833,oxo-acid-lyase activity,2
MF,GO:0016843,amine-lyase activity,2
MF,GO:0016860,intramolecular oxidoreductase activity,2
MF,GO:0016920,pyroglutamyl-peptidase activity,2
MF,GO:0016937,short-chain fatty acyl-CoA dehydrogenase activity,2
MF,GO:0016971,flavin-dependent sulfhydryl oxidase activity,2
MF,GO:0017069,snRNA binding,2
MF,GO:0017095,heparan sulfate 6-sulfotransferase activity,2
MF,GO:0017113,dihydropyrimidine dehydrogenase (NADP+) activity,2
MF,GO:0017176,phosphatidylinositol N-acetylglucosaminyltransferase activity,2
MF,GO:0018423,protein C-terminal leucine carboxyl O-methyltransferase activity,2
MF,GO:0018773,acetylpyruvate hydrolase activity,2
MF,GO:0018812,3-hydroxyacyl-CoA dehydratase activity,2
MF,GO:0018822,nitrile hydratase activity,2
MF,GO:0019136,deoxynucleoside kinase activity,2
MF,GO:0019145,aminobutyraldehyde dehydrogenase (NAD+) activity,2
MF,GO:0019148,D-cysteine desulfhydrase activity,2
MF,GO:0019150,D-ribulokinase activity,2
MF,GO:0019203,carbohydrate phosphatase activity,2
MF,GO:0019212,phosphatase inhibitor activity,2
MF,GO:0019213,deacetylase activity,2
MF,GO:0019776,Atg8-family ligase activity,2
MF,GO:0019784,deNEDDylase activity,2
MF,GO:0019788,NEDD8 transferase activity,2
MF,GO:0022843,voltage-gated monoatomic cation channel activity,2
MF,GO:0030332,cyclin binding,2
MF,GO:0030337,DNA polymerase processivity factor activity,2
MF,GO:0030409,glutamate formimidoyltransferase activity,2
MF,GO:0030785,[ribulose-bisphosphate carboxylase]-lysine N-methyltransferase activity,2
MF,GO:0031370,eukaryotic initiation factor 4G binding,2
MF,GO:0031402,sodium ion binding,2
MF,GO:0032216,glucosaminyl-phosphatidylinositol O-acyltransferase activity,2
MF,GO:0032422,purine-rich negative regulatory element binding,2
MF,GO:0032574,5'-3' RNA helicase activity,2
MF,GO:0033328,peroxisome membrane targeting sequence binding,2
MF,GO:0033549,MAP kinase phosphatase activity,2
MF,GO:0033819,lipoyl(octanoyl) transferase activity,2
MF,GO:0033840,"alpha-1,4-glucan glucosyltransferase (NDP-glucose donor) activity",2
MF,GO:0033853,aspartate-prephenate aminotransferase activity,2
MF,GO:0033854,glutamate-prephenate aminotransferase activity,2
MF,GO:0034038,deoxyhypusine synthase activity,2
MF,GO:0034039,"8-oxo-7,8-dihydroguanine DNA N-glycosylase activity",2
MF,GO:0034256,chlorophyll(ide) b reductase activity,2
MF,GO:0034986,iron chaperone activity,2
MF,GO:0035173,histone kinase activity,2
MF,GO:0035197,siRNA binding,2
MF,GO:0035198,miRNA binding,2
MF,GO:0035299,"inositol-1,3,4,5,6-pentakisphosphate 2-kinase activity",2
MF,GO:0035515,oxidative RNA demethylase activity,2
MF,GO:0035800,deubiquitinase activator activity,2
MF,GO:0036002,pre-mRNA binding,2
MF,GO:0036033,mediator complex binding,2
MF,GO:0042281,"dolichyl pyrophosphate Man9GlcNAc2 alpha-1,3-glucosyltransferase activity",2
MF,GO:0042586,peptide deformylase activity,2
MF,GO:0042950,salicin transmembrane transporter activity,2
MF,GO:0043168,anion binding,2
MF,GO:0043175,RNA polymerase core enzyme binding,2
MF,GO:0043548,phosphatidylinositol 3-kinase binding,2
MF,GO:0043765,T/G mismatch-specific endonuclease activity,2
MF,GO:0043866,adenylyl-sulfate reductase (thioredoxin) activity,2
MF,GO:0043874,acireductone synthase activity,2
MF,GO:0044548,S100 protein binding,2
MF,GO:0045131,pre-mRNA branch point binding,2
MF,GO:0045159,myosin II binding,2
MF,GO:0045480,galactose oxidase activity,2
MF,GO:0045486,flavanone 3-dioxygenase activity,2
MF,GO:0045550,geranylgeranyl reductase activity,2
MF,GO:0046027,phospholipid:diacylglycerol acyltransferase activity,2
MF,GO:0046422,violaxanthin de-epoxidase activity,2
MF,GO:0046423,allene-oxide cyclase activity,2
MF,GO:0046906,tetrapyrrole binding,2
MF,GO:0047066,phospholipid-hydroperoxide glutathione peroxidase activity,2
MF,GO:0047196,long-chain-alcohol O-fatty-acyltransferase activity,2
MF,GO:0047213,anthocyanidin 3-O-glucosyltransferase activity,2
MF,GO:0047427,cyanoalanine nitrilase activity,2
MF,GO:0047443,4-hydroxy-4-methyl-2-oxoglutarate aldolase activity,2
MF,GO:0047560,3-dehydrosphinganine reductase activity,2
MF,GO:0047734,CDP-glycerol diphosphatase activity,2
MF,GO:0047750,cholestenol delta-isomerase activity,2
MF,GO:0047763,caffeate O-methyltransferase activity,2
MF,GO:0047840,dCTP diphosphatase activity,2
MF,GO:0047884,FAD diphosphatase activity,2
MF,GO:0047918,"GDP-mannose 3,5-epimerase activity",2
MF,GO:0047958,glycine:2-oxoglutarate aminotransferase activity,2
MF,GO:0048039,ubiquinone binding,2
MF,GO:0048307,ferredoxin-nitrite reductase activity,2
MF,GO:0048487,beta-tubulin binding,2
MF,GO:0050152,omega-amidase activity,2
MF,GO:0050163,oxaloacetate tautomerase activity,2
MF,GO:0050178,phenylpyruvate tautomerase activity,2
MF,GO:0050242,"pyruvate, phosphate dikinase activity",2
MF,GO:0050302,indole-3-acetaldehyde oxidase activity,2
MF,GO:0050518,2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase activity,2
MF,GO:0050547,feruloyl-CoA hydratase/lyase activity,2
MF,GO:0051499,D-aminoacyl-tRNA deacylase activity,2
MF,GO:0051721,protein phosphatase 2A binding,2
MF,GO:0051724,NAD transmembrane transporter activity,2
MF,GO:0051731,polynucleotide 5'-hydroxyl-kinase activity,2
MF,GO:0051750,"delta(3,5)-delta(2,4)-dienoyl-CoA isomerase activity",2
MF,GO:0051777,ent-kaurenoic acid monooxygenase activity,2
MF,GO:0051787,misfolded protein binding,2
MF,GO:0052615,ent-kaurene oxidase activity,2
MF,GO:0052662,zeaxanthin epoxidase activity,2
MF,GO:0052692,raffinose alpha-galactosidase activity,2
MF,GO:0052717,tRNA-specific adenosine-34 deaminase activity,2
MF,GO:0052834,inositol monophosphate phosphatase activity,2
MF,GO:0052861,"endo-1,3(4)-beta-glucanase activity",2
MF,GO:0052906,tRNA (guanine(37)-N1)-methyltransferase activity,2
