Pathway_name,Pathyway_ID,Gene_ID
,,AT3G12670
,,AT2G34890
,,AT1G30820
indole-3-acetate biosynthesis I,PWYDQC-4,TAA1
,,TAR2
,,AT1G80360
,,TAR1
,,YUC2
,,YUC1
,,YUC6
,,YUC5
,,YUC8
,,YUC7
,,YUC3
,,AT5G11320
,,AT1G48910
,,AT1G21430
,,AT1G04180
stachyose degradation,PWY-6527,UGE4
,,UGE5
,,UGE2
,,UGE3
,,UGE1
,,AT3G28530
,,SIP2
,,AGK1
,,AT5G52560
,,AT5G18200
,,AT2G35020
,,UGP1
,,AT5G17310
,,AT3G56040
thiamine diphosphate biosynthesis IV (eukaryotes),PWY-6908,TH1
,,AT4G29530
,,AT1G67440
,,TPK2
,,TPK1
,,AT5G19470
,,AT5G19460
L-valine degradation I,VALDEG-PWY,Atbact-5
,,Atbcat-1
,,Atbcat-2
,,Atbcat-3
,,AT3G45300
,,AT5G65940
,,AT1G06550
,,AT2G30650
,,AT2G30660
,,AT3G24360
,,AT3G60510
,,AT4G13360
,,AT4G31810
,,AT4G20930
,,LPD2
,,BCE2
,,AT3G13450
,,AT5G09300
L-tyrosine biosynthesis II,PWY-3461,AT1G69370
,,AT5G10870
,,AT3G29200
,,AT5G34930
,,AT1G15710
,,AT2G22250
seleno-amino acid biosynthesis (plants),PWY-6936,AT3G01120
,,SAT2
,,SAT4
,,SAT5
,,SAT1
,,SAT3
hexaprenyl diphosphate biosynthesis,HEXPPSYN-PWY,SPS1
,,SPS2
pyruvate fermentation to ethanol II,PWY-5486,ADH
,,AT4G33070
,,AT5G01320
,,AT5G01330
,,AT5G54960
NADH repair (eukaryotes),PWY-6938,AT5G19150
,,AT5G49970
UDP-α-D-galactose biosynthesis,PWY-7344,UGE4
,,UGE5
,,UGE2
,,UGE3
,,UGE1
,,AT3G28530
,,AGK1
diphthamide biosynthesis II (eukaryotes),PWY-7546,AT3G04480
,,AT5G62030
,,AT3G59630
,,AT5G63010
,,AT4G31790
L-proline biosynthesis I (from L-glutamate),PROSYN-PWY,P5C1
,,P5CS1
,,AT3G55610
spermine and spermidine degradation I,PWY-6117,AT2G39030
,,AT2G32020
,,AT2G32030
,,AT3G22560
,,AT4G29720
,,AT2G43020
,,PAO4
,,PAO3
,,PAO1
L-dopa and L-dopachrome biosynthesis,PWY-6481,AT3G21405
L-citrulline degradation,CITRULLINE-DEG-PWY,OTC
,,AT3G27740
,,AT1G29900
phosphatidylcholine biosynthesis I,PWY3O-450,AT4G09760
,,AT1G74320
,,AT1G71697
,,AT2G32260
,,AT4G15130
,,AT1G13560
,,ATAAPT2
phosphatidylserine and phosphatidylethanolamine biosynthesis I,PWY-5669,AT1G15110
,,AT4G16700
,,AT4G25970
,,AT5G57190
pyrimidine deoxyribonucleotide phosphorylation,PWY-7197,AT5G59440
,,AT5G26667
,,AT3G60961
,,AT3G60180
,,AT4G09320
rutin biosynthesis,PWY-5390,FLS
,,AT2G06960
,,AT3G19000
,,AT3G19010
,,AT5G43935
,,AT5G48020
,,AT5G63580
,,AT5G63590
,,AT5G63595
,,AT5G63600
,,UGT73B2
,,UGT72B3
,,UGT71C5
,,UGT71C4
,,UGT71C3
,,UGT78D1
,,UGT89B1
,,UGT73B5
,,UGT71D1
,,UGT71C2
,,UGT73C6
,,UGT88A1
,,UGT71B1
,,UGT71B8
,,UGT76E12
,,UGT76E11
,,UGT71B5
,,UGT73B3
,,UGT73B1
,,UGT78D3
,,UGT78D2
,,UGT76E1
,,UGT76E2
,,UGT73B4
,,AT5G17040
,,AT3G21790
,,AT3G21760
,,AT1G05675
,,AT1G01390
,,AT1G05680
,,AT3G50740
,,UGT76C2
,,AT5G66690
ferulate and sinapate biosynthesis,PWY-5168,FAH1
,,OMT1
,,ALDH2C4
S-adenosyl-L-methionine salvage II,PWY-5041,SAM-1
,,AT4G01850
,,AT3G17390
,,AT2G36880
,,AT4G13940
,,AT3G23810
,,AT5G20980
,,AT5G17920
,,AT3G03780
oleate biosynthesis I (plants),PWY-5147,AT5G16240
,,AT5G16230
,,AT3G02630
,,AT3G02620
,,AT3G02610
,,AT1G43800
,,FAB2
,,AT4G13050
,,AT1G66550
,,AT1G68280
,,AT1G08510
,,AT1G35250
,,AT1G35290
,,AT1G68260
,,AT3G25110
,,AT1G20560
,,AT2G47245
,,ACOS5
,,AT5G27600
,,AT4G23850
,,AT4G11030
,,AT2G47240
,,AT2G04350
,,AT1G64400
,,AT1G49430
,,AT1G77590
,,AT3G05970
,,AT4G14890
L-homomethionine biosynthesis,PWY-1186,MAM3
,,MAM1
,,MAM2
,,Atbcat-3
,,AT3G19710
L-phenylalanine biosynthesis II,PWY-3462,AT1G69370
,,AT5G10870
,,AT3G29200
,,AT5G22630
,,AT1G11790
,,AT3G07630
,,AT2G27820
,,AT3G44720
,,AT1G08250
,,AT2G22250
trigonelline biosynthesis,PWY-5110,AT3G53140
glycerophosphodiester degradation,PWY-6952,AT5G58170
,,AT5G58050
,,AT5G55480
,,AT5G43300
,,AT5G41080
,,AT5G08030
,,AT4G26690
,,AT3G20520
,,AT3G02040
,,AT1G74210
,,AT1G71340
,,AT1G66980
,,AT1G66970
,,AT1G36005
,,SDP6
suberin monomers biosynthesis,PWY-1121,PAL2
,,PAL3
,,PAL1
,,AT3G10340
,,ATC4H
,,OMT1
,,AT1G51990
,,AT1G33030
,,4CL2
,,CCoAOMT1
,,AT1G67990
,,AT4G26220
,,AT3G62000
,,AT3G61990
,,AT1G67980
,,AT1G24735
,,REF8
,,AT5G09970
,,AT1G74540
,,CYP98A9
,,4CL3
,,4CL1
,,CYP86B1
,,AT5G51950
,,AT5G51930
,,AT3G56060
,,AT1G14185
,,AT1G12570
,,AT1G72970
,,AT4G00520
,,AT1G01710
,,AT5G48370
,,AT4G33540
,,AT4G10030
,,AT3G16175
,,AT3G09405
,,AT2G30720
,,AT2G29590
,,AT1G52191
,,AT1G04290
,,CYP86A1
,,CYP86A2
,,CYP94B3
,,CYP86A4
,,AT1G63710
,,AT1G20560
,,AT2G47245
,,ACOS5
,,AT5G27600
,,AT4G23850
,,AT4G11030
,,AT2G47240
,,AT2G04350
,,AT1G64400
,,AT1G49430
,,AT1G77590
,,AT3G05970
matairesinol biosynthesis,PWY-5466,AT1G32100
,,AT4G13660
,,AT1G19540
linoleate biosynthesis I (plants),PWY-5995,fad2
,,fad6
,,LPLAT1
,,AT4G14890
homocysteine and cysteine interconversion,PWY-801,AT5G28030
,,AT5G26600
,,AT3G62130
,,AT1G33320
,,AT3G01120
,,AT4G23600
,,AT3G57050
,,AT4G23590
,,AT2G20610
coumarins biosynthesis (engineered),PWY-7398,AT5G63380
,,AT5G38120
,,AT4G19010
,,AT4G05160
,,AT3G48990
,,AT1G20500
,,AT1G20490
,,AT1G20480
,,OPCL1
,,ACOS5
,,AT3G13610
,,AT5G12270
,,AT4G23340
,,AT1G55290
,,AT4G26220
,,AT3G62000
,,AT3G61990
,,AT1G67980
,,AT1G24735
,,4CL1
,,4CL2
tetrapyrrole biosynthesis I (from glutamate),PWY-5188,AT2G26540
,,HEMC
,,HEMB1
,,AT1G44318
,,GSA1
,,AT3G48730
,,HEMA1
,,HEMA2
,,AT2G31250
allantoin degradation to glyoxylate II,PWY-5692,AT5G43600
,,AT4G04955
,,AtAAH
,,UGlyAH
guanine and guanosine salvage II,PWY-6599,HGPT
,,NSH3
,,URH1
,,AT5G18870
,,AT5G18890
L-threonine biosynthesis,HOMOSER-THRESYN-PWY,HSK
,,AT4G35295
,,MTO2
,,AT1G72810
pyridoxal 5'-phosphate salvage I,PLPSAL-PWY,AT5G49970
,,AT2G46580
,,SOS4
,,PLR1
,,AT2G27680
,,AT1G06690
methylglyoxal degradation I,PWY-5386,AT3G02720
,,AT2G32090
,,AT2G28420
,,AT1G67280
,,AT1G11840
,,AT1G08110
,,GLX2-2
,,GLX2-1
,,GLX2-5
,,AT1G06130
,,AT1G25375
chlorophyll a degradation II,PWY-6927,AT4G22920
,,AT4G11911
,,AT4G11910
,,AT1G44000
,,CRN1
,,AT5G38520
,,AT5G19850
,,AT4G36530
,,AT4G25290
,,AT3G02030
,,RCCR
,,PAO
,,AT2G24820
,,AT4G14890
superpathway of coenzyme A biosynthesis II (plants),PWY-4221,AtCoaD
,,AtCoaE
,,AtCoaC
,,AT1G48605
,,ATCoaB
,,PANC
,,AT5G34780
,,PANB2
,,PANB1
,,AT4G32180
,,AtCoaA
,,AT4G35360
,,AT2G17340
,,AT2G17320
,,AT5G27600
,,AT3G05970
,,AT5G23050
,,AT5G16370
,,AT5G16340
,,AT1G77240
,,AT1G75960
,,AT1G21540
,,AT1G21530
,,AT3G08860
chlorophyll a biosynthesis I,PWY-5086,G4
L-homoserine biosynthesis,HOMOSERSYN-PWY,AT3G02020
,,AT5G13280
,,AT5G14060
,,AK-HSDH1
,,AK-HSDH2
,,AT5G21060
,,AT1G14810
salicylate glucosides biosynthesis IV,PWY-6762,UGT72B1
,,UGT74F1
,,UGT74F2
salicylate glucosides biosynthesis III,PWY-6624,UGT74F2
fatty acid β-oxidation II (plant peroxisome),PWY-5136,AT3G05970
,,AT5G27600
,,AT4G16800
,,AT3G06860
,,AT3G15290
,,AIM1
,,KAT2
,,AACT2
,,AACT1
,,KAT1
,,KAT5
,,ACX1
,,AT5G65110
,,AT1G06290
,,AT3G51840
,,AT3G06690
,,AT1G06310
,,ACX5
putrescine biosynthesis I,PWY-40,ADC2
,,AT2G16500
,,ARGAH2
,,ARGAH1
UDP-β-L-arabinose biosynthesis I (from UDP-α-D-xylose),PWY-63,MUR4
,,AT5G44480
,,AT4G20460
,,AT3G28530
,,AT2G34850
,,UGE1
,,UGE3
,,UGE4
,,UGE5
,,UGE2
pyruvate decarboxylation to acetyl CoA I,PYRUVDEHYD-PWY,AT3G25860
,,AT5G17780
,,AT3G52200
,,AT3G13930
,,AT1G54220
,,AT1G34430
,,AT1G48030
,,AT3G16950
,,AT4G16155
,,LPD2
,,AT2G34590
,,AT5G50850
,,AT1G59900
,,AT1G30120
,,AT1G24180
,,AT1G01090
fatty acid biosynthesis initiation (plant mitochondria),PWY-6799,AT2G04540
,,AT3G16170
,,AT2G30200
L-arginine biosynthesis I (via L-ornithine),ARGSYN-PWY,AT4G24830
,,AT5G10920
,,OTC
,,AT3G27740
,,AT1G29900
,,AT5G67430
,,AT4G37670
,,AT2G37500
,,AT2G22910
,,AT2G22905
,,AT1G60000
,,AT3G57560
,,AT2G19940
,,AT1G80600
,,AT4G17830
cellulose biosynthesis,PWY-1001,CSLC4
,,CesA8
,,CesA7
,,CesA4
,,CesA6
,,CesA3
,,CesA1
,,AT1G55850
,,AT2G25540
,,AT2G32530
,,AT2G32540
,,AT2G32610
,,AT2G32620
,,AT4G15290
,,AT4G15320
,,AT4G23990
,,AT4G24000
,,AT4G24010
,,AT4G39350
,,AT5G16910
,,AT5G09870
,,AT4G38190
,,AT3G03050
,,AT2G33100
,,AT2G21770
,,AT1G32180
galactolipid biosynthesis I,PWY-401,MGD1
,,MGD2
,,MGD3
,,DGD2
,,DGD1
,,AT3G06510
"L-ascorbate biosynthesis VII (plants, D-galacturonate pathway)",PWY-8143,AT3G47930
adenosine ribonucleotides de novo biosynthesis,PWY-7219,AT3G57610
,,AT4G18440
,,AT1G36280
,,AT2G37250
,,AT5G60340
,,AT5G63400
,,AT5G62410
,,AT5G50370
,,AT5G48600
,,AT5G47840
,,AT5G35170
,,AT3G54670
,,AT3G47460
,,AT3G01820
,,AT2G39270
,,AT2G27170
"trans, trans-farnesyl diphosphate biosynthesis",PWY-5123,GPPS
,,FPS1
,,FPS2
,,AT4G38460
,,AT3G14530
,,AT3G14510
,,GGPS6
,,AT2G18620
,,GGPS4
,,GGPS2
,,GGPS3
,,AT3G20160
,,AT3G29430
,,AT3G32040
,,GGPS1
,,SPS1
resveratrol biosynthesis,PWY-84,PKSB
,,PKSA
rubber biosynthesis,PWY-5815,AT1G11755
3-(4-hydroxyphenyl)pyruvate biosynthesis,PWY-5886,AT1G80360
,,ACS12
,,AT5G53970
,,TAA1
,,AT5G36160
,,AT4G28420
"L-phenylalanine biosynthesis III (cytosolic, plants)",PWY-7432,AT1G08250
,,AT1G11790
,,AT2G27820
,,AT3G07630
acetaldehyde biosynthesis I,PWY-6333,ADH
putrescine biosynthesis III,PWY-46,ARGAH1
,,ARGAH2
assimilatory sulfate reduction II,SULFMETII-PWY,APS4
,,APS3
,,APS2
,,APS1
,,SIR
,,2-Apr
,,3-Apr
,,1-Apr
,,AT4G14890
glucosinolate activation,PWY-5267,AtNSP1
,,AtNSP2
,,AtNSP3
,,AtNSP4
,,AtNSP5
,,AT3G07720
,,AT1G54040
,,PEN2
,,TGG6
,,TGG3
,,TGG5
,,TGG4
,,TGG2
,,TGG1
poly-hydroxy fatty acids biosynthesis,PWY-6710,AT5G04660
,,AT5G61320
,,AT5G04630
,,AT3G10560
,,AT3G03470
,,AT1G64900
,,AT1G11600
,,CYP77A6
3-phosphoinositide biosynthesis,PWY-6352,PI4K ALPHA
,,AT5G64070
,,AT5G24240
,,AT5G09350
,,AT3G56600
,,AT3G43950
,,AT2G46500
,,AT2G40850
,,AT2G03890
,,AT1G67635
,,AT1G64460
,,AT1G51040
,,AT1G27570
,,AT1G27535
,,AT1G26270
,,AT1G13640
,,AtPIS1
,,AT4G38570
,,PIPK10
,,AT3G56960
,,PIP5K3
,,AT4G17080
,,AT3G09920
,,AT3G07960
,,AT2G41210
,,AT2G35170
,,AT1G77740
,,AT1G77660
,,AT1G60890
,,AT1G21980
,,AT1G21920
,,AT1G10900
,,AT1G01460
,,AT1G60490
,,PIG1
,,AT3G14270
,,AT4G33240
,,AT1G71010
,,AT1G34260
,,AT1G47510
vernolate biosynthesis I,PWY-6014,AT5G04660
,,AT5G61320
,,AT5G04630
,,AT3G10560
,,AT3G03470
,,AT1G64900
,,AT1G11600
,,CYP77A6
superpathway of L-serine and glycine biosynthesis I,SER-GLYSYN-PWY,AT4G35630
,,AT2G17630
,,AT1G17745
,,AT4G34200
,,AT3G19480
,,AT1G18640
,,AT4G37930
,,AT5G26780
,,AT4G32520
,,AT4G13930
,,AT4G13890
,,AT1G36370
,,AT1G22020
CO2 fixation into oxaloacetate (anaplerotic),PWYQT-4429,PPC1
,,PPC3
,,AT3G42628
,,AT2G42600
,,AT1G68750
,,AT5G56330
,,AT5G04180
,,AT4G33580
,,AT4G21000
,,AT4G20990
,,AT3G52720
,,AT2G28210
,,AT1G70410
,,AT1G58180
,,AT1G23730
,,AT1G19580
,,AT1G08080
,,AT1G08065
,,AT1G47260
,,CA1
,,CA2
eugenol and isoeugenol biosynthesis,PWY-5859,AT1G19540
,,AT1G75280
,,AT1G75290
,,AT1G75300
,,AT4G39230
sucrose degradation II (sucrose synthase),PWY-3801,SUS6
,,SUS4
,,SUS3
,,SUS1
,,SUS5
,,SUS2
,,HXK1
,,AT1G47840
,,AT1G50460
,,AT3G20040
,,AT4G37840
,,AT5G51830
,,AT4G28706
,,AT4G10260
,,AT3G59480
,,AT3G54090
,,AT2G31390
,,AT1G69200
,,AT1G66430
,,AT1G50390
,,AT1G47845
,,AT1G06030
,,AT1G06020
,,AT5G52560
,,AT5G18200
,,AT2G35020
,,UGP1
,,AT5G17310
,,AT3G56040
,,PGI1
,,AT5G42740
,,PGM
,,AT5G17530
,,AT1G70820
,,AT1G70730
,,AT1G23190
malonly-CoA biosynthesis via biotin-carboxyl carrier protein,PWY0-1264,AT2G25710
,,AT1G37150
,,AT5G35360
,,AT1G80040
,,AT1G36180
,,AT1G36160
,,AT5G15530
,,AT3G15690
,,AT1G52670
,,AT2G38040
,,ATCG00130
L-isoleucine biosynthesis I (from threonine),ILEUSYN-PWY,AT3G23940
,,Atbact-5
,,Atbcat-3
,,Atbcat-2
,,AT3G48560
,,AT3G10050
phenolic malonylglucosides biosynthesis,PWY-6930,AT5G39050
,,AT3G29670
,,AT5G39090
,,AT5G39080
"superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle",PWY-5464,AT3G25860
,,AT5G17780
,,AT3G52200
,,AT3G13930
,,AT1G54220
,,AT1G34430
,,AT1G48030
,,AT3G16950
,,AT4G16155
,,LPD2
,,AT2G34590
,,AT5G50850
,,AT1G59900
,,AT1G30120
,,AT1G24180
,,AT1G01090
,,AT4G26270
,,AT4G32840
,,AT4G29220
,,AT5G61580
,,AT5G56630
,,AT5G47810
,,AT4G27600
,,AT2G22480
,,AT1G19600
,,AT1G06730
,,AT1G20950
,,AT1G76550
,,AT4G04040
,,AT1G12000
,,AT4G08876
,,AT4G26520
,,AT4G26530
,,AT5G03690
,,AT4G38970
,,AT3G52930
,,AT2G36460
,,AT2G21330
,,AT2G01140
,,AT2G21170
,,AT3G55440
,,GapC-1
,,AT1G13440
,,PGK
,,AT3G12780
,,AT1G56190
,,AT4G09520
,,AT3G30841
,,AT3G08590
,,AT1G09780
,,AT1G74030
,,AT2G36530
,,AT2G29560
,,PKp2
,,PKp3
,,PKp1
,,AT5G63680
,,AT5G56350
,,AT5G08570
,,AT4G26390
,,AT3G55810
,,AT3G55650
,,AT3G52990
,,AT3G49160
,,AT3G25960
,,AT3G04050
,,AT2G36580
,,NP-GAPDH
,,FUM2
,,AT2G47510
,,AT5G23250
,,AT5G08300
,,AT2G20420
,,AT2G44350
,,AT3G58740
,,AT3G60100
,,AT2G11270
,,AT5G54950
,,ACO3
,,ACO2
,,ACO1
,,IDH-VI
,,IDH-I
,,IDH-III
,,IDH-II
,,IDH-V
,,AT1G32480
,,NAD-ME1
,,NAD-ME2
,,PMDH2
,,pNAD-MDH
,,mMDH2
,,PMDH1
,,mMDH1
,,c-NAD-MDH3
,,c-NAD-MDH1
,,AT5G43330
,,AT3G53910
,,SDH8
,,SDH7A
,,SDH6
,,SDH5
,,SDH4
,,SDH3-2
,,SDH2-2
,,SDH1-1
,,AT5G62575
,,SDH1-2
,,SDH2-1
,,SDH3-1
,,SDH2-3
L-glutamate degradation I,GLUTAMATE-DEG1-PWY,AT5G18170
,,AT5G07440
,,AT3G03910
geranylgeranyl diphosphate biosynthesis,PWY-5120,SPS2
,,SPS1
,,GGPS6
,,AT2G18620
,,AT3G29430
,,AT3G20160
,,AT3G32040
,,GGPS4
,,GGPS3
,,GGPS2
,,GGPS1
,,FTA
,,AT4G38460
,,AT3G14530
,,AT3G14510
,,AT1G36623
L-arginine biosynthesis II (acetyl cycle),ARGSYNBSUB-PWY,AT4G24830
,,AT5G10920
,,OTC
,,AT1G80600
,,AT2G19940
,,AT3G57560
,,AT3G27740
,,AT1G29900
,,AT5G67430
,,AT4G37670
,,AT2G37500
,,AT2G22910
,,AT2G22905
,,AT1G60000
,,GLN1;5
,,GLN1;4
,,GLN1;3
,,GLN1;2
,,GLN1;1
,,GLN2
apigeninidin 5-O-glucoside biosynthesis,PWY-7253,UGT88A1
Calvin-Benson-Bassham cycle,CALVIN-PWY,ATMG00280
,,AT2G07732
,,rbcS1A
,,rbcS3B
,,rbcS2B
,,rbcS1B
,,PGK
,,AT3G12780
,,AT1G56190
,,AT2G21170
,,AT3G55440
,,AT4G26520
,,AT4G26530
,,AT5G03690
,,AT4G38970
,,AT3G52930
,,AT2G36460
,,AT2G21330
,,AT2G01140
,,FINS1
,,HCEF1
,,AT5G64380
,,AT3G05170
,,AT1G08940
,,AT2G45290
,,AT3G60750
,,AT3G55800
,,AT5G61410
,,AT3G01850
,,AT1G63290
,,PRK
,,AT2G01290
,,AT5G44520
,,AT3G04880
,,AT3G04790
,,AT1G71100
,,GapA-2
,,GapB
,,GapA-1
traumatin and (Z)-3-hexen-1-yl acetate biosynthesis,PWY-5410,LOX2
,,LOX3
,,LOX4
,,LOX6
,,HPL1
,,AT1G31490
,,AT1G32910
,,AT1G78990
,,AT5G16410
,,AT3G03480
,,AT5G17540
,,AT1G54870
,,ChlADR
,,SDR2
,,SDR1
,,AKR4C9
,,AT2G21250
,,AT5G62420
,,AT5G18210
,,AT4G13180
,,AT3G53880
,,AT3G05260
,,AT3G03980
,,AT2G37790
hydroxymethylpyrimidine salvage,PWY-6910,AT4G28706
,,TH1
soybean saponin I biosynthesis,PWY-5203,LUP1
,,LUP2
,,AT1G78955
,,AT1G78500
,,AT1G78950
,,AT5G36150
,,AT3G29255
,,AT1G78480
,,AT1G66960
,,AT3G14680
,,AT3G14630
,,AT3G14610
,,AT5G65550
,,AT2G22590
superpathway of sucrose and starch metabolism I (non-photosynthetic tissue),PWYQT-4466,AT5G51830
,,AT4G28706
,,AT4G10260
,,AT3G59480
,,AT3G54090
,,AT2G31390
,,AT1G69200
,,AT1G66430
,,AT1G50390
,,AT1G06030
,,AT1G06020
,,HXK1
,,HXK2
,,AT1G47840
,,AT1G50460
,,AT3G20040
,,AT4G37840
,,AT5G62573
,,AT1G47845
,,CINV1
,,A/N-InvA
,,CINV2
,,A/N-InvE
,,AT3G13790
,,cwINV4
,,AT1G72000
,,ApL2
,,ApL4
,,ApL3
,,ApS1
,,ApL1
,,AT1G05610
,,AT5G65685
,,SSIII
,,SSIV
,,SSII
,,AT5G24300
,,AT2G36390
,,AT5G03650
,,AT1G32900
,,ISA2
,,AT2G39930
,,PGI1
,,AT5G42740
,,AT5G66530
,,AT5G57330
,,AT5G14500
,,AT4G25900
,,AT4G23730
,,AT3G61610
,,AT3G01590
,,PGM
,,AT5G17530
,,AT1G70820
,,AT1G70730
,,AT1G23190
,,AT5G52560
,,AT5G18200
,,AT2G35020
,,UGP1
,,AT5G17310
,,AT3G56040
seleno-amino acid detoxification and volatilization I,PWY-6931,AT5G49810
Rubisco shunt,PWY-5723,ATMG00280
,,AT2G07732
,,rbcS1A
,,rbcS3B
,,rbcS2B
,,rbcS1B
,,AT3G60750
,,AT2G45290
,,AT5G13420
,,AT1G12230
,,AT2G01290
,,AT5G44520
,,AT3G04880
,,AT3G04790
,,AT1G71100
,,AT5G61410
,,AT3G01850
,,AT1G63290
,,PRK
,,PKp2
,,PKp3
,,PKp1
,,AT5G63680
,,AT5G56350
,,AT5G08570
,,AT4G26390
,,AT3G55810
,,AT3G55650
,,AT3G52990
,,AT3G49160
,,AT3G25960
,,AT3G04050
,,AT2G36580
,,AT1G74030
,,AT2G36530
,,AT2G29560
,,AT4G09520
,,AT3G30841
,,AT3G08590
,,AT1G09780
UTP and CTP dephosphorylation I,PWY-7185,AT4G20320
,,AT4G02120
,,AT3G12670
,,AT2G34890
,,AT1G30820
,,AT1G72880
,,AT1G75210
,,AT2G23890
,,AT2G38680
,,AT4G14930
,,AT4G29260
,,AT5G48960
,,AT5G17760
,,AT5G66005
"superpathway of L-lysine, L-threonine and L-methionine biosynthesis II",PWY-724,MTO2
,,AT1G72810
,,HSK
,,AT4G35295
,,AT3G01120
,,AT5G20980
,,AT5G17920
,,AT3G03780
,,AT4G23600
,,AT3G57050
,,AT4G23590
,,AT2G20610
,,AT3G20390
,,AT5G21060
,,AK-HSDH1
,,AT3G02020
,,AK-HSDH2
,,AT5G13280
,,AT5G14060
,,AT1G14810
,,AT2G45440
,,AT3G60880
,,AT4G33680
,,AT2G13810
,,AT3G53580
,,AT5G11880
,,AT3G14390
,,AT5G52100
,,AT2G44040
,,AT3G59890
oxygenic photosynthesis,PHOTOALL-PWY,PsbS
,,PsbQ-1
,,PsbP
,,PsbI
,,PsbH
,,PsbE
,,PsbC
,,PsbB
,,PsbO-1
,,PsbR
,,PsbX
,,PsbW
,,PsbD
,,PsbA
,,PsbTc
,,PsbY
,,PPD1
,,PPD2
,,PPD3
,,PPD4
,,PPD5
,,PPD6
,,psbX
,,AT4G37230
,,AT4G05180
,,AT3G50820
,,AT3G01440
,,AT2G01918
,,AT1G14150
,,AT4G05390
,,AT1G30510
,,AT1G20020
,,AT5G66190
,,ATCG00720
,,ATCG00600
,,ATCG00540
,,ATCG00210
,,AT4G03280
,,psaC
,,psaA
,,psaB
,,PsaN
,,PsaL
,,PsaD-1
,,PsaH1
,,psaE2
,,PsaG
,,PsaF
,,PsaK
,,PsaO
,,ATMG00280
,,AT2G07732
,,rbcS1A
,,rbcS3B
,,rbcS2B
,,rbcS1B
,,PGK
,,AT3G12780
,,AT1G56190
,,AT2G21170
,,AT3G55440
,,AT4G26520
,,AT4G26530
,,AT5G03690
,,AT4G38970
,,AT3G52930
,,AT2G36460
,,AT2G21330
,,AT2G01140
,,FINS1
,,HCEF1
,,AT5G64380
,,AT3G05170
,,AT1G08940
,,AT2G45290
,,AT3G60750
,,AT3G55800
,,AT5G61410
,,AT3G01850
,,AT1G63290
,,PRK
,,AT2G01290
,,AT5G44520
,,AT3G04880
,,AT3G04790
,,AT1G71100
,,GapA-2
,,GapB
,,GapA-1
,,AT4G14890
UDP-α-D-glucuronate biosynthesis (from myo-inositol),PWY-4841,MIOX4
,,MIOX1
,,MIOX2
,,AT5G56640
,,GlcAK
,,AT5G14470
,,AT5G52560
superoxide radicals degradation,DETOX1-PWY,MSD1
,,CSD3
,,CSD2
,,CSD1
,,FSD3
,,FSD2
,,FSD1
,,AT4G00651
,,AT3G56350
,,CAT3
,,CAT2
,,CAT1
,,AT3G62730
,,AT1G47980
ATP biosynthesis,PWY-7980,ATCG00140
,,ATCG00130
,,ATCG00150
,,ATCG00120
,,ATCG00480
,,ATCG00470
,,AT4G09650
,,AT4G04640
,,AT1G15700
,,ATMG01190
,,ATMG00480
,,AT5G47030
,,AT5G13450
,,AT5G08690
,,AT5G08680
,,AT5G08670
,,AT2G33040
,,AT2G07707
,,AT2G07698
,,AT1G78900
,,AT1G51650
,,AT1G16820
"lipid-dependent phytate biosynthesis I (via Ins(1,4,5)P3)",PWY-4541,AT1G59312
,,AT1G59171
,,AT1G58936
,,AT1G58643
,,AT1G22100
,,IPK2α
,,IPK2β
,,IPK1
cytokinins 7-N-glucoside biosynthesis,PWY-2881,UGT76C1
,,UGT76C2
,,AT3G55700
ornithine-citrulline shuttle,PWY-7060,AT3G27740
,,AT1G29900
,,GLN1;5
,,GLN2
,,AT1G79900
pyrimidine ribonucleotides interconversion,PWY-5687,AT4G20320
,,AT4G02120
,,AT3G12670
,,AT2G34890
,,AT1G30820
,,AT5G63310
,,AT4G09320
,,AT3G04080
,,APY2
,,AT1G14230
,,AT1G14240
,,AT1G14250
,,AT2G02970
,,AT4G19180
,,AT5G17760
,,AT5G66005
,,AT3G18680
,,AT3G10030
,,AT5G26667
,,AT4G25280
,,AT3G60961
,,AT3G60180
superpathway of pyrimidine deoxyribonucleoside salvage,PWY-7200,AT5G59440
,,AT5G26667
,,AT3G60961
,,AT3G60180
,,AT4G09320
,,AT2G19570
,,AT4G29650
,,AT4G29640
,,AT4G29630
,,AT4G29620
,,AT4G29610
,,AT4G29600
,,AT4G29580
,,AT4G29570
,,AT5G57260
,,AT5G25180
,,AT5G25140
,,AT3G53305
,,AT3G26330
,,AT3G26320
,,AT3G26310
,,AT3G26300
,,AT3G26290
,,AT2G24180
,,AT2G02580
,,AT3G07800
,,AT5G23070
,,AT5G25120
,,AT5G25130
,,AT1G72040
,,AT4G34570
,,AT2G21550
,,AT2G16370
UTP and CTP dephosphorylation II,PWY-7177,AT4G20320
,,AT4G02120
,,AT3G12670
,,AT2G34890
,,AT1G30820
,,AT3G04080
,,APY2
,,AT1G14230
,,AT1G14240
,,AT1G14250
,,AT2G02970
,,AT4G19180
cuticular wax biosynthesis,PWY-282,AT1G57750
,,AT5G52320
,,AT5G51900
,,AT4G39510
,,AT4G39500
,,AT4G39490
,,AT4G32170
,,AT2G23180
,,AT2G21910
,,AT1G66030
,,AT1G65340
,,AT1G47620
,,CER1
,,CER4
,,WSD1
monolignol glucosides biosynthesis,PWY-83,AT3G50740
GDP-α-D-glucose biosynthesis,PWY-5661,PGM
,,AT5G17530
