"GENE","magma_p","magma_z","n_top_pathways","best_pathway_p","pathway_rank","pathways","gwas_min_p","gwas_rank","magma_rank","hit_gwas","hit_magma","hit_pathway","support_layers","score"
"SORBI_3004G282601",0.36297,0.65476,0,NA,NA,NA,0.36297,14383.5,14383.5,FALSE,FALSE,FALSE,0,0.746385227099722
"SORBI_3006G156500",0.36297,0.64099,0,NA,NA,NA,0.36297,14383.5,14383.5,FALSE,FALSE,FALSE,0,0.746385227099722
"SORBI_3007G040150",0.36299,0.87755,0,NA,NA,NA,0.36299,14385,14385,FALSE,FALSE,FALSE,0,0.746294650013889
"SORBI_3002G072600",0.36301,0.26594,0,NA,NA,NA,0.36301,14386,14386,FALSE,FALSE,FALSE,0,0.746234270537044
"SORBI_3003G288700",0.36309,-0.18266,0,NA,NA,NA,0.36309,14387,14387,FALSE,FALSE,FALSE,0,0.746173895257152
"SORBI_3001G211600",0.36311,0.50391,0,NA,NA,NA,0.36311,14388,14388,FALSE,FALSE,FALSE,0,0.746113524173632
"SORBI_3009G032500",0.36313,-0.0080165,0,NA,NA,NA,0.36313,14389,14389,FALSE,FALSE,FALSE,0,0.746053157285898
"SORBI_3001G370750",0.36318,0.56359,0,NA,NA,NA,0.36318,14390,14390,FALSE,FALSE,FALSE,0,0.745992794593368
"SORBI_3001G240500",0.36321,-0.14487,0,NA,NA,NA,0.36321,14391,14391,FALSE,FALSE,FALSE,0,0.74593243609546
"SORBI_3002G000200",0.36331,0.27814,0,NA,NA,NA,0.36331,14392,14392,FALSE,FALSE,FALSE,0,0.745872081791589
"SORBI_3003G432000",0.36334,0.62559,0,NA,NA,NA,0.36334,14393,14393,FALSE,FALSE,FALSE,0,0.745811731681173
"SORBI_3001G442800",0.36337,-0.24584,0,NA,NA,NA,0.36337,14394,14394,FALSE,FALSE,FALSE,0,0.74575138576363
"SORBI_3001G261492",0.36338,0.048489,0,NA,NA,NA,0.36338,14395,14395,FALSE,FALSE,FALSE,0,0.745691044038377
"SORBI_3003G005700",0.36345,-0.22949,0,NA,NA,NA,0.36345,14396,14396,FALSE,FALSE,FALSE,0,0.745630706504831
"SORBI_3009G100200",0.36347,-0.13612,0,NA,NA,NA,0.36347,14397,14397,FALSE,FALSE,FALSE,0,0.745570373162411
"SORBI_3001G500300",0.36348,-0.16524,0,NA,NA,NA,0.36348,14398.5,14398.5,FALSE,FALSE,FALSE,0,0.745479881005866
"SORBI_3002G332500",0.36348,0.30895,0,NA,NA,NA,0.36348,14398.5,14398.5,FALSE,FALSE,FALSE,0,0.745479881005866
"SORBI_3002G138000",0.3635,0.77423,0,NA,NA,NA,0.3635,14400.5,14400.5,FALSE,FALSE,FALSE,0,0.745359239460646
"SORBI_3008G098164",0.3635,-0.12961,0,NA,NA,NA,0.3635,14400.5,14400.5,FALSE,FALSE,FALSE,0,0.745359239460646
"SORBI_3001G156200",0.36356,0.51962,0,NA,NA,NA,0.36356,14402,14402,FALSE,FALSE,FALSE,0,0.745268769296814
"SORBI_3008G025200",0.36357,-0.18169,0,NA,NA,NA,0.36357,14403.5,14403.5,FALSE,FALSE,FALSE,0,0.745178308555158
"SORBI_3009G034000",0.36357,-0.010508,0,NA,NA,NA,0.36357,14403.5,14403.5,FALSE,FALSE,FALSE,0,0.745178308555158
"SORBI_3001G535000",0.36361,0.71724,0,NA,NA,NA,0.36361,14405,14405,FALSE,FALSE,FALSE,0,0.745087857233715
"SORBI_3004G065800",0.36362,0.77158,0,NA,NA,NA,0.36362,14406,14406,FALSE,FALSE,FALSE,0,0.745027561585237
"SORBI_3005G080400",0.36363,0.78898,0,NA,NA,NA,0.36363,14407,14407,FALSE,FALSE,FALSE,0,0.744967270122067
"SORBI_3001G201200",0.36366,0.39105,0,NA,NA,NA,0.36366,14408.5,14408.5,FALSE,FALSE,FALSE,0,0.744876840773495
"SORBI_3003G335000",0.36366,0.10582,0,NA,NA,NA,0.36366,14408.5,14408.5,FALSE,FALSE,FALSE,0,0.744876840773495
"SORBI_3006G279900",0.36368,0.092825,0,NA,NA,NA,0.36368,14410,14410,FALSE,FALSE,FALSE,0,0.7447864208386
"SORBI_3005G172500",0.36377,0.72948,0,NA,NA,NA,0.36377,14411,14411,FALSE,FALSE,FALSE,0,0.744726146110856
"SORBI_3001G200200",0.36379,0.0076698,0,NA,NA,NA,0.36379,14412,14412,FALSE,FALSE,FALSE,0,0.744665875565517
"SORBI_3002G176400",0.3638,0.25864,0,NA,NA,NA,0.3638,14413,14413,FALSE,FALSE,FALSE,0,0.744605609202002
"SORBI_3008G091500",0.36383,0.67466,0,NA,NA,NA,0.36383,14414,14414,FALSE,FALSE,FALSE,0,0.744545347019732
"SORBI_3001G004300",0.36385,0.088425,0,NA,NA,NA,0.36385,14415,14415,FALSE,FALSE,FALSE,0,0.744485089018125
"SORBI_3002G157400",0.36391,0.00086258,0,NA,NA,NA,0.36391,14416,14416,FALSE,FALSE,FALSE,0,0.744424835196603
"SORBI_3002G338200",0.36392,0.30758,0,NA,NA,NA,0.36392,14417,14417,FALSE,FALSE,FALSE,0,0.744364585554585
"SORBI_3001G158500",0.36399,0.19683,0,NA,NA,NA,0.36399,14418,14418,FALSE,FALSE,FALSE,0,0.744304340091491
"SORBI_3008G186500",0.36406,0.29735,0,NA,NA,NA,0.36406,14419,14419,FALSE,FALSE,FALSE,0,0.744244098806742
"SORBI_3004G157550",0.70286,-0.40346,1,7.89190168235857e-06,70,"PWY-5147",0.70286,25948,25948,FALSE,FALSE,TRUE,1,0.744188437334698
"SORBI_3006G144400",0.36408,0.043538,0,NA,NA,NA,0.36408,14420,14420,FALSE,FALSE,FALSE,0,0.744183861699758
"SORBI_3006G248350",0.36409,0.78588,0,NA,NA,NA,0.36409,14421,14421,FALSE,FALSE,FALSE,0,0.74412362876996
"SORBI_3001G415000",0.36412,0.03778,0,NA,NA,NA,0.36412,14422,14422,FALSE,FALSE,FALSE,0,0.744063400016768
"SORBI_3001G234200",0.36417,0.22209,0,NA,NA,NA,0.36417,14423,14423,FALSE,FALSE,FALSE,0,0.744003175439604
"SORBI_3003G383400",0.36423,0.63595,0,NA,NA,NA,0.36423,14424,14424,FALSE,FALSE,FALSE,0,0.743942955037888
"SORBI_3003G440100",0.36424,0.39531,0,NA,NA,NA,0.36424,14425.5,14425.5,FALSE,FALSE,FALSE,0,0.743852632263012
"SORBI_3007G007600",0.36424,0.71093,0,NA,NA,NA,0.36424,14425.5,14425.5,FALSE,FALSE,FALSE,0,0.743852632263012
"SORBI_3003G008000",0.36425,0.52435,0,NA,NA,NA,0.36425,14427,14427,FALSE,FALSE,FALSE,0,0.743762318879639
"SORBI_3001G123201",0.3643,0.042596,0,NA,NA,NA,0.3643,14429,14429,FALSE,FALSE,FALSE,0,0.743641915640771
"SORBI_3004G251100",0.3643,0.12546,0,NA,NA,NA,0.3643,14429,14429,FALSE,FALSE,FALSE,0,0.743641915640771
"SORBI_3006G241700",0.3643,1.031,0,NA,NA,NA,0.3643,14429,14429,FALSE,FALSE,FALSE,0,0.743641915640771
"SORBI_3008G150100",0.36432,0.25452,0,NA,NA,NA,0.36432,14431,14431,FALSE,FALSE,FALSE,0,0.743521529089808
"SORBI_3006G213100",0.36434,-0.02695,0,NA,NA,NA,0.36434,14433,14433,FALSE,FALSE,FALSE,0,0.743401159222125
"SORBI_3006G165800",0.36439,0.0083251,0,NA,NA,NA,0.36439,14434.5,14434.5,FALSE,FALSE,FALSE,0,0.743310892766985
"SORBI_3006G231700",0.36439,0.46376,0,NA,NA,NA,0.36439,14434.5,14434.5,FALSE,FALSE,FALSE,0,0.743310892766985
"SORBI_3007G100900",0.36442,-0.37505,0,NA,NA,NA,0.36442,14436,14436,FALSE,FALSE,FALSE,0,0.743220635691639
"SORBI_3004G212200",0.36444,0.1669,0,NA,NA,NA,0.36444,14437,14437,FALSE,FALSE,FALSE,0,0.74316046951811
"SORBI_3001G471800",0.36446,0.93882,0,NA,NA,NA,0.36446,14438.5,14438.5,FALSE,FALSE,FALSE,0,0.743070228071425
"SORBI_3006G257200",0.36446,0.0052884,0,NA,NA,NA,0.36446,14438.5,14438.5,FALSE,FALSE,FALSE,0,0.743070228071425
"SORBI_3007G047000",0.36447,0.89133,0,NA,NA,NA,0.36447,14440,14440,FALSE,FALSE,FALSE,0,0.742979995999338
"SORBI_3001G033500",0.3645,0.2994,0,NA,NA,NA,0.3645,14441.5,14441.5,FALSE,FALSE,FALSE,0,0.742889773299902
"SORBI_3003G075566",0.3645,0.064869,0,NA,NA,NA,0.3645,14441.5,14441.5,FALSE,FALSE,FALSE,0,0.742889773299902
"SORBI_3001G428100",0.36452,-0.1943,0,NA,NA,NA,0.36452,14443,14443,FALSE,FALSE,FALSE,0,0.74279955997117
"SORBI_3001G364400",0.36455,-0.098695,0,NA,NA,NA,0.36455,14444,14444,FALSE,FALSE,FALSE,0,0.742739422957001
"SORBI_3010G195200",0.36458,0.80066,0,NA,NA,NA,0.36458,14445,14445,FALSE,FALSE,FALSE,0,0.742679290106147
"SORBI_3003G118900",0.3646,0.037036,0,NA,NA,NA,0.3646,14446,14446,FALSE,FALSE,FALSE,0,0.742619161418033
"SORBI_3004G129800",0.36464,0.36428,0,NA,NA,NA,0.36464,14447,14447,FALSE,FALSE,FALSE,0,0.742559036892082
"SORBI_3004G001900",0.36466,0.32752,0,NA,NA,NA,0.36466,14448.5,14448.5,FALSE,FALSE,FALSE,0,0.74246885790595
"SORBI_3008G069401",0.36466,-0.14387,0,NA,NA,NA,0.36466,14448.5,14448.5,FALSE,FALSE,FALSE,0,0.74246885790595
"SORBI_3001G487200",0.36472,0.34967,0,NA,NA,NA,0.36472,14450,14450,FALSE,FALSE,FALSE,0,0.742378688281445
"SORBI_3009G012600",0.36476,-0.11079,0,NA,NA,NA,0.36476,14451,14451,FALSE,FALSE,FALSE,0,0.742318580398386
"SORBI_3002G365900",0.36482,-0.088964,0,NA,NA,NA,0.36482,14452,14452,FALSE,FALSE,FALSE,0,0.742258476674609
"SORBI_3009G116200",0.36483,0.53968,0,NA,NA,NA,0.36483,14453,14453,FALSE,FALSE,FALSE,0,0.742198377109541
"SORBI_3010G007700",0.36484,0.21629,0,NA,NA,NA,0.36484,14454,14454,FALSE,FALSE,FALSE,0,0.742138281702605
"SORBI_3001G291900",0.36486,-0.3136,0,NA,NA,NA,0.36486,14455,14455,FALSE,FALSE,FALSE,0,0.742078190453225
"SORBI_3007G181000",0.36489,0.37725,0,NA,NA,NA,0.36489,14456,14456,FALSE,FALSE,FALSE,0,0.742018103360828
"SORBI_3010G149500",0.36495,-0.12557,0,NA,NA,NA,0.36495,14457,14457,FALSE,FALSE,FALSE,0,0.741958020424837
"SORBI_3008G058700",0.36497,0.017573,0,NA,NA,NA,0.36497,14458,14458,FALSE,FALSE,FALSE,0,0.741897941644677
"SORBI_3007G066600",0.36498,0.76409,0,NA,NA,NA,0.36498,14459.5,14459.5,FALSE,FALSE,FALSE,0,0.741807831265366
"SORBI_3007G146001",0.36498,0.23105,0,NA,NA,NA,0.36498,14459.5,14459.5,FALSE,FALSE,FALSE,0,0.741807831265366
"SORBI_3002G262200",0.36502,-0.08905,0,NA,NA,NA,0.36502,14461,14461,FALSE,FALSE,FALSE,0,0.741717730233442
"SORBI_3004G199600",0.36505,0.13076,0,NA,NA,NA,0.36505,14462,14462,FALSE,FALSE,FALSE,0,0.741657668070861
"SORBI_3003G086700",0.36506,-0.10085,0,NA,NA,NA,0.36506,14463,14463,FALSE,FALSE,FALSE,0,0.74159761006124
"SORBI_3001G342000",0.36507,0.33471,0,NA,NA,NA,0.36507,14464.5,14464.5,FALSE,FALSE,FALSE,0,0.741507530832348
"SORBI_3002G094900",0.36507,0.43104,0,NA,NA,NA,0.36507,14464.5,14464.5,FALSE,FALSE,FALSE,0,0.741507530832348
"SORBI_3002G005400",0.36509,0.61732,0,NA,NA,NA,0.36509,14466,14466,FALSE,FALSE,FALSE,0,0.741417460944384
"SORBI_3001G112250",0.36512,0.43409,0,NA,NA,NA,0.36512,14467,14467,FALSE,FALSE,FALSE,0,0.741357419540855
"SORBI_3003G037500",0.36518,0.016705,0,NA,NA,NA,0.36518,14468,14468,FALSE,FALSE,FALSE,0,0.741297382287414
"SORBI_3001G479050",0.3652,0.2997,0,NA,NA,NA,0.3652,14469.5,14469.5,FALSE,FALSE,FALSE,0,0.741207334187414
"SORBI_3002G270800",0.3652,0.29616,0,NA,NA,NA,0.3652,14469.5,14469.5,FALSE,FALSE,FALSE,0,0.741207334187414
"SORBI_3002G180100",0.36525,-0.15616,0,NA,NA,NA,0.36525,14471,14471,FALSE,FALSE,FALSE,0,0.741117295421887
"SORBI_3001G080300",0.3653,-0.26845,0,NA,NA,NA,0.3653,14472.5,14472.5,FALSE,FALSE,FALSE,0,0.741027265988896
"SORBI_3008G065866",0.3653,0.4235,0,NA,NA,NA,0.3653,14472.5,14472.5,FALSE,FALSE,FALSE,0,0.741027265988896
"SORBI_3002G011000",0.36539,0.41723,0,NA,NA,NA,0.36539,14474,14474,FALSE,FALSE,FALSE,0,0.740937245886509
"SORBI_3010G195301",0.36542,0.84057,0,NA,NA,NA,0.36542,14475,14475,FALSE,FALSE,FALSE,0,0.740877237667631
"SORBI_3002G107600",0.36546,-0.20839,0,NA,NA,NA,0.36546,14476.5,14476.5,FALSE,FALSE,FALSE,0,0.740787233111952
"SORBI_3003G346901",0.36546,-0.26615,0,NA,NA,NA,0.36546,14476.5,14476.5,FALSE,FALSE,FALSE,0,0.740787233111952
"SORBI_3003G344300",0.36547,0.83331,0,NA,NA,NA,0.36547,14478,14478,FALSE,FALSE,FALSE,0,0.74069723788172
"SORBI_3002G057550",0.36558,0.69233,0,NA,NA,NA,0.36558,14479,14479,FALSE,FALSE,FALSE,0,0.740637246241415
"SORBI_3009G106960",0.36559,0.16425,0,NA,NA,NA,0.36559,14480,14480,FALSE,FALSE,FALSE,0,0.740577258744322
"SORBI_3002G117200",0.36562,0.79099,0,NA,NA,NA,0.36562,14481,14481,FALSE,FALSE,FALSE,0,0.74051727538987
"SORBI_3010G260500",0.36566,-0.18789,0,NA,NA,NA,0.36566,14482,14482,FALSE,FALSE,FALSE,0,0.740457296177485
"SORBI_3003G108700",0.36571,0.3335,0,NA,NA,NA,0.36571,14483,14483,FALSE,FALSE,FALSE,0,0.740397321106596
"SORBI_3003G166400",0.36572,-0.1735,0,NA,NA,NA,0.36572,14484,14484,FALSE,FALSE,FALSE,0,0.740337350176631
"SORBI_3001G328850",0.36576,-0.046811,0,NA,NA,NA,0.36576,14485,14485,FALSE,FALSE,FALSE,0,0.740277383387017
"SORBI_3006G279000",0.36577,0.13724,0,NA,NA,NA,0.36577,14486,14486,FALSE,FALSE,FALSE,0,0.740217420737185
"SORBI_3001G095800",0.3658,0.30537,0,NA,NA,NA,0.3658,14488,14488,FALSE,FALSE,FALSE,0,0.740097507854575
"SORBI_3003G100400",0.3658,-0.04263,0,NA,NA,NA,0.3658,14488,14488,FALSE,FALSE,FALSE,0,0.740097507854575
"SORBI_3007G051600",0.3658,0.4389,0,NA,NA,NA,0.3658,14488,14488,FALSE,FALSE,FALSE,0,0.740097507854575
"SORBI_3001G236050",0.36581,0.60184,0,NA,NA,NA,0.36581,14490,14490,FALSE,FALSE,FALSE,0,0.73997761152423
"SORBI_3009G156800",0.36594,0.54906,0,NA,NA,NA,0.36594,14491,14491,FALSE,FALSE,FALSE,0,0.739917669564728
"SORBI_3002G309700",0.366,-0.10477,0,NA,NA,NA,0.366,14493,14493,FALSE,FALSE,FALSE,0,0.739797798054214
"SORBI_3004G324000",0.366,0.32166,0,NA,NA,NA,0.366,14493,14493,FALSE,FALSE,FALSE,0,0.739797798054214
"SORBI_3008G093900",0.366,0.47821,0,NA,NA,NA,0.366,14493,14493,FALSE,FALSE,FALSE,0,0.739797798054214
"SORBI_3001G260800",0.36615,0.7252,0,NA,NA,NA,0.36615,14495,14495,FALSE,FALSE,FALSE,0,0.739677943084546
"SORBI_3001G016700",0.36616,0.5074,0,NA,NA,NA,0.36616,14496,14496,FALSE,FALSE,FALSE,0,0.739618021801103
"SORBI_3006G191600",0.36619,0.00072662,0,NA,NA,NA,0.36619,14497,14497,FALSE,FALSE,FALSE,0,0.73955810465116
"SORBI_3005G100600",0.3662,0.36691,0,NA,NA,NA,0.3662,14498,14498,FALSE,FALSE,FALSE,0,0.739498191634146
"SORBI_3005G080100",0.36622,-0.12813,0,NA,NA,NA,0.36622,14499.5,14499.5,FALSE,FALSE,FALSE,0,0.739408329856623
"SORBI_3005G080200",0.36622,-0.12813,0,NA,NA,NA,0.36622,14499.5,14499.5,FALSE,FALSE,FALSE,0,0.739408329856623
"SORBI_3004G201300",0.36623,0.64652,0,NA,NA,NA,0.36623,14501,14501,FALSE,FALSE,FALSE,0,0.739318477374985
"SORBI_3002G360100",0.36624,0.11773,0,NA,NA,NA,0.36624,14502,14502,FALSE,FALSE,FALSE,0,0.739258580883991
"SORBI_3006G161300",0.36626,0.1028,0,NA,NA,NA,0.36626,14503,14503,FALSE,FALSE,FALSE,0,0.739198688523077
"SORBI_3003G214200",0.36636,0.023331,0,NA,NA,NA,0.36636,14504,14504,FALSE,FALSE,FALSE,0,0.739138800291674
"SORBI_3001G266600",0.3664,-0.13684,0,NA,NA,NA,0.3664,14505,14505,FALSE,FALSE,FALSE,0,0.739078916189213
"SORBI_3009G021600",0.36644,0.82986,0,NA,NA,NA,0.36644,14506,14506,FALSE,FALSE,FALSE,0,0.739019036215124
"SORBI_3008G085800",0.36651,0.022074,0,NA,NA,NA,0.36651,14507,14507,FALSE,FALSE,FALSE,0,0.738959160368837
"SORBI_3002G312900",0.36655,-0.2416,0,NA,NA,NA,0.36655,14508.5,14508.5,FALSE,FALSE,FALSE,0,0.738869354337794
"SORBI_3009G037500",0.36655,0.18821,0,NA,NA,NA,0.36655,14508.5,14508.5,FALSE,FALSE,FALSE,0,0.738869354337794
"SORBI_3010G268001",0.36657,0.56927,0,NA,NA,NA,0.36657,14510,14510,FALSE,FALSE,FALSE,0,0.738779557591107
"SORBI_3010G111450",0.36666,0.038962,0,NA,NA,NA,0.36666,14512,14512,FALSE,FALSE,FALSE,0,0.738659843034539
"SORBI_3003G129300",0.36668,0.59552,0,NA,NA,NA,0.36668,14513,14513,FALSE,FALSE,FALSE,0,0.738599991943124
"SORBI_3009G155050",0.36671,0.29072,0,NA,NA,NA,0.36671,14514,14514,FALSE,FALSE,FALSE,0,0.738540144975532
"SORBI_3010G185350",0.36675,0.17534,0,NA,NA,NA,0.36675,14515,14515,FALSE,FALSE,FALSE,0,0.738480302131194
"SORBI_3003G082300",0.36681,0.68999,0,NA,NA,NA,0.36681,14516,14516,FALSE,FALSE,FALSE,0,0.738420463409541
"SORBI_3010G183500",0.36682,0.52526,0,NA,NA,NA,0.36682,14517,14517,FALSE,FALSE,FALSE,0,0.738360628810006
"SORBI_3001G108200",0.36685,-0.17318,0,NA,NA,NA,0.36685,14518.5,14518.5,FALSE,FALSE,FALSE,0,0.738270884638432
"SORBI_3010G035100",0.36685,0.48802,0,NA,NA,NA,0.36685,14518.5,14518.5,FALSE,FALSE,FALSE,0,0.738270884638432
"SORBI_3001G002500",0.36687,-0.31798,0,NA,NA,NA,0.36687,14520,14520,FALSE,FALSE,FALSE,0,0.738181149738429
"SORBI_3007G185100",0.3669,0.43652,0,NA,NA,NA,0.3669,14521,14521,FALSE,FALSE,FALSE,0,0.738121331621687
"SORBI_3003G005100",0.36692,0.17123,0,NA,NA,NA,0.36692,14523,14523,FALSE,FALSE,FALSE,0,0.738001707745474
"SORBI_3004G115750",0.36692,0.63284,0,NA,NA,NA,0.36692,14523,14523,FALSE,FALSE,FALSE,0,0.738001707745474
"SORBI_3009G154000",0.36692,-0.082753,0,NA,NA,NA,0.36692,14523,14523,FALSE,FALSE,FALSE,0,0.738001707745474
"SORBI_3001G207301",0.36695,0.30254,0,NA,NA,NA,0.36695,14525.5,14525.5,FALSE,FALSE,FALSE,0,0.737852201064243
"SORBI_3007G099900",0.36695,-0.28948,0,NA,NA,NA,0.36695,14525.5,14525.5,FALSE,FALSE,FALSE,0,0.737852201064243
"SORBI_3001G275600",0.36699,-0.083232,0,NA,NA,NA,0.36699,14527,14527,FALSE,FALSE,FALSE,0,0.737762509406254
"SORBI_3001G219200",0.36702,0.041273,0,NA,NA,NA,0.36702,14528,14528,FALSE,FALSE,FALSE,0,0.737702720112559
"SORBI_3006G131300",0.36709,-0.18867,0,NA,NA,NA,0.36709,14529,14529,FALSE,FALSE,FALSE,0,0.737642934934175
"SORBI_3002G348100",0.3671,0.35929,0,NA,NA,NA,0.3671,14530,14530,FALSE,FALSE,FALSE,0,0.737583153870536
"SORBI_3006G152400",0.3672,0.03051,0,NA,NA,NA,0.3672,14531,14531,FALSE,FALSE,FALSE,0,0.737523376921074
"SORBI_3002G386500",0.36721,-0.12901,0,NA,NA,NA,0.36721,14532,14532,FALSE,FALSE,FALSE,0,0.737463604085224
"SORBI_3006G013200",0.36727,0.1496,0,NA,NA,NA,0.36727,14533.5,14533.5,FALSE,FALSE,FALSE,0,0.737373952543234
"SORBI_3009G042400",0.36727,0.51544,0,NA,NA,NA,0.36727,14533.5,14533.5,FALSE,FALSE,FALSE,0,0.737373952543234
"SORBI_3003G288401",0.36728,-0.037695,0,NA,NA,NA,0.36728,14535.5,14535.5,FALSE,FALSE,FALSE,0,0.737254431546271
"SORBI_3009G134000",0.36728,1.0975,0,NA,NA,NA,0.36728,14535.5,14535.5,FALSE,FALSE,FALSE,0,0.737254431546271
"SORBI_3003G286450",0.36731,0.18973,0,NA,NA,NA,0.36731,14537,14537,FALSE,FALSE,FALSE,0,0.737164801590342
"SORBI_3001G241600",0.36732,-0.095601,0,NA,NA,NA,0.36732,14538.5,14538.5,FALSE,FALSE,FALSE,0,0.737075180882402
"SORBI_3008G165600",0.36732,0.2445,0,NA,NA,NA,0.36732,14538.5,14538.5,FALSE,FALSE,FALSE,0,0.737075180882402
"SORBI_3010G155200",0.36733,-0.28366,0,NA,NA,NA,0.36733,14540,14540,FALSE,FALSE,FALSE,0,0.73698556942054
"SORBI_3007G062200",0.36739,0.85122,0,NA,NA,NA,0.36739,14541,14541,FALSE,FALSE,FALSE,0,0.736925833581735
"SORBI_3001G428600",0.36741,-0.059847,0,NA,NA,NA,0.36741,14542.5,14542.5,FALSE,FALSE,FALSE,0,0.736836237525768
"SORBI_3001G231500",0.36744,-0.13704,0,NA,NA,NA,0.36744,14544,14544,FALSE,FALSE,FALSE,0,0.736746650710794
"SORBI_3009G152600",0.36747,0.23548,0,NA,NA,NA,0.36747,14545,14545,FALSE,FALSE,FALSE,0,0.736686931300423
"SORBI_3003G293550",0.3675,0.17327,0,NA,NA,NA,0.3675,14546,14546,FALSE,FALSE,FALSE,0,0.736627215995748
"SORBI_3005G147600",0.36751,-0.29039,0,NA,NA,NA,0.36751,14547,14547,FALSE,FALSE,FALSE,0,0.736567504796205
"SORBI_3001G340100",0.36755,0.0079105,0,NA,NA,NA,0.36755,14548,14548,FALSE,FALSE,FALSE,0,0.73650779770123
"SORBI_3008G151000",0.36759,0.73325,0,NA,NA,NA,0.36759,14549,14549,FALSE,FALSE,FALSE,0,0.736448094710259
"SORBI_3002G182850",0.3676,0.16838,0,NA,NA,NA,0.3676,14550,14550,FALSE,FALSE,FALSE,0,0.736388395822726
"SORBI_3001G101700",0.36772,-0.094637,0,NA,NA,NA,0.36772,14551,14551,FALSE,FALSE,FALSE,0,0.73632870103807
"SORBI_3001G415100",0.36776,0.054856,0,NA,NA,NA,0.36776,14552,14552,FALSE,FALSE,FALSE,0,0.736269010355724
"SORBI_3005G075000",0.36777,-0.25292,0,NA,NA,NA,0.36777,14553,14553,FALSE,FALSE,FALSE,0,0.736209323775127
"SORBI_3002G221800",0.36778,0.079251,0,NA,NA,NA,0.36778,14554,14554,FALSE,FALSE,FALSE,0,0.736149641295713
"SORBI_3006G143600",0.36782,0.13307,0,NA,NA,NA,0.36782,14555,14555,FALSE,FALSE,FALSE,0,0.736089962916919
"SORBI_3001G238300",0.36783,0.52218,0,NA,NA,NA,0.36783,14556,14556,FALSE,FALSE,FALSE,0,0.736030288638183
"SORBI_3010G182300",0.36784,0.41877,0,NA,NA,NA,0.36784,14557,14557,FALSE,FALSE,FALSE,0,0.73597061845894
"SORBI_3001G383900",0.3679,0.16986,0,NA,NA,NA,0.3679,14558,14558,FALSE,FALSE,FALSE,0,0.735910952378628
"SORBI_3001G075500",0.36791,0.064143,0,NA,NA,NA,0.36791,14559,14559,FALSE,FALSE,FALSE,0,0.735851290396683
"SORBI_3004G025000",0.36795,-0.33788,0,NA,NA,NA,0.36795,14560,14560,FALSE,FALSE,FALSE,0,0.735791632512542
"SORBI_3003G048100",0.36799,0.5924,0,NA,NA,NA,0.36799,14561.5,14561.5,FALSE,FALSE,FALSE,0,0.735702153368483
"SORBI_3006G257001",0.36799,0.08673,0,NA,NA,NA,0.36799,14561.5,14561.5,FALSE,FALSE,FALSE,0,0.735702153368483
"SORBI_3002G158500",0.36802,-0.16351,0,NA,NA,NA,0.36802,14563,14563,FALSE,FALSE,FALSE,0,0.735612683441317
"SORBI_3009G174600",0.36806,0.62245,0,NA,NA,NA,0.36806,14564,14564,FALSE,FALSE,FALSE,0,0.735553041942766
"SORBI_3001G178700",0.36809,0.41088,0,NA,NA,NA,0.36809,14567,14567,FALSE,FALSE,FALSE,0,0.735374142014811
"SORBI_3001G231700",0.3681,0.22614,0,NA,NA,NA,0.3681,14568,14568,FALSE,FALSE,FALSE,0,0.735314516892851
"SORBI_3001G533600",0.36813,0.25331,0,NA,NA,NA,0.36813,14569.5,14569.5,FALSE,FALSE,FALSE,0,0.735225086883629
"SORBI_3003G152600",0.36813,0.13542,0,NA,NA,NA,0.36813,14569.5,14569.5,FALSE,FALSE,FALSE,0,0.735225086883629
"SORBI_3001G217400",0.36815,0.64077,0,NA,NA,NA,0.36815,14571,14571,FALSE,FALSE,FALSE,0,0.735135666081181
"SORBI_3009G156400",0.36817,0.53513,0,NA,NA,NA,0.36817,14572,14572,FALSE,FALSE,FALSE,0,0.735076057326822
"SORBI_3001G039750",0.36822,0.5647,0,NA,NA,NA,0.36822,14573,14573,FALSE,FALSE,FALSE,0,0.735016452662959
"SORBI_3003G018300",0.36829,0.13827,0,NA,NA,NA,0.36829,14574,14574,FALSE,FALSE,FALSE,0,0.73495685208903
"SORBI_3010G225500",0.36833,0.73176,0,NA,NA,NA,0.36833,14575,14575,FALSE,FALSE,FALSE,0,0.734897255604475
"SORBI_3001G298800",0.36836,0.31076,0,NA,NA,NA,0.36836,14576.5,14576.5,FALSE,FALSE,FALSE,0,0.734807868543991
"SORBI_3001G470500",0.36843,-0.14211,0,NA,NA,NA,0.36843,14578,14578,FALSE,FALSE,FALSE,0,0.73471849068144
"SORBI_3004G091100",0.36844,0.88168,0,NA,NA,NA,0.36844,14579,14579,FALSE,FALSE,FALSE,0,0.734658910548769
"SORBI_3004G080500",0.36851,0.79886,0,NA,NA,NA,0.36851,14580.5,14580.5,FALSE,FALSE,FALSE,0,0.734569548011904
"SORBI_3005G096300",0.36854,-0.34617,0,NA,NA,NA,0.36854,14582,14582,FALSE,FALSE,FALSE,0,0.734480194667927
"SORBI_3004G019500",0.36864,0.64128,0,NA,NA,NA,0.36864,14583.5,14583.5,FALSE,FALSE,FALSE,0,0.734390850514948
"SORBI_3010G122400",0.36864,0.1764,0,NA,NA,NA,0.36864,14583.5,14583.5,FALSE,FALSE,FALSE,0,0.734390850514948
"SORBI_3004G340400",0.36865,0.58528,0,NA,NA,NA,0.36865,14585,14585,FALSE,FALSE,FALSE,0,0.734301515551076
