"GENE","CHR","START","STOP","NSNPS","ZSTAT","P","FDR","Bonferroni"
"SORBI_3009G252800",9,58705447,58731976,113,4.0224,0.00013599,0.00875822079395085,1
"SORBI_3004G234600",4,58270875,58297467,203,3.1268,0.00013639,0.00875822079395085,1
"SORBI_3009G198350",9,54867778,54888905,155,3.8072,0.0001364,0.00875822079395085,1
"SORBI_3009G208400",9,55563670,55584267,121,3.7145,0.00013695,0.00877694462264151,1
"SORBI_3009G206400",9,55425072,55446757,37,3.2407,0.00013728,0.00878152497175141,1
"SORBI_3009G236300",9,57497657,57521287,85,3.1062,0.00013858,0.00884802041353383,1
"SORBI_3005G047500",5,4484330,4509635,393,2.9343,0.00014182,0.00903789857410882,1
"SORBI_3006G057500",6,40259765,40280655,77,3.1631,0.00014614,0.00929576288389513,1
"SORBI_3004G209300",4,55881267,55905133,444,2.4583,0.00014783,0.00938568525233645,1
"SORBI_3009G257600",9,59157582,59182990,90,4.1166,0.00014958,0.00947907436567164,1
"SORBI_3006G066200",6,42641494,42664196,328,3.1057,0.00015423,0.00975555011173184,1
"SORBI_3009G198200",9,54860163,54884953,189,3.863,0.00015637,0.00987252749070632,1
"SORBI_3009G253000",9,58714108,58737042,157,3.8503,0.00015727,0.00989949344444444,1
"SORBI_3003G042900",3,3956341,3978202,80,3.5233,0.00015738,0.00989949344444444,1
"SORBI_3006G063100",6,42073955,42095548,200,2.6556,0.00015867,0.00996218833641405,1
"SORBI_3003G148800",3,15610729,15635996,470,2.9112,0.00015933,0.00998516994464945,1
"SORBI_3009G257500",9,59154238,59178087,86,3.8398,0.0001612,0.0100837576427256,1
"SORBI_3001G272100",1,52556502,52577659,5,3.6718,0.00016336,0.0101813745321101,1
"SORBI_3001G272200",1,52558094,52579099,5,3.6718,0.00016336,0.0101813745321101,1
"SORBI_3009G260000",9,59318338,59340173,152,3.5199,0.00016492,0.0102447452650823,1
"SORBI_3006G048300",6,33966071,33988900,188,2.779,0.00016498,0.0102447452650823,1
"SORBI_3006G039600",6,18899872,18920787,300,3.0132,0.00016567,0.0102688191423358,1
"SORBI_3007G148600",7,57943768,57965526,189,3.5481,0.00016777,0.0103800429690346,1
"SORBI_3003G043400",3,3999737,4024747,92,3.2205,0.00017164,0.0106001743272727,1
"SORBI_3009G259800",9,59300988,59322409,194,3.5431,0.00017489,0.0107812860798548,1
"SORBI_3009G251500",9,58638461,58669644,169,3.2509,0.00017755,0.0109254363224638,1
"SORBI_3006G068200",6,42835276,42856733,59,3.7871,0.00017977,0.0110420390415913,1
"SORBI_3002G051000",2,4830143,4854657,237,2.9406,0.00018227,0.0111693288288288,1
"SORBI_3009G198300",9,54867354,54887770,152,3.7455,0.0001825,0.0111693288288288,1
"SORBI_3006G068800",6,43177004,43201138,158,4.0248,0.00018413,0.0112488196223022,1
"SORBI_3009G217500",9,56171502,56192962,117,3.4037,0.00018556,0.0113158285816876,1
"SORBI_3009G234600",9,57379228,57400570,104,3.1939,0.00018748,0.0114124250179211,1
"SORBI_3006G066500",6,42677333,42700550,222,3.7544,0.00019155,0.0116373368214286,1
"SORBI_3009G208500",9,55564821,55585312,113,3.6762,0.00019186,0.0116373368214286,1
"SORBI_3009G206500",9,55428002,55457812,60,3.2401,0.00020229,0.0122461555752212,1
"SORBI_3009G234300",9,57352560,57378004,170,3.0896,0.00020267,0.0122461555752212,1
"SORBI_3009G198400",9,54872294,54897433,155,3.6793,0.00020319,0.0122461555752212,1
"SORBI_3008G181300",8,61530335,61552249,353,2.344,0.00020367,0.0122461555752212,1
"SORBI_3009G251600",9,58650882,58673426,180,3.3155,0.0002037,0.0122461555752212,1
"SORBI_3004G234700",4,58280916,58302247,214,3.0421,0.00020546,0.012330141024735,1
"SORBI_3006G073100",6,43537533,43564736,30,2.6379,0.00020672,0.0123794166725352,1
"SORBI_3009G257300",9,59145166,59170131,89,3.7142,0.00020701,0.0123794166725352,1
"SORBI_3003G043000",3,3960232,3988742,139,3.775,0.00021395,0.012765632877193,1
"SORBI_3002G104050",2,12260368,12281035,214,3.3227,0.00021422,0.012765632877193,1
"SORBI_3007G172100",7,60694882,60716480,188,2.9504,0.00022101,0.0131471920665499,1
"SORBI_3009G005200",9,450326,472711,154,3.5191,0.00022346,0.0132696954895105,1
"SORBI_3007G148500",7,57934956,57955946,159,3.373,0.00022455,0.0133111515706806,1
"SORBI_3006G057600",6,40260791,40283561,90,2.9316,0.0002264,0.0133974369337979,1
"SORBI_3009G215800",9,56031918,56054279,141,3.3172,0.00023448,0.0138514472347826,1
"SORBI_3002G382700",2,73843956,73867926,153,2.9623,0.00023734,0.0139829835528596,1
"SORBI_3006G039700",6,18901952,18922661,196,2.6104,0.00023753,0.0139829835528596,1
"SORBI_3009G220900",9,56392010,56412381,105,3.1994,0.00023817,0.0139964020588235,1
"SORBI_3009G257800",9,59171628,59198434,87,4.2316,0.00024189,0.0141904622279793,1
"SORBI_3008G017400",8,1409158,1429544,278,2.9943,0.00024364,0.0142684825517241,1
"SORBI_3009G256200",9,58974118,58995510,151,2.7794,0.00024559,0.0143579269018933,1
"SORBI_3003G088500",3,7693448,7717047,107,2.7602,0.00024702,0.0144167153608247,1
"SORBI_3009G206600",9,55444068,55464852,49,3.1255,0.00024874,0.0144921982504288,1
"SORBI_3006G063200",6,42081028,42104961,157,2.5175,0.00025257,0.0146901458732877,1
"SORBI_3006G065300",6,42517768,42543003,235,3.3107,0.00025405,0.01473970721843,1
"SORBI_3003G006300",3,536377,564367,172,2.5346,0.00025429,0.01473970721843,1
"SORBI_3009G005000",9,434848,463091,105,3.8183,0.00025912,0.0149940869505963,1
"SORBI_3009G208300",9,55552410,55573920,148,3.4109,0.00026331,0.0152106305612245,1
"SORBI_3006G043400",6,29618159,29639105,375,3.214,0.00027025,0.0155850284380306,1
"SORBI_3006G066300",6,42652100,42673221,228,3.2645,0.00027144,0.0156081807601351,1
"SORBI_3006G068700",6,43171421,43192244,127,3.9029,0.00027196,0.0156081807601351,1
"SORBI_3003G194900",3,51827501,51849358,96,2.5324,0.00027203,0.0156081807601351,1
"SORBI_3006G055300",6,39731831,39757920,260,2.782,0.00027439,0.0157170406913997,1
"SORBI_3008G017500",8,1420049,1442507,359,2.8001,0.00027572,0.0157666350841751,1
"SORBI_3009G255800",9,58947657,58974325,83,3.0513,0.00027686,0.0158052161680672,1
"SORBI_3002G104100",2,12268449,12292006,181,3.1101,0.00027787,0.0158362588758389,1
"SORBI_3009G258000",9,59185600,59207527,67,4.019,0.00027966,0.015903144916388,1
"SORBI_3009G203500",9,55213486,55239214,119,3.7054,0.00027998,0.015903144916388,1
"SORBI_3006G073001",6,43523177,43546434,133,2.5766,0.00028614,0.016225905475793,1
"SORBI_3009G005300",9,459187,480193,217,3.2092,0.00029063,0.0164508613289037,1
"SORBI_3009G211400",9,55733119,55758514,176,4.1831,0.00029108,0.0164508613289037,1
"SORBI_3006G066400",6,42671511,42693185,231,3.8321,0.00029156,0.0164508613289037,1
"SORBI_3004G301600",4,64026221,64047462,284,3.0385,0.00029277,0.0164917389552239,1
"SORBI_3006G025300",6,4378231,4405898,263,2.9836,0.00029416,0.016506504669967,1
"SORBI_3009G256100",9,58969923,58993807,187,2.7082,0.00029447,0.016506504669967,1
"SORBI_3009G212000",9,55768556,55792438,144,3.2072,0.00029449,0.016506504669967,1
"SORBI_3009G257900",9,59178770,59204161,84,4.0855,0.00029846,0.0167014675782537,1
"SORBI_3004G301650",4,64028396,64049002,264,3.0812,0.00030816,0.0172159057894737,1
"SORBI_3009G015300",9,1425167,1447402,63,3.1218,0.00031104,0.0173482687684729,1
"SORBI_3003G148700",3,15600698,15625323,353,2.9402,0.00031232,0.017391104,1
"SORBI_3007G149800",7,58123731,58146532,212,3.5444,0.00031446,0.0174816085433715,1
"SORBI_3009G198500",9,54879612,54902467,149,3.4821,0.00031556,0.017514095620915,1
"SORBI_3006G063300",6,42084962,42107133,158,2.5925,0.00032501,0.0179853605374593,1
"SORBI_3001G435500",1,71379830,71402056,110,2.6604,0.00032511,0.0179853605374593,1
"SORBI_3006G043300",6,29618156,29639364,382,3.1474,0.00032671,0.0180444854796748,1
"SORBI_3006G068900",6,43187697,43209765,138,3.7413,0.00033424,0.018430405974026,1
"SORBI_3007G171950",7,60687785,60714010,212,2.8651,0.0003395,0.0186791107258065,1
"SORBI_3006G044600",6,31226917,31254123,197,3.0808,0.00034016,0.0186791107258065,1
"SORBI_3010G029450",10,2373212,2394377,324,2.4177,0.00034073,0.0186791107258065,1
"SORBI_3006G038300",6,15704671,15727556,542,2.5421,0.00034095,0.0186791107258065,1
"SORBI_3009G257400",9,59150289,59172655,71,3.5754,0.00034625,0.0189389271336554,1
"SORBI_3002G104300",2,12333611,12361763,203,3.0567,0.00034825,0.0190176973472669,1
"SORBI_3006G072900",6,43517820,43542572,121,2.4579,0.00035035,0.0191016668539326,1
"SORBI_3009G257700",9,59163317,59185962,66,4.1665,0.00035138,0.0191271225320513,1
"SORBI_3005G047700",5,4498934,4523477,245,2.4665,0.00035627,0.019362276944,1
"SORBI_3009G208800",9,55578240,55602680,69,3.2443,0.00035959,0.0195063759011164,1
"SORBI_3001G435300",1,71365439,71389065,80,2.8242,0.00036007,0.0195063759011164,1
"SORBI_3006G050100",6,37255585,37278887,292,2.9641,0.00036528,0.019713718170347,1
"SORBI_3006G068500",6,43147107,43168216,298,3.5142,0.00036604,0.019713718170347,1
"SORBI_3002G051200",2,4838040,4860737,169,2.798,0.00036683,0.019713718170347,1
"SORBI_3006G066700",6,42692584,42716502,185,3.0252,0.00036691,0.019713718170347,1
"SORBI_3004G301700",4,64033587,64058373,195,3.2818,0.00036753,0.019713718170347,1
"SORBI_3002G164300",2,50978018,51033194,239,2.6373,0.00036793,0.019713718170347,1
"SORBI_3007G171500",7,60669276,60692926,181,3.2982,0.00036796,0.019713718170347,1
"SORBI_3006G025000",6,4297639,4324232,887,4.2519,0.000374,0.0200057606299213,1
"SORBI_3009G172800",9,52780766,52802687,191,2.7621,0.00038007,0.0202984869339623,1
"SORBI_3003G042800",3,3951895,3972517,108,3.1755,0.00038201,0.02037006855573,1
"SORBI_3009G202801",9,55162523,55188621,51,2.7188,0.00038323,0.0203977416431925,1
"SORBI_3002G382950",2,73865076,73885913,437,2.6412,0.00038373,0.0203977416431925,1
"SORBI_3001G092100",1,7107645,7130928,68,3.4379,0.00039274,0.02084406184375,1
"SORBI_3003G374100",3,68910063,68940580,176,3.0605,0.00041129,0.0217945201716069,1
"SORBI_3006G068100",6,42823573,42845724,98,3.2923,0.00041357,0.0218661902177294,1
"SORBI_3001G435400",1,71369214,71396213,116,2.6387,0.00041393,0.0218661902177294,1
"SORBI_3005G046400",5,4382102,4403045,236,2.4089,0.00041491,0.0218839254192547,1
"SORBI_3009G213400",9,55883550,55906259,179,3.0629,0.00041857,0.0220427398294574,1
"SORBI_3007G003600",7,332899,355271,139,3.0473,0.00042189,0.0221831851857585,1
"SORBI_3009G203400",9,55204186,55226696,97,3.7916,0.00042438,0.0222796220401855,1
"SORBI_3006G049666",6,36231318,36253165,367,2.6278,0.00042877,0.022469716676876,1
"SORBI_3008G017300",8,1406534,1437488,462,2.7258,0.00043039,0.022469716676876,1
"SORBI_3009G194300",9,54551649,54574725,141,2.815,0.00043108,0.022469716676876,1
"SORBI_3002G383000",2,73866046,73890159,506,2.6756,0.00043169,0.022469716676876,1
"SORBI_3009G258100",9,59189953,59217214,111,3.9877,0.00043178,0.022469716676876,1
"SORBI_3002G382800",2,73848691,73871303,202,2.7979,0.00043197,0.022469716676876,1
"SORBI_3003G374000",3,68900631,68924937,201,2.9532,0.00043344,0.0225117071559633,1
"SORBI_3007G171300",7,60661517,60683002,114,3.0913,0.00043445,0.0225297147328244,1
"SORBI_3003G006200",3,531340,555079,119,2.5487,0.00043564,0.0225569876219512,1
"SORBI_3004G119400",4,12775855,12812431,170,2.6167,0.00043744,0.022588055,1
"SORBI_3009G215700",9,56026800,56048103,147,2.9214,0.00043757,0.022588055,1
"SORBI_3006G037600",6,14388069,14409299,337,2.8048,0.00044158,0.0227604671623672,1
"SORBI_3003G374150",3,68910695,68934172,126,3.3667,0.0004506,0.0231901972727273,1
"SORBI_3003G006000",3,521962,543733,68,3.3009,0.00045194,0.0232196770090634,1
"SORBI_3006G037650",6,14393485,14414733,286,2.7039,0.00045254,0.0232196770090634,1
"SORBI_3009G207800",9,55517143,55538733,97,3.4232,0.00046046,0.0235904145098039,1
"SORBI_3006G068000",6,42821323,42842956,111,3.3454,0.00046249,0.0236587316716867,1
"SORBI_3001G092300",1,7121639,7144325,63,2.8972,0.0004644,0.0237037871748879,1
"SORBI_3001G093000",1,7153029,7175168,161,3.1678,0.00046527,0.0237037871748879,1
"SORBI_3001G092400",1,7124385,7147059,116,2.7604,0.00046604,0.0237037871748879,1
"SORBI_3003G194800",3,51817360,51846249,190,2.6388,0.00046677,0.0237037871748879,1
"SORBI_3001G092650",1,7140962,7161526,181,3.1252,0.00046686,0.0237037871748879,1
"SORBI_3009G106700",9,42985391,43008185,354,2.4657,0.00047358,0.0240090923283582,1
"SORBI_3002G381700",2,73798199,73823489,207,2.6862,0.00047527,0.0240588615350224,1
"SORBI_3006G072400",6,43419842,43442200,221,3.7743,0.0004769,0.0241054498511905,1
"SORBI_3006G067800",6,42813157,42835066,161,3.2906,0.00048158,0.0243025317655786,1
"SORBI_3005G088100",5,12509315,12530048,346,2.9224,0.00048223,0.0243025317655786,1
"SORBI_3001G092250",1,7119663,7141337,54,3.0037,0.00048501,0.0244064217333333,1
"SORBI_3002G382900",2,73853405,73874825,261,2.6923,0.0004889,0.0245657785502959,1
"SORBI_3001G155400",1,12576392,12602117,276,2.1928,0.00049188,0.024649836892489,1
"SORBI_3003G373900",3,68896325,68919732,218,2.9383,0.00049236,0.024649836892489,1
"SORBI_3007G148266",7,57904093,57924680,165,4.128,0.00049275,0.024649836892489,1
"SORBI_3009G194100",9,54532597,54553840,101,2.844,0.00050095,0.0250231891911765,1
"SORBI_3004G138400",4,38901863,38923035,181,3.0946,0.0005073,0.0253031704845815,1
"SORBI_3004G262400",4,60737421,60758661,156,3.0589,0.00050913,0.0253499251976574,1
"SORBI_3001G092500",1,7129764,7153580,164,2.9853,0.00050973,0.0253499251976574,1
"SORBI_3008G017600",8,1426585,1448476,296,2.5762,0.00051898,0.0257722129532164,1
"SORBI_3009G202700",9,55157934,55180733,46,2.6773,0.00052166,0.0258674820729927,1
"SORBI_3009G213500",9,55888970,55912453,214,3.0277,0.00053141,0.0262752297088792,1
"SORBI_3009G217450",9,56168184,56189857,134,2.875,0.00053143,0.0262752297088792,1
"SORBI_3007G171400",7,60663190,60686397,160,3.3703,0.00053719,0.0265214138517442,1
"SORBI_3001G134200",1,10570229,10593893,97,2.6694,0.000538,0.0265228534107402,1
"SORBI_3004G301500",4,64021808,64042785,318,2.9086,0.00053983,0.0265522644283647,1
"SORBI_3009G197200",9,54770265,54791149,54,3.1783,0.00054016,0.0265522644283647,1
"SORBI_3002G381500",2,73776624,73800284,354,2.4657,0.00054102,0.0265561074277457,1
"SORBI_3001G092000",1,7104737,7127561,74,3.1607,0.0005424,0.0265722330272597,1
"SORBI_3009G258300",9,59208285,59230197,158,3.0818,0.0005447,0.0265722330272597,1
"SORBI_3009G172950",9,52788474,52815246,200,2.6398,0.00054472,0.0265722330272597,1
"SORBI_3009G203200",9,55194341,55218045,94,3.699,0.00054501,0.0265722330272597,1
"SORBI_3009G208000",9,55529190,55553184,97,3.1764,0.00054526,0.0265722330272597,1
"SORBI_3002G051300",2,4843683,4867021,176,2.7969,0.00054879,0.0267059454584527,1
"SORBI_3009G177901",9,53272235,53296889,167,3.1596,0.00056072,0.0272474624320458,1
"SORBI_3006G067900",6,42815191,42840591,156,3.2528,0.00056168,0.0272551208,1
"SORBI_3006G069000",6,43193448,43216618,149,3.7674,0.00056797,0.027521022810271,1
"SORBI_3009G258200",9,59198252,59219555,109,3.8154,0.0005728,0.0277155236467236,1
"SORBI_3001G091200",1,7050226,7070845,218,3.3176,0.00057465,0.0277654858463727,1
"SORBI_3006G069050",6,43196592,43217420,145,3.68,0.00058107,0.0280358021164773,1
"SORBI_3009G202600",9,55153708,55175354,68,2.646,0.00059127,0.0284874724680851,1
"SORBI_3001G092600",1,7137904,7159100,188,3.0332,0.00059221,0.0284923471246459,1
"SORBI_3009G048400",9,4646771,4667618,236,2.3952,0.00059952,0.0287665516925247,1
"SORBI_3001G134150",1,10569096,10590203,100,2.5306,0.00060038,0.0287665516925247,1
"SORBI_3009G258150",9,59196675,59219492,112,3.8018,0.00060045,0.0287665516925247,1
"SORBI_3005G228250",5,71544296,71582583,359,2.3915,0.0006034,0.028867165915493,1
"SORBI_3009G172700",9,52776786,52798386,229,2.6661,0.00061076,0.029178178509142,1
"SORBI_3001G092700",1,7145959,7167307,180,3.1406,0.00061303,0.0292454915870787,1
"SORBI_3006G069200",6,43223100,43251921,380,3.4075,0.000618,0.0294412426367461,1
"SORBI_3004G138350",4,38899868,38920925,186,3.0907,0.0006195,0.0294713676470588,1
"SORBI_3009G199100",9,54909541,54935186,59,3.3088,0.00062066,0.0294852562517482,1
"SORBI_3009G202501",9,55151174,55172273,124,2.6067,0.00062485,0.0296428490921788,1
"SORBI_3003G005900",3,513944,541680,87,3.0219,0.00062592,0.0296521961506276,1
"SORBI_3003G031500",3,2878284,2900193,151,2.6085,0.00062887,0.0297428261388889,1
"SORBI_3003G031600",3,2889770,2913882,249,2.488,0.00062962,0.0297428261388889,1
"SORBI_3004G301400",4,64014002,64039448,413,2.9135,0.00063046,0.0297428261388889,1
"SORBI_3002G051100",2,4834658,4857585,208,2.6977,0.00063458,0.0298754563900415,1
"SORBI_3006G059000",6,40804014,40826901,273,3.2292,0.00063591,0.0298754563900415,1
"SORBI_3006G059100",6,40806903,40827744,272,3.2255,0.00063591,0.0298754563900415,1
"SORBI_3009G199200",9,54919083,54943071,44,3.4089,0.00063858,0.0299594569889503,1
"SORBI_3010G005700",10,450097,472857,144,2.5842,0.0006455,0.0302423427586207,1
"SORBI_3006G056800",6,40088435,40112544,104,2.735,0.0006516,0.0304860842975207,1
"SORBI_3009G048350",9,4644947,4666250,261,2.3388,0.00066069,0.0308280769589041,1
"SORBI_3003G006100",3,526331,549215,107,2.822,0.00066133,0.0308280769589041,1
"SORBI_3006G073600",6,43595765,43624299,183,3.5685,0.00066177,0.0308280769589041,1
"SORBI_3009G178000",9,53274232,53302873,199,3.4309,0.00066254,0.0308280769589041,1
"SORBI_3007G149500",7,58035922,58057850,95,3.6426,0.00066441,0.0308727968125855,1
"SORBI_3003G088600",3,7699903,7729934,239,2.6451,0.00066574,0.0308923368579235,1
"SORBI_3006G056700",6,40063226,40090334,64,2.8475,0.00067138,0.0311115476944065,1
"SORBI_3006G073500",6,43591531,43612602,191,3.6932,0.00068337,0.0316240174250681,1
"SORBI_3007G171200",7,60653185,60678560,172,2.8154,0.0006857,0.0316886692517007,1
"SORBI_3009G256300",9,58979305,59011515,213,2.5183,0.00068813,0.0317298789959294,1
"SORBI_3007G161700",7,59603790,59624958,220,3.0373,0.00068846,0.0317298789959294,1
"SORBI_3001G092200",1,7110670,7139472,75,3.2923,0.00069097,0.031802409200542,1
"SORBI_3001G011800",1,1005540,1026301,77,2.794,0.00069239,0.0318246429364005,1
"SORBI_3003G088700",3,7714238,7736221,296,2.4587,0.00069561,0.0318646070564516,1
"SORBI_3006G048925",6,35625177,35647075,296,2.5237,0.0006963,0.0318646070564516,1
"SORBI_3009G194200",9,54545817,54569436,142,2.809,0.00069731,0.0318646070564516,1
"SORBI_3002G044800",2,4218032,4240416,288,2.5954,0.00069775,0.0318646070564516,1
"SORBI_3009G213950",9,55914466,55938625,181,2.6229,0.00069795,0.0318646070564516,1
"SORBI_3001G212200",1,19525496,19547875,37,2.654,0.00069987,0.031909374885906,1
"SORBI_3001G092800",1,7148098,7170184,165,3.255,0.00070294,0.032006384691689,1
"SORBI_3007G171100",7,60647008,60672992,152,2.6834,0.00070706,0.032150879544846,1
"SORBI_3009G197400",9,54809847,54831397,144,3.5653,0.00070867,0.0321810078743316,1
"SORBI_3007G149200",7,58000697,58026328,135,3.4531,0.00072211,0.0327475438851802,1
"SORBI_3009G207900",9,55519534,55543277,118,3.3175,0.00072685,0.0329172751595745,1
"SORBI_3009G202400",9,55143981,55164862,158,2.6952,0.00072839,0.0329172751595745,1
"SORBI_3006G055900",6,39917781,39939764,116,2.6394,0.00072876,0.0329172751595745,1
"SORBI_3001G134100",1,10562265,10588280,168,2.4803,0.00074304,0.0335177153784861,1
"SORBI_3009G260900",9,59396595,59420797,79,3.5274,0.00074787,0.0336908491909814,1
"SORBI_3009G213300",9,55878778,55903108,274,2.8261,0.00075191,0.0338279827417219,1
"SORBI_3006G059150",6,40810332,40831073,269,3.186,0.00076721,0.0344706641137566,1
"SORBI_3001G091500",1,7077198,7099778,151,2.6728,0.00079525,0.0356832982166446,1
"SORBI_3008G038100",8,3565456,3589482,299,2.4016,0.00079851,0.0357823076121372,1
"SORBI_3004G301300",4,64008712,64029678,260,2.4849,0.00080019,0.0358052404078947,1
"SORBI_3009G213800",9,55906263,55929341,158,2.5329,0.00080113,0.0358052404078947,1
"SORBI_3001G090800",1,7016935,7046376,121,2.6363,0.00080751,0.0360429594875164,1
"SORBI_3001G093100",1,7155881,7177585,157,3.0856,0.00081187,0.0361900108792651,1
"SORBI_3003G002100",3,220519,247445,222,2.8356,0.00081557,0.0363072951376147,1
"SORBI_3006G058900",6,40794469,40818831,68,3.0812,0.00082058,0.0364825142146597,1
"SORBI_3001G091300",1,7051979,7075251,248,3.2752,0.00083276,0.0369756325751634,1
"SORBI_3007G161800",7,59605098,59628876,235,3.1282,0.00083657,0.0370963096475196,1
"SORBI_3009G211900",9,55764113,55786785,221,2.9654,0.00084068,0.0372299577053455,1
"SORBI_3002G381600",2,73788565,73812581,334,2.3851,0.0008447,0.0373019418181818,1
"SORBI_3001G061300",1,4541673,4562458,14,3.0033,0.00084495,0.0373019418181818,1
"SORBI_3001G012000",1,1021520,1044071,122,2.5876,0.0008456,0.0373019418181818,1
"SORBI_3001G134300",1,10578889,10612911,317,2.6354,0.00084809,0.0373632594422828,1
"SORBI_3006G037700",6,14477572,14558530,859,2.8838,0.00085118,0.0374508174352332,1
"SORBI_3009G178200",9,53290230,53313906,211,3.2768,0.00085295,0.0374801457309185,1
"SORBI_3009G208100",9,55532817,55556687,101,3.0825,0.00085515,0.0375282687984496,1
"SORBI_3001G026500",1,2042792,2069544,142,2.4737,0.00086131,0.0377498280903226,1
"SORBI_3009G197100",9,54767442,54787995,70,3.2628,0.00086824,0.0379640165167095,1
"SORBI_3006G036400",6,12185253,12209306,191,2.403,0.00086877,0.0379640165167095,1
"SORBI_3007G189600",7,62231900,62256209,124,2.3406,0.00086955,0.0379640165167095,1
"SORBI_3001G404000",1,68888358,68911592,41,2.6104,0.00087258,0.0380474003337612,1
"SORBI_3006G058800",6,40784596,40814257,83,2.9685,0.00087524,0.0380973350767263,1
"SORBI_3001G090700",1,7015283,7037485,131,2.554,0.00087644,0.0380973350767263,1
"SORBI_3001G011400",1,988360,1012297,155,2.6613,0.00087709,0.0380973350767263,1
"SORBI_3009G203000",9,55180340,55205646,88,2.7854,0.00089517,0.0388330004980843,1
"SORBI_3001G011600",1,994121,1016547,105,2.8008,0.00089649,0.0388406579464286,1
"SORBI_3009G203600",9,55218002,55242211,100,3.2891,0.00089767,0.0388422380764331,1
"SORBI_3009G258500",9,59215242,59241539,231,2.6301,0.00090456,0.0390905719083969,1
"SORBI_3001G091600",1,7082699,7103961,121,2.534,0.0009117,0.0393490646759848,1
"SORBI_3002G044700",2,4214615,4237704,302,2.6383,0.00091406,0.0393742024303797,1
"SORBI_3006G030800",6,6508696,6534700,277,2.3951,0.00091473,0.0393742024303797,1
"SORBI_3009G213900",9,55909929,55934701,200,2.5234,0.00091576,0.0393742024303797,1
"SORBI_3007G149900",7,58144754,58167722,371,2.5527,0.00092806,0.039852609380531,1
"SORBI_3001G212000",1,19515855,19537266,53,2.4667,0.00093769,0.0402138439848676,1
"SORBI_3001G212100",1,19523213,19544376,44,2.5567,0.00093884,0.0402138439848676,1
"SORBI_3007G148233",7,57895761,57916431,180,3.9059,0.00094025,0.0402235160579345,1
"SORBI_3009G203733",9,55242569,55263742,12,2.94,0.00094389,0.0403284423018868,1
"SORBI_3001G133900",1,10555545,10582086,151,2.4707,0.00094536,0.0403405064321608,1
"SORBI_3004G234832",4,58289701,58321933,483,2.7602,0.00095473,0.0406892269887077,1
"SORBI_3001G011300",1,981763,1005481,171,2.6366,0.0009595,0.0408412738095238,1
"SORBI_3009G205800",9,55382258,55403928,193,3.1586,0.00096431,0.0409707324843945,1
"SORBI_3006G024800",6,4262327,4283268,163,3.7159,0.00096607,0.0409707324843945,1
"SORBI_3001G011700",1,995669,1020890,106,2.7824,0.00096616,0.0409707324843945,1
"SORBI_3002G148300",2,38290056,38311205,252,2.9309,0.00096993,0.0410793170947631,1
"SORBI_3001G061500",1,4545182,4570274,19,3.0573,0.00097287,0.0411525221544209,1
"SORBI_3007G045600",7,4577201,4602193,193,2.9883,0.00098247,0.0415069135447761,1
"SORBI_3007G161400",7,59591980,59614798,269,2.7592,0.00098903,0.0417321515652174,1
"SORBI_3009G178100",9,53285456,53307956,206,3.3126,0.00099452,0.0419117380148883,1
"SORBI_3005G106900",5,20062351,20103488,162,2.2281,0.00099619,0.0419185569925743,1
"SORBI_3001G093200",1,7160916,7183378,172,3.2347,0.00099715,0.0419185569925743,1
"SORBI_3006G205500",6,55524331,55545609,117,3.1233,0.00099953,0.0419666693572311,1
"SORBI_3007G189500",7,62226920,62249169,121,2.1746,0.0010101,0.042274692364532,1
"SORBI_3006G030600",6,6496669,6519557,212,2.3876,0.0010104,0.042274692364532,1
"SORBI_3009G202900",9,55173741,55200886,93,2.7612,0.0010106,0.042274692364532,1
"SORBI_3009G203766",9,55246866,55267215,13,3.1214,0.0010185,0.0425527546125461,1
"SORBI_3001G061400",1,4542629,4566102,16,3.0302,0.0010248,0.0427435406364749,1
"SORBI_3001G093400",1,7166375,7187735,158,3.1178,0.0010256,0.0427435406364749,1
"SORBI_3001G061600",1,4552126,4578136,22,3.116,0.0010276,0.0427435406364749,1
"SORBI_3004G188500",4,54033996,54066039,469,2.2259,0.0010281,0.0427435406364749,1
"SORBI_3009G213700",9,55902510,55923366,131,2.705,0.0010372,0.0430691594132029,1
"SORBI_3001G012100",1,1032020,1057090,130,2.5952,0.0010426,0.0432405301587302,1
"SORBI_3007G191500",7,62421491,62442581,42,2.3091,0.0010499,0.0434901869512195,1
"SORBI_3001G500800",1,76996837,77022883,180,2.2068,0.0010609,0.0438923146163216,1
"SORBI_3006G038400",6,15960957,15996533,633,2.3596,0.0010622,0.0438926367396594,1
"SORBI_3009G209001",9,55589492,55610489,136,2.3864,0.0010642,0.0439218486026731,1
"SORBI_3006G061700",6,41692426,41717790,79,3.5291,0.0010717,0.0441777110436893,1
"SORBI_3007G126600",7,53975788,54000043,139,2.4574,0.0010885,0.0448158539393939,1
"SORBI_3009G206000",9,55396829,55418789,311,3.6704,0.0010942,0.0449959944309927,1
"SORBI_3009G209200",9,55598786,55621009,235,2.327,0.0011004,0.0451962355501814,1
"SORBI_3001G026600",1,2062933,2084370,119,2.4193,0.0011023,0.0452195943236715,1
"SORBI_3001G093300",1,7165416,7190000,192,3.0521,0.0011129,0.0455993658624849,1
"SORBI_3001G090600",1,7004003,7033994,210,2.3744,0.0011193,0.0458063410843374,1
"SORBI_3006G055800",6,39913523,39936994,116,2.5496,0.0011219,0.04585545,1
"SORBI_3004G090200",4,7634871,7656129,304,2.5598,0.0011232,0.04585545,1
