pathway_id	pathway_name	n_genes	gene_names	gene_pvals	magma_pvalue
PWY-7219	adenosine ribonucleotides <i>de novo</i> biosynthesis	21	Zm00001eb002420;Zm00001eb005660;Zm00001eb015040;Zm00001eb054000;Zm00001eb066750;Zm00001eb066760;Zm00001eb109850;Zm00001eb113520;Zm00001eb133450;Zm00001eb138610;Zm00001eb158850;Zm00001eb177670;Zm00001eb239710;Zm00001eb260410;Zm00001eb261190;Zm00001eb297360;Zm00001eb319880;Zm00001eb370400;Zm00001eb377150;Zm00001eb411760;Zm00001eb433400	1.7646e-01;1.9502e-01;4.1337e-01;2.7053e-01;3.6340e-01;6.7703e-01;1.7603e-01;2.2992e-01;3.9435e-01;3.0526e-01;7.7519e-01;2.6195e-01;9.8990e-01;3.4645e-01;5.3974e-01;8.9760e-01;2.0913e-01;7.8023e-03;1.0145e-01;7.0612e-01;1.3205e-01	0.32689
PWY-6465	&omega;-hydroxylation of caprate and laurate	2	Zm00001eb002760;Zm00001eb048540	1.5950e-02;4.3999e-01	0.33404
PWY-6468	&omega;- hydroxylation of laurate	2	Zm00001eb002760;Zm00001eb048540	1.5950e-02;4.3999e-01	0.33404
TRIGLSYN-PWY	diacylglycerol and triacylglycerol biosynthesis	56	Zm00001eb005110;Zm00001eb013250;Zm00001eb025080;Zm00001eb037190;Zm00001eb042920;Zm00001eb048150;Zm00001eb056370;Zm00001eb061460;Zm00001eb063420;Zm00001eb097940;Zm00001eb100310;Zm00001eb102970;Zm00001eb108680;Zm00001eb115270;Zm00001eb115970;Zm00001eb127520;Zm00001eb131690;Zm00001eb136910;Zm00001eb147550;Zm00001eb148010;Zm00001eb151440;Zm00001eb156680;Zm00001eb157460;Zm00001eb159140;Zm00001eb166180;Zm00001eb166810;Zm00001eb173160;Zm00001eb186700;Zm00001eb188310;Zm00001eb188900;Zm00001eb212610;Zm00001eb220920;Zm00001eb224960;Zm00001eb252000;Zm00001eb258680;Zm00001eb272460;Zm00001eb277490;Zm00001eb284200;Zm00001eb289580;Zm00001eb289800;Zm00001eb292040;Zm00001eb294840;Zm00001eb295350;Zm00001eb309560;Zm00001eb314300;Zm00001eb323170;Zm00001eb331670;Zm00001eb335600;Zm00001eb347840;Zm00001eb351250;Zm00001eb358940;Zm00001eb359710;Zm00001eb360740;Zm00001eb381970;Zm00001eb396350;Zm00001eb417470	4.2937e-01;5.2490e-01;2.8881e-01;5.0764e-01;8.3253e-01;2.5506e-01;9.5935e-01;5.3110e-01;3.5549e-01;5.0763e-01;2.8148e-01;6.2253e-01;2.9906e-01;6.6492e-01;3.4624e-01;3.0796e-01;1.4853e-01;9.0308e-01;3.6266e-01;3.8643e-01;4.4069e-01;2.3690e-01;4.0514e-01;4.8009e-01;4.3689e-02;8.4112e-01;2.0433e-02;1.3899e-01;1.1853e-01;8.1376e-01;8.5490e-01;3.3955e-01;1.3664e-01;8.8715e-01;9.5202e-01;8.6702e-01;1.4185e-01;2.5016e-01;1.2073e-02;7.4130e-01;6.3645e-01;2.3051e-01;8.7868e-01;1.4605e-01;4.6521e-01;2.8350e-01;8.3403e-02;6.8986e-01;7.1601e-03;8.7217e-01;8.3148e-01;9.3379e-01;1.6375e-01;6.3279e-01;3.4200e-01;9.2785e-02	0.33575
PWY-6237	nucleobase ascorbate transport I	2	Zm00001eb021020;Zm00001eb053710	4.5460e-01;2.5594e-01	0.34473
POLYAMINSYN3-PWY	superpathway of polyamine biosynthesis II	3	Zm00001eb204260;Zm00001eb230230;Zm00001eb383120	3.0969e-01;1.7090e-01;6.2258e-01	0.35172
PWY-1822	indole-3-acetate activation I	5	Zm00001eb000290;Zm00001eb211100;Zm00001eb226030;Zm00001eb304520;Zm00001eb304530	8.5654e-01;2.3733e-01;4.7861e-01;5.9745e-02;1.4786e-01	0.35186
SERSYN-PWY	L-serine biosynthesis I	6	Zm00001eb004390;Zm00001eb040890;Zm00001eb068270;Zm00001eb097200;Zm00001eb389520;Zm00001eb432330	3.0902e-01;3.0420e-01;9.3323e-01;6.8015e-01;3.1655e-01;2.7957e-01	0.35274
PWY-3341	L-proline biosynthesis III (from L-ornithine)	2	Zm00001eb050460;Zm00001eb141220	3.9421e-01;1.8609e-01	0.362
PANTO-PWY	phosphopantothenate biosynthesis I	3	Zm00001eb064670;Zm00001eb319630;Zm00001eb339000	4.9811e-01;8.6327e-01;2.1973e-01	0.36309
PWY-2161	folate polyglutamylation	12	Zm00001eb030210;Zm00001eb044170;Zm00001eb056550;Zm00001eb146170;Zm00001eb170020;Zm00001eb299330;Zm00001eb314490;Zm00001eb345190;Zm00001eb358850;Zm00001eb366470;Zm00001eb404110;Zm00001eb421680	2.7216e-01;6.6900e-01;4.9844e-01;5.3285e-01;1.7592e-01;5.3268e-01;6.4271e-01;5.3583e-01;3.0463e-01;4.1790e-01;3.4044e-01;3.0960e-02	0.36455
SULFMETII-PWY	assimilatory sulfate reduction II	9	Zm00001eb049210;Zm00001eb056910;Zm00001eb089390;Zm00001eb105800;Zm00001eb215080;Zm00001eb292100;Zm00001eb322440;Zm00001eb363680;Zm00001eb402870	9.0414e-01;6.9511e-01;3.5136e-01;2.7812e-02;4.6710e-01;3.4667e-02;1.9624e-01;6.8429e-01;8.2587e-02	0.36864
PWY-4041	&gamma;-glutamyl cycle	8	Zm00001eb021240;Zm00001eb038750;Zm00001eb203890;Zm00001eb203900;Zm00001eb220190;Zm00001eb240870;Zm00001eb351560;Zm00001eb423540	2.8850e-01;1.8607e-01;5.3604e-01;5.3604e-01;3.3054e-01;9.4452e-01;6.2723e-01;5.9565e-01	0.36984
PWY-3821	D-galactose detoxification	9	Zm00001eb016850;Zm00001eb042670;Zm00001eb063430;Zm00001eb215830;Zm00001eb226930;Zm00001eb272890;Zm00001eb301000;Zm00001eb309880;Zm00001eb319250	3.2038e-01;2.4467e-01;3.2176e-01;3.7511e-01;3.4706e-01;2.9190e-01;2.4563e-01;5.8109e-01;3.5845e-01	0.37185
PWY-5083	NAD(P)/NADPH interconversion	54	Zm00001eb001400;Zm00001eb002320;Zm00001eb008370;Zm00001eb015010;Zm00001eb024750;Zm00001eb025210;Zm00001eb034850;Zm00001eb039390;Zm00001eb039670;Zm00001eb041720;Zm00001eb053240;Zm00001eb053260;Zm00001eb055050;Zm00001eb059090;Zm00001eb091060;Zm00001eb098430;Zm00001eb102230;Zm00001eb105410;Zm00001eb108030;Zm00001eb110430;Zm00001eb129380;Zm00001eb140570;Zm00001eb140660;Zm00001eb151060;Zm00001eb154640;Zm00001eb179550;Zm00001eb187490;Zm00001eb201410;Zm00001eb213750;Zm00001eb216210;Zm00001eb224900;Zm00001eb224990;Zm00001eb241770;Zm00001eb242800;Zm00001eb258880;Zm00001eb290200;Zm00001eb290920;Zm00001eb292370;Zm00001eb316630;Zm00001eb321910;Zm00001eb325880;Zm00001eb329150;Zm00001eb329270;Zm00001eb332510;Zm00001eb361610;Zm00001eb362660;Zm00001eb362760;Zm00001eb368480;Zm00001eb369670;Zm00001eb370910;Zm00001eb394340;Zm00001eb395850;Zm00001eb401250;Zm00001eb416000	7.8756e-01;1.1114e-01;4.8888e-01;5.9734e-01;1.0788e-01;1.8706e-01;3.9327e-01;1.4903e-01;8.4106e-01;6.4396e-02;8.3607e-01;4.4025e-01;8.1513e-01;3.4046e-01;3.3402e-01;1.2306e-01;1.1854e-01;3.4808e-01;2.2842e-02;6.6229e-01;2.3755e-01;7.5382e-01;7.4207e-01;7.9208e-01;5.8002e-01;1.5619e-01;4.5550e-01;9.0892e-01;9.3577e-02;6.7920e-01;6.8874e-01;3.6395e-01;1.4498e-01;4.5082e-01;5.1417e-01;1.3464e-01;8.1687e-01;7.4010e-01;8.9379e-01;7.6121e-01;1.0479e-01;9.6575e-01;8.0604e-01;4.5675e-01;8.3017e-02;5.3710e-02;7.0734e-01;6.9013e-01;9.7990e-01;4.7364e-01;6.2426e-01;8.6327e-01;3.9998e-01;6.6911e-01	0.37412
ALACAT2-PWY	L-alanine degradation II (to D-lactate)	11	Zm00001eb028030;Zm00001eb060520;Zm00001eb085390;Zm00001eb109370;Zm00001eb118240;Zm00001eb223670;Zm00001eb223680;Zm00001eb313780;Zm00001eb327530;Zm00001eb333090;Zm00001eb427810	4.2185e-01;4.4646e-01;2.8905e-01;8.6330e-02;2.8564e-01;5.1214e-01;8.6511e-01;4.1406e-01;4.0141e-01;3.1579e-01;3.7212e-02	0.37467
PWY66-21	ethanol degradation II	14	Zm00001eb006760;Zm00001eb006770;Zm00001eb014500;Zm00001eb026700;Zm00001eb026710;Zm00001eb054970;Zm00001eb056510;Zm00001eb061470;Zm00001eb168550;Zm00001eb185610;Zm00001eb242380;Zm00001eb258770;Zm00001eb311650;Zm00001eb396330	7.0981e-01;5.6758e-01;2.9994e-02;1.5049e-01;2.6001e-01;7.6985e-01;9.2384e-01;6.7964e-01;8.3456e-01;1.5722e-01;1.0131e-01;3.0483e-01;3.3580e-01;8.5724e-01	0.37702
PWY-641	proanthocyanidins biosynthesis from flavanols	9	Zm00001eb148960;Zm00001eb166520;Zm00001eb202090;Zm00001eb229190;Zm00001eb265150;Zm00001eb281800;Zm00001eb287000;Zm00001eb326840;Zm00001eb368350	6.8099e-01;6.3170e-02;4.0214e-01;3.8070e-01;3.8927e-01;4.7734e-02;9.5205e-01;3.6037e-01;5.9765e-01	0.37729
PWY-7280	ternatin C3 biosynthesis	2	Zm00001eb081590;Zm00001eb096780	7.7121e-01;8.7337e-02	0.38
PWY4FS-6	phosphatidylethanolamine biosynthesis II	12	Zm00001eb027420;Zm00001eb093730;Zm00001eb100060;Zm00001eb154820;Zm00001eb195630;Zm00001eb207730;Zm00001eb230240;Zm00001eb278650;Zm00001eb293970;Zm00001eb313980;Zm00001eb337610;Zm00001eb414050	3.4120e-01;5.4875e-01;8.2983e-01;4.8886e-01;6.9985e-02;9.2266e-01;1.5689e-01;2.5528e-01;2.7671e-01;4.5827e-01;9.5463e-01;1.9684e-01	0.38422
PWY-6543	4-aminobenzoate biosynthesis I	3	Zm00001eb118930;Zm00001eb194920;Zm00001eb272970	2.7617e-01;2.6987e-01;5.9840e-01	0.40013
PWY-5434	(3<i>E</i>)-4,8-dimethylnona-1,3,7-triene biosynthesis I	4	Zm00001eb208380;Zm00001eb208400;Zm00001eb230410;Zm00001eb230440	3.8918e-01;5.5263e-01;3.5879e-01;6.0874e-01	0.40041
PWY-6554	1D-<i>myo</i>-inositol hexakisphosphate biosynthesis V (from Ins(1,3,4)P3)	22	Zm00001eb024800;Zm00001eb025670;Zm00001eb049690;Zm00001eb055860;Zm00001eb067500;Zm00001eb076370;Zm00001eb095940;Zm00001eb221960;Zm00001eb240900;Zm00001eb242280;Zm00001eb277720;Zm00001eb277740;Zm00001eb277760;Zm00001eb283920;Zm00001eb283940;Zm00001eb287040;Zm00001eb321190;Zm00001eb337080;Zm00001eb373440;Zm00001eb396850;Zm00001eb399350;Zm00001eb432760	2.2750e-01;3.4281e-01;4.9307e-01;1.8754e-01;3.9722e-01;7.4657e-01;8.1483e-01;3.6628e-01;5.9660e-01;2.0628e-01;2.2782e-02;2.2782e-02;2.2782e-02;9.3245e-01;9.3245e-01;4.2027e-01;2.0480e-01;9.2499e-01;4.0378e-01;7.4377e-01;8.2384e-01;5.9727e-01	0.40266
PWY-82	UDP-&beta;-L-arabinose biosynthesis II (from &beta;-L-arabinose)	6	Zm00001eb145120;Zm00001eb195690;Zm00001eb208110;Zm00001eb227090;Zm00001eb315700;Zm00001eb347750	5.4617e-01;7.2060e-01;7.2053e-01;4.4739e-01;5.1162e-01;4.1759e-01	0.40869
PWY-6483	ceramide degradation (generic)	6	Zm00001eb043540;Zm00001eb135180;Zm00001eb172780;Zm00001eb324260;Zm00001eb367080;Zm00001eb427640	1.5473e-01;3.2671e-01;9.3173e-01;7.3060e-01;4.1257e-01;1.7970e-01	0.41019
PWY-63	UDP-&beta;-L-arabinose biosynthesis I (from UDP-&alpha;-D-xylose)	4	Zm00001eb014110;Zm00001eb070550;Zm00001eb396490;Zm00001eb431050	5.2576e-02;8.7509e-01;7.1300e-01;3.4212e-01	0.41613
ALANINE-SYN2-PWY	L-alanine biosynthesis II	9	Zm00001eb028030;Zm00001eb085390;Zm00001eb109370;Zm00001eb118240;Zm00001eb223670;Zm00001eb223680;Zm00001eb313780;Zm00001eb327530;Zm00001eb333090	4.2185e-01;2.8905e-01;8.6330e-02;2.8564e-01;5.1214e-01;8.6511e-01;4.1406e-01;4.0141e-01;3.1579e-01	0.41719
PWY66-423	fructose 2,6-bisphosphate biosynthesis	2	Zm00001eb013550;Zm00001eb282250	3.7112e-01;5.6195e-01	0.41829
PWY-6498	eumelanin biosynthesis	2	Zm00001eb195060;Zm00001eb226780	9.1267e-01;3.2407e-01	0.42099
PWY-621	sucrose degradation III (sucrose invertase)	16	Zm00001eb050040;Zm00001eb059230;Zm00001eb101090;Zm00001eb121400;Zm00001eb144910;Zm00001eb147840;Zm00001eb153620;Zm00001eb154520;Zm00001eb230560;Zm00001eb230860;Zm00001eb260710;Zm00001eb283530;Zm00001eb315420;Zm00001eb353560;Zm00001eb365810;Zm00001eb372200	5.7078e-01;1.1051e-01;1.0742e-02;3.3374e-01;1.7874e-01;9.7543e-01;9.2669e-01;5.0957e-01;8.4015e-01;3.1106e-03;8.8858e-01;9.2444e-01;3.1885e-01;1.4321e-02;4.2747e-01;9.7235e-01	0.42338
PWYQT-4449	polyisoprenoid biosynthesis	5	Zm00001eb107690;Zm00001eb297120;Zm00001eb325560;Zm00001eb342550;Zm00001eb361070	9.0355e-01;1.6313e-02;2.2849e-02;8.6717e-01;3.7629e-01	0.42391
PWY-8159	dipyrromethane cofactor biosynthesis	2	Zm00001eb207370;Zm00001eb233020	5.8710e-01;7.7462e-02	0.42762
PWY-7416	phospholipid remodeling (phosphatidylcholine, yeast)	45	Zm00001eb011000;Zm00001eb011380;Zm00001eb019170;Zm00001eb025570;Zm00001eb031610;Zm00001eb037190;Zm00001eb038250;Zm00001eb038270;Zm00001eb038280;Zm00001eb038290;Zm00001eb050700;Zm00001eb050710;Zm00001eb054510;Zm00001eb059800;Zm00001eb096390;Zm00001eb096400;Zm00001eb096490;Zm00001eb100310;Zm00001eb100970;Zm00001eb115060;Zm00001eb115140;Zm00001eb115150;Zm00001eb120460;Zm00001eb124520;Zm00001eb135980;Zm00001eb140460;Zm00001eb146430;Zm00001eb148010;Zm00001eb166850;Zm00001eb186220;Zm00001eb190580;Zm00001eb197570;Zm00001eb200100;Zm00001eb224740;Zm00001eb250480;Zm00001eb258680;Zm00001eb259550;Zm00001eb289220;Zm00001eb299880;Zm00001eb313890;Zm00001eb314300;Zm00001eb331670;Zm00001eb363580;Zm00001eb403520;Zm00001eb433110	8.1111e-01;2.1891e-02;9.7304e-01;6.7665e-01;7.1127e-02;5.0764e-01;9.9947e-01;6.1055e-01;8.8965e-01;8.8965e-01;9.1773e-01;9.1773e-01;1.5309e-01;4.4120e-01;5.4311e-01;4.7134e-01;6.1252e-01;2.8148e-01;5.8750e-01;4.7916e-01;3.6761e-01;4.8964e-01;4.0473e-02;9.0890e-01;3.0382e-01;2.8638e-01;6.7708e-01;3.8643e-01;1.1106e-01;7.7677e-01;3.1776e-03;2.9851e-01;2.1230e-01;3.2423e-01;1.2696e-02;9.5202e-01;4.8153e-01;6.7362e-01;1.8271e-01;4.9335e-01;4.6521e-01;8.3403e-02;2.0460e-01;6.4148e-01;7.7373e-01	0.42875
PWY-6363	D-<i>myo</i>-inositol (1,4,5)-trisphosphate degradation	6	Zm00001eb073770;Zm00001eb102240;Zm00001eb241060;Zm00001eb289190;Zm00001eb294010;Zm00001eb317410	1.2053e-01;8.9515e-01;2.6905e-02;1.5494e-01;7.4144e-01;9.1378e-01	0.42918
PWY-7205	CMP phosphorylation	9	Zm00001eb023820;Zm00001eb081910;Zm00001eb193140;Zm00001eb256910;Zm00001eb268760;Zm00001eb297860;Zm00001eb321790;Zm00001eb345550;Zm00001eb418760	6.5172e-01;2.7468e-01;5.3646e-02;6.0444e-01;8.4597e-01;8.5063e-01;8.0171e-01;5.4223e-02;5.8333e-02	0.43661
PWY-101	photosynthesis light reactions	23	Zm00001eb022040;Zm00001eb035340;Zm00001eb056210;Zm00001eb083680;Zm00001eb105240;Zm00001eb124300;Zm00001eb138680;Zm00001eb150500;Zm00001eb151750;Zm00001eb159760;Zm00001eb204410;Zm00001eb213670;Zm00001eb238370;Zm00001eb244980;Zm00001eb255910;Zm00001eb298270;Zm00001eb309200;Zm00001eb320280;Zm00001eb330460;Zm00001eb335940;Zm00001eb336410;Zm00001eb358300;Zm00001eb419650	4.6069e-02;5.5881e-01;1.9559e-01;3.1692e-01;7.4352e-01;5.7222e-01;9.7563e-01;7.1887e-01;4.2017e-02;4.5516e-01;4.9067e-01;7.7274e-01;5.0262e-01;3.9336e-01;9.1750e-01;3.0713e-01;3.1363e-01;5.5383e-01;1.4310e-01;8.3672e-01;7.1331e-01;7.7753e-01;4.3348e-01	0.44064
PWY-7120	esterified suberin biosynthesis	4	Zm00001eb027660;Zm00001eb146710;Zm00001eb223500;Zm00001eb366700	7.7024e-01;3.9112e-02;8.6456e-01;3.2920e-02	0.45639
PWY-695	abscisic acid biosynthesis	19	Zm00001eb013890;Zm00001eb031940;Zm00001eb051890;Zm00001eb117480;Zm00001eb140120;Zm00001eb140800;Zm00001eb170400;Zm00001eb188280;Zm00001eb212270;Zm00001eb218680;Zm00001eb251990;Zm00001eb267300;Zm00001eb267310;Zm00001eb300240;Zm00001eb309770;Zm00001eb318140;Zm00001eb331980;Zm00001eb375850;Zm00001eb396660	7.8087e-01;2.2231e-02;9.1920e-01;4.4673e-01;2.2929e-01;3.9439e-01;2.8709e-01;3.8400e-01;7.1826e-01;2.5786e-01;8.9957e-02;7.7676e-01;7.7676e-01;1.3738e-01;5.9131e-01;7.7051e-02;4.2964e-01;7.4196e-01;1.0295e-01	0.46009
VALSYN-PWY	L-valine biosynthesis	9	Zm00001eb039310;Zm00001eb112480;Zm00001eb154700;Zm00001eb158190;Zm00001eb175970;Zm00001eb184310;Zm00001eb241810;Zm00001eb246720;Zm00001eb344300	8.9468e-01;4.2538e-01;6.7187e-01;8.8892e-01;3.3649e-01;3.0353e-01;5.4411e-01;4.1211e-01;1.4210e-01	0.4641
CYSTSYN-PWY	L-cysteine biosynthesis I	15	Zm00001eb002740;Zm00001eb008720;Zm00001eb032380;Zm00001eb041360;Zm00001eb083230;Zm00001eb088500;Zm00001eb127210;Zm00001eb149880;Zm00001eb293180;Zm00001eb333980;Zm00001eb361640;Zm00001eb376790;Zm00001eb376890;Zm00001eb376900;Zm00001eb376970	1.5141e-02;4.8063e-01;5.5594e-01;7.2615e-01;7.0377e-01;1.4477e-01;8.6663e-01;2.5800e-01;6.7781e-01;8.4190e-01;5.1522e-01;4.1293e-01;3.0997e-02;5.7709e-02;5.4428e-01	0.46537
PWY-6164	3-dehydroquinate biosynthesis I	10	Zm00001eb018960;Zm00001eb040990;Zm00001eb103800;Zm00001eb109620;Zm00001eb164190;Zm00001eb199100;Zm00001eb218070;Zm00001eb284030;Zm00001eb331970;Zm00001eb367090	2.1728e-01;7.3539e-01;2.1239e-01;5.0398e-01;4.8535e-01;7.3921e-01;5.0706e-01;4.7544e-01;4.2964e-01;2.4662e-01	0.46692
PWY-5947	lutein biosynthesis	2	Zm00001eb207080;Zm00001eb258960	6.7616e-01;8.5474e-02	0.47481
PWY-6147	6-hydroxymethyl-dihydropterin diphosphate biosynthesis I	5	Zm00001eb039720;Zm00001eb039830;Zm00001eb067370;Zm00001eb319990;Zm00001eb432940	8.9142e-01;5.1837e-01;2.1995e-01;5.4752e-01;6.3102e-01	0.47502
PWY-2981	diterpene phytoalexins precursors biosynthesis	9	Zm00001eb020060;Zm00001eb021200;Zm00001eb047160;Zm00001eb133200;Zm00001eb167060;Zm00001eb167120;Zm00001eb167130;Zm00001eb415420;Zm00001eb418340	2.6956e-01;7.4176e-01;4.7476e-01;7.2557e-01;3.2699e-01;5.4073e-01;3.5942e-01;5.7608e-01;2.0289e-01	0.47895
PWY-6577	farnesylcysteine salvage pathway	4	Zm00001eb194970;Zm00001eb368390;Zm00001eb433170;Zm00001eb434510	2.9836e-01;7.2630e-01;6.8347e-01;3.0736e-01	0.47986
PWY-6540	costunolide biosynthesis	2	Zm00001eb079490;Zm00001eb164760	5.7772e-01;1.5519e-01	0.48157
PWY4FS-10	scopolin biosynthesis	4	Zm00001eb056990;Zm00001eb071200;Zm00001eb158880;Zm00001eb245870	2.3589e-02;9.1203e-01;9.4152e-01;6.9883e-01	0.48828
PWY-5973	<i>cis</i>-vaccenate biosynthesis	23	Zm00001eb028240;Zm00001eb033580;Zm00001eb035040;Zm00001eb051650;Zm00001eb074540;Zm00001eb086000;Zm00001eb102360;Zm00001eb109290;Zm00001eb149570;Zm00001eb170970;Zm00001eb176310;Zm00001eb241560;Zm00001eb243890;Zm00001eb249640;Zm00001eb249670;Zm00001eb281830;Zm00001eb308620;Zm00001eb317680;Zm00001eb348600;Zm00001eb378920;Zm00001eb387330;Zm00001eb392890;Zm00001eb420880	6.2459e-01;3.3006e-01;7.4577e-01;9.2581e-01;9.8114e-01;2.3388e-02;2.8145e-01;1.9802e-01;8.5489e-01;3.3460e-01;1.3306e-01;3.3583e-01;7.5533e-01;3.0241e-02;1.5391e-02;6.7894e-01;9.1902e-01;6.2248e-01;7.3855e-01;3.3550e-01;3.9768e-02;3.9284e-01;9.3887e-01	0.4934
THIOREDOX-PWY	thioredoxin pathway	21	Zm00001eb004060;Zm00001eb038620;Zm00001eb064590;Zm00001eb077840;Zm00001eb085190;Zm00001eb105530;Zm00001eb131830;Zm00001eb175620;Zm00001eb201870;Zm00001eb210730;Zm00001eb240990;Zm00001eb241960;Zm00001eb247320;Zm00001eb248840;Zm00001eb252570;Zm00001eb281340;Zm00001eb300050;Zm00001eb329630;Zm00001eb360150;Zm00001eb389310;Zm00001eb424600	8.8316e-01;4.1078e-01;5.7860e-01;4.7666e-01;2.5352e-01;3.5707e-01;9.5696e-02;2.6254e-01;8.8144e-01;3.4681e-01;9.0100e-01;9.6519e-01;1.0995e-01;8.6907e-02;2.7062e-02;4.1372e-01;7.3630e-01;1.9919e-01;3.2602e-01;4.5676e-01;8.9814e-01	0.49684
PWY-6762	salicylate glucosides biosynthesis IV	5	Zm00001eb056990;Zm00001eb071200;Zm00001eb158880;Zm00001eb245870;Zm00001eb419710	2.3589e-02;9.1203e-01;9.4152e-01;6.9883e-01;4.0418e-01	0.51133
PWY4FS-2	phosphatidylcholine biosynthesis II	15	Zm00001eb025170;Zm00001eb045860;Zm00001eb148100;Zm00001eb149130;Zm00001eb155940;Zm00001eb172180;Zm00001eb221850;Zm00001eb230240;Zm00001eb233270;Zm00001eb278650;Zm00001eb294690;Zm00001eb341430;Zm00001eb360800;Zm00001eb386530;Zm00001eb415600	5.0091e-01;8.4589e-01;4.9112e-01;9.6157e-01;6.0398e-01;3.4902e-01;8.6942e-01;1.5689e-01;1.4264e-02;2.5528e-01;2.7568e-01;8.4676e-01;6.7753e-01;1.3255e-01;6.2929e-01	0.51186
PWY-7344	UDP-&alpha;-D-galactose biosynthesis	4	Zm00001eb016850;Zm00001eb042670;Zm00001eb309880;Zm00001eb319250	3.2038e-01;2.4467e-01;5.8109e-01;3.5845e-01	0.5245
PWY-6163	chorismate biosynthesis from 3-dehydroquinate	8	Zm00001eb011020;Zm00001eb069000;Zm00001eb137730;Zm00001eb194410;Zm00001eb254940;Zm00001eb378020;Zm00001eb398410;Zm00001eb410660	8.8276e-01;4.2248e-02;2.2335e-01;3.7572e-02;2.6863e-01;9.9438e-01;7.5927e-02;9.1209e-01	0.52927
METHIONINE-DEG1-PWY	L-methionine degradation I (to L-homocysteine)	6	Zm00001eb130870;Zm00001eb170040;Zm00001eb332180;Zm00001eb340450;Zm00001eb354640;Zm00001eb417370	7.5867e-01;9.4140e-01;3.5693e-01;3.0642e-01;3.1282e-02;5.9012e-01	0.53589
PWY-5125	anthocyanin biosynthesis	13	Zm00001eb107750;Zm00001eb148960;Zm00001eb166520;Zm00001eb196630;Zm00001eb202090;Zm00001eb229190;Zm00001eb240520;Zm00001eb265150;Zm00001eb281800;Zm00001eb287000;Zm00001eb322260;Zm00001eb368350;Zm00001eb374230	5.6204e-01;6.8099e-01;6.3170e-02;6.1446e-01;4.0214e-01;3.8070e-01;2.7815e-01;3.8927e-01;4.7734e-02;9.5205e-01;7.5767e-01;5.9765e-01;9.7545e-01	0.53728
PWY-922	mevalonate pathway I (eukaryotes and bacteria)	27	Zm00001eb001340;Zm00001eb010900;Zm00001eb019210;Zm00001eb028260;Zm00001eb033060;Zm00001eb056620;Zm00001eb102030;Zm00001eb103070;Zm00001eb183790;Zm00001eb188880;Zm00001eb192570;Zm00001eb193770;Zm00001eb199950;Zm00001eb209270;Zm00001eb209470;Zm00001eb218380;Zm00001eb252590;Zm00001eb257840;Zm00001eb288110;Zm00001eb316960;Zm00001eb323510;Zm00001eb334430;Zm00001eb342830;Zm00001eb349410;Zm00001eb393330;Zm00001eb398490;Zm00001eb403920	8.4313e-01;5.7558e-01;3.5157e-01;3.1498e-01;9.6710e-01;2.7322e-01;7.9322e-01;8.5737e-02;4.0127e-01;5.2837e-01;3.3602e-01;1.5642e-01;9.7416e-01;4.8958e-01;8.6805e-01;6.0255e-01;3.1228e-01;6.9651e-03;7.9146e-01;1.6622e-01;9.6577e-01;7.3972e-04;5.7150e-01;3.4660e-01;5.1444e-01;3.2834e-02;2.0514e-01	0.54574
