candidate_rank,GENE,CHR,START,STOP,NSNPS,NPARAM,N,magma_z,P_MULTI,P_SNPWISE_MEAN,P_SNPWISE_TOP1,magma_p,magma_fdr,magma_bonf,magma_rank,gwas_min_p,gwas_n_snps,gwas_rank,n_top_pathways,best_pathway_p,mean_pathway_mlog10p,pathways,pathway_rank,hit_gwas,hit_magma,hit_pathway,support_layers,score,evidence_class
178,SORBI_3009G241400,9,57823247,57844977,254,14,357,5.2236,8.7745e-8,6.1124e-5,4.4215e-9,4.4215e-9,1.1311517970149254e-6,1.501850905e-4,132,1.939035e-9,558,282,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,4.542127509303917,GWAS + MAGMA
179,SORBI_3009G248300,9,58330470,58355567,121,16,357,5.6342,8.7942e-9,2.8899e-7,1.7585e-8,1.7585e-8,3.555414851190476e-6,5.97309695e-4,168,1.453314e-10,276,186,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,4.53473557974955,GWAS + MAGMA
180,SORBI_3009G236600,9,57515244,57535910,116,13,357,4.8265,6.9466e-7,7.8467e-4,1.1967e-8,1.1967e-8,2.605660826923077e-6,4.0648308900000004e-4,156,4.489437e-10,356,201,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,4.519183753643077,GWAS + MAGMA
181,SORBI_3009G222000,9,56481188,56502179,384,21,357,5.2559,7.366e-8,2.6487e-5,1.0505e-8,1.0505e-8,2.332178660130719e-6,3.56823335e-4,153,6.703667e-10,741,220,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,4.5130895453634645,GWAS + MAGMA
182,SORBI_3009G236400,9,57503307,57525626,79,10,357,4.6401,1.7416e-6,0.0047039,1.2843e-8,1.2843e-8,2.743636358490566e-6,4.3623818099999996e-4,159,4.489437e-10,261,201,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,4.513047515338183,GWAS + MAGMA
183,SORBI_3009G232900,9,57247074,57268739,71,8,357,4.6781,1.4475e-6,0.0048852,2.688e-8,2.688e-8,5.1007427932960895e-6,9.1303296e-4,179,1.127357e-10,210,178,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,4.508908000543104,GWAS + MAGMA
184,SORBI_3009G236700,9,57517773,57539957,127,13,357,4.8069,7.6654e-7,9.5846e-4,1.3656e-8,1.3656e-8,2.863292296296296e-6,4.63853352e-4,162,4.489437e-10,391,201,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,4.5077161102276415,GWAS + MAGMA
185,SORBI_3009G247700,9,58299106,58320986,155,17,357,5.7853,3.6201e-9,2.5921e-7,1.5522e-8,1.5522e-8,3.195368327272728e-6,5.272357740000001e-4,165,4.436175e-10,471,198,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,4.497109597176271,GWAS + MAGMA
186,SORBI_3009G235801,9,57459312,57480337,194,11,357,6.0178,8.8418e-10,1.6792e-7,1.8355e-8,1.8355e-8,3.6674369705882355e-6,6.234642850000001e-4,170,3.732208e-10,348,191,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,4.490052538286852,GWAS + MAGMA
187,SORBI_3009G250000,9,58516169,58542645,269,14,357,5.8274,2.8144e-9,9.9383e-7,9.768e-9,9.768e-9,2.227414520805369e-6,3.31789656e-4,148,1.361283e-9,500,264,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,4.488644027713906,GWAS + MAGMA
188,SORBI_3002G379000,2,73504313,73528343,333,10,357,4.376,6.0434e-6,0.081228,3.5833e-8,3.5833e-8,6.405997426315789e-6,0.001217139511,190,1.079294e-10,526,171,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,4.485829389812904,GWAS + MAGMA
189,SORBI_3009G223200,9,56563111,56588304,140,14,357,5.1707,1.1658e-7,6.726e-5,5.2062e-9,5.2062e-9,1.3002867308823527e-6,1.768389954e-4,136,5.206204e-9,452,312,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,4.485043712281895,GWAS + MAGMA
190,SORBI_3009G249800,9,58486840,58514841,311,12,357,5.1507,1.2974e-7,2.4396e-4,1.05e-8,1.05e-8,2.332178660130719e-6,3.5665349999999997e-4,152,1.361283e-9,475,264,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,4.482367298087284,GWAS + MAGMA
191,SORBI_3009G250700,9,58569386,58591986,169,8,357,4.5417,2.7906e-6,3.7478e-4,2.7754e-7,2.7754e-7,3.816680639676113e-5,0.009427201179999999,247,2.146291e-8,309,356,1,9.99900009999e-5,4.000043427276863,PWY-3781,1,FALSE,TRUE,TRUE,2,4.478170365491446,MAGMA + Pathway
192,SORBI_3009G239800,9,57745352,57766129,106,15,357,5.8238,2.8768e-9,1.5875e-7,8.339e-8,8.339e-8,1.3617827548076921e-5,0.00283250813,208,3.193851e-11,340,132,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,4.465345740082073,GWAS + MAGMA
193,SORBI_3009G248200,9,58328230,58349825,97,16,357,5.5574,1.3694e-8,1.4806e-7,3.9832e-8,3.9832e-8,7.046737208333334e-6,0.0013529735440000001,192,1.453314e-10,273,186,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,4.463717631626661,GWAS + MAGMA
194,SORBI_3009G246600,9,58215555,58237912,56,10,357,5.2906,6.097e-8,1.022e-6,7.2353e-8,7.2353e-8,1.2047129171568627e-5,0.002457614351,204,5.113726e-11,215,136,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,4.457234945944998,GWAS + MAGMA
195,SORBI_3009G236500,9,57506030,57527708,77,8,357,4.6538,1.6295e-6,7.2811e-4,2.617e-8,2.617e-8,4.993912303370786e-6,8.8891639e-4,178,4.489437e-10,257,201,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,4.451220067321001,GWAS + MAGMA
196,SORBI_3006G067600,6,42775485,42812516,326,31,357,5.3461,4.4924e-8,9.1868e-5,7.5119e-9,7.5119e-9,1.796878220422535e-6,2.5515670729999996e-4,142,7.511869e-9,625,331,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,4.437275239861398,GWAS + MAGMA
197,SORBI_3009G240400,9,57778800,57799692,205,12,357,5.6185,9.63e-9,3.8664e-6,1.1157e-8,1.1157e-8,2.4608429805194805e-6,3.7896981900000003e-4,154,3.662156e-9,510,310,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,4.4341168293468485,GWAS + MAGMA
198,SORBI_3009G248600,9,58398297,58420830,91,13,357,4.6689,1.514e-6,0.0060327,8.7566e-9,8.7566e-9,2.0655238347222225e-6,2.974354322e-4,144,7.843192e-9,323,338,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,4.422083613007979,GWAS + MAGMA
199,SORBI_3009G231700,9,57144263,57171564,188,24,357,5.3977,3.3742e-8,4.2155e-6,1.0402e-7,1.0402e-7,1.620755660550459e-5,0.00353324734,218,5.565247e-11,476,138,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,4.422028185691588,GWAS + MAGMA
200,SORBI_3009G246200,9,58166436,58189009,291,23,357,5.1582,1.2469e-7,4.1389e-5,3.1778e-8,3.1778e-8,5.8346125729729735e-6,0.001079403326,185,6.535403e-10,552,213,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,4.4180474505455445,GWAS + MAGMA
