GeneID,ontology,GO_ID,GO_term_name
Zm00001eb260920,MF,GO:0016758,hexosyltransferase activity
Zm00001eb260920,MF,GO:0016740,transferase activity
Zm00001eb260920,MF,GO:0016757,glycosyltransferase activity
Zm00001eb260920,CC,GO:0000139,Golgi membrane
Zm00001eb260920,MF,GO:0008378,galactosyltransferase activity
Zm00001eb260920,BP,GO:0009101,glycoprotein biosynthetic process
Zm00001eb404070,MF,GO:0005515,protein binding
Zm00001eb404070,MF,GO:0003677,DNA binding
Zm00001eb404070,MF,GO:0046872,metal ion binding
Zm00001eb404070,CC,GO:0016593,Cdc73/Paf1 complex
Zm00001eb404070,MF,GO:0008270,zinc ion binding
Zm00001eb404070,MF,GO:1990269,RNA polymerase II C-terminal domain phosphoserine binding
Zm00001eb109440,BP,GO:0009409,response to cold
Zm00001eb109440,BP,GO:0042752,regulation of circadian rhythm
Zm00001eb169340,BP,GO:0006355,regulation of DNA-templated transcription
Zm00001eb169340,MF,GO:0046983,protein dimerization activity
Zm00001eb169340,CC,GO:0005634,nucleus
Zm00001eb169340,BP,GO:0080090,regulation of primary metabolic process
Zm00001eb169340,MF,GO:0003700,DNA-binding transcription factor activity
Zm00001eb292270,MF,GO:0019843,rRNA binding
Zm00001eb292270,BP,GO:0006364,rRNA processing
Zm00001eb292270,BP,GO:0000470,maturation of LSU-rRNA
Zm00001eb292270,BP,GO:0000027,ribosomal large subunit assembly
Zm00001eb292270,CC,GO:0005730,nucleolus
Zm00001eb292270,BP,GO:0000463,"maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
Zm00001eb275450,MF,GO:0008270,zinc ion binding
Zm00001eb275450,MF,GO:0046872,metal ion binding
Zm00001eb275450,CC,GO:0016020,membrane
Zm00001eb275450,MF,GO:0016740,transferase activity
Zm00001eb275450,MF,GO:0016874,ligase activity
Zm00001eb275450,MF,GO:0061630,ubiquitin protein ligase activity
Zm00001eb275450,CC,GO:0005789,endoplasmic reticulum membrane
Zm00001eb275450,BP,GO:0043161,proteasome-mediated ubiquitin-dependent protein catabolic process
Zm00001eb275450,BP,GO:0036503,ERAD pathway
Zm00001eb369690,MF,GO:0003723,RNA binding
Zm00001eb369690,MF,GO:0003676,nucleic acid binding
Zm00001eb369690,CC,GO:0005634,nucleus
Zm00001eb369690,CC,GO:0005730,nucleolus
Zm00001eb145890,MF,GO:0005515,protein binding
Zm00001eb145890,MF,GO:0005524,ATP binding
Zm00001eb145890,MF,GO:0004672,protein kinase activity
Zm00001eb145890,BP,GO:0006468,protein phosphorylation
Zm00001eb145890,MF,GO:0016740,transferase activity
Zm00001eb145890,CC,GO:0005886,plasma membrane
Zm00001eb145890,MF,GO:0000166,nucleotide binding
Zm00001eb145890,MF,GO:0004674,protein serine/threonine kinase activity
Zm00001eb145890,MF,GO:0016301,kinase activity
Zm00001eb363960,MF,GO:0016853,isomerase activity
Zm00001eb363960,CC,GO:0005737,cytoplasm
Zm00001eb363960,BP,GO:0006629,lipid metabolic process
Zm00001eb363960,BP,GO:0006631,fatty acid metabolic process
Zm00001eb363960,CC,GO:0005777,peroxisome
Zm00001eb363960,BP,GO:0006635,fatty acid beta-oxidation
Zm00001eb363960,MF,GO:0051750,"delta(3,5)-delta(2,4)-dienoyl-CoA isomerase activity"
Zm00001eb318600,BP,GO:0006952,defense response
Zm00001eb318600,MF,GO:0043531,ADP binding
Zm00001eb318600,MF,GO:0000166,nucleotide binding
Zm00001eb318600,BP,GO:0098542,defense response to other organism
Zm00001eb318600,BP,GO:0042742,defense response to bacterium
Zm00001eb318600,BP,GO:0002758,innate immune response-activating signaling pathway
Zm00001eb318600,BP,GO:0009626,plant-type hypersensitive response
Zm00001eb195070,CC,GO:0016020,membrane
Zm00001eb195070,CC,GO:0005783,endoplasmic reticulum
Zm00001eb195070,CC,GO:0005794,Golgi apparatus
Zm00001eb195070,BP,GO:0016192,vesicle-mediated transport
Zm00001eb352310,MF,GO:0005515,protein binding
Zm00001eb352310,MF,GO:0008270,zinc ion binding
Zm00001eb352310,CC,GO:0005634,nucleus
Zm00001eb352310,MF,GO:0016740,transferase activity
Zm00001eb352310,MF,GO:0008168,methyltransferase activity
Zm00001eb352310,BP,GO:0032259,methylation
Zm00001eb352310,MF,GO:0003690,double-stranded DNA binding
Zm00001eb352310,CC,GO:0005694,chromosome
Zm00001eb352310,BP,GO:0006325,chromatin organization
Zm00001eb352310,BP,GO:0006338,chromatin remodeling
Zm00001eb352310,MF,GO:0042054,histone methyltransferase activity
Zm00001eb366570,MF,GO:0022857,transmembrane transporter activity
Zm00001eb366570,CC,GO:0016020,membrane
Zm00001eb366570,BP,GO:0055085,transmembrane transport
Zm00001eb366570,BP,GO:0015706,nitrate transmembrane transport
Zm00001eb366570,CC,GO:0009705,plant-type vacuole membrane
Zm00001eb366570,MF,GO:0080054,low-affinity nitrate transmembrane transporter activity
Zm00001eb176110,MF,GO:0080019,alcohol-forming very long-chain fatty acyl-CoA reductase activity
Zm00001eb176110,BP,GO:0006629,lipid metabolic process
Zm00001eb176110,MF,GO:0016491,oxidoreductase activity
Zm00001eb176110,MF,GO:0102965,alcohol-forming long-chain fatty acyl-CoA reductase activity
Zm00001eb176110,MF,GO:0016620,"oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor"
Zm00001eb176110,BP,GO:0010345,suberin biosynthetic process
Zm00001eb176110,BP,GO:0035336,long-chain fatty-acyl-CoA metabolic process
Zm00001eb128330,BP,GO:0006979,response to oxidative stress
Zm00001eb128330,MF,GO:0020037,heme binding
Zm00001eb128330,MF,GO:0004601,peroxidase activity
Zm00001eb128330,BP,GO:0042744,hydrogen peroxide catabolic process
Zm00001eb128330,MF,GO:0046872,metal ion binding
Zm00001eb128330,BP,GO:0098869,cellular oxidant detoxification
Zm00001eb128330,MF,GO:0016491,oxidoreductase activity
Zm00001eb128330,CC,GO:0005576,extracellular region
Zm00001eb128330,CC,GO:0009505,plant-type cell wall
Zm00001eb073970,MF,GO:0008289,lipid binding
Zm00001eb325580,MF,GO:0005524,ATP binding
Zm00001eb325580,MF,GO:0008094,"ATP-dependent activity, acting on DNA"
Zm00001eb325580,CC,GO:0005634,nucleus
Zm00001eb325580,BP,GO:0006357,regulation of transcription by RNA polymerase II
Zm00001eb325580,MF,GO:0016787,hydrolase activity
Zm00001eb325580,MF,GO:0000166,nucleotide binding
Zm00001eb325580,MF,GO:0004386,helicase activity
Zm00001eb325580,BP,GO:0006974,DNA damage response
Zm00001eb325580,MF,GO:0003678,DNA helicase activity
Zm00001eb325580,BP,GO:0006281,DNA repair
Zm00001eb325580,BP,GO:0006338,chromatin remodeling
Zm00001eb325580,BP,GO:0000492,box C/D snoRNP assembly
Zm00001eb325580,CC,GO:0000812,Swr1 complex
Zm00001eb325580,CC,GO:0035267,NuA4 histone acetyltransferase complex
Zm00001eb325580,CC,GO:0097255,R2TP complex
Zm00001eb047910,MF,GO:0005515,protein binding
Zm00001eb047910,BP,GO:0016567,protein ubiquitination
Zm00001eb426970,MF,GO:0004252,serine-type endopeptidase activity
Zm00001eb426970,MF,GO:0004176,ATP-dependent peptidase activity
Zm00001eb426970,BP,GO:0006508,proteolysis
Zm00001eb426970,MF,GO:0016787,hydrolase activity
Zm00001eb426970,MF,GO:0008233,peptidase activity
Zm00001eb426970,MF,GO:0008236,serine-type peptidase activity
Zm00001eb426970,BP,GO:0006515,protein quality control for misfolded or incompletely synthesized proteins
Zm00001eb426970,CC,GO:0009368,endopeptidase Clp complex
Zm00001eb426970,CC,GO:0009534,chloroplast thylakoid
Zm00001eb426970,CC,GO:0009840,chloroplastic endopeptidase Clp complex
Zm00001eb149230,CC,GO:0016020,membrane
Zm00001eb149230,CC,GO:0005783,endoplasmic reticulum
Zm00001eb149230,CC,GO:0005794,Golgi apparatus
Zm00001eb149230,BP,GO:0016192,vesicle-mediated transport
Zm00001eb354280,CC,GO:0005739,mitochondrion
Zm00001eb354280,CC,GO:0005840,ribosome
Zm00001eb354280,CC,GO:1990904,ribonucleoprotein complex
Zm00001eb024550,MF,GO:0016301,kinase activity
Zm00001eb024550,MF,GO:0016740,transferase activity
Zm00001eb024550,CC,GO:0009507,chloroplast
Zm00001eb211960,MF,GO:0016491,oxidoreductase activity
Zm00001eb211960,MF,GO:0016616,"oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor"
Zm00001eb020150,CC,GO:0005783,endoplasmic reticulum
Zm00001eb020150,MF,GO:0031625,ubiquitin protein ligase binding
Zm00001eb020150,CC,GO:0005789,endoplasmic reticulum membrane
Zm00001eb020150,MF,GO:0015485,cholesterol binding
Zm00001eb020150,BP,GO:0032933,SREBP signaling pathway
Zm00001eb172590,MF,GO:0022857,transmembrane transporter activity
Zm00001eb172590,CC,GO:0016020,membrane
Zm00001eb172590,BP,GO:0055085,transmembrane transport
Zm00001eb172590,BP,GO:0055062,phosphate ion homeostasis
Zm00001eb246740,MF,GO:0008017,microtubule binding
Zm00001eb227170,MF,GO:0005524,ATP binding
Zm00001eb227170,MF,GO:0004672,protein kinase activity
Zm00001eb227170,BP,GO:0006468,protein phosphorylation
Zm00001eb227170,CC,GO:0016020,membrane
Zm00001eb227170,MF,GO:0016740,transferase activity
Zm00001eb227170,MF,GO:0000166,nucleotide binding
Zm00001eb227170,MF,GO:0004674,protein serine/threonine kinase activity
Zm00001eb227170,MF,GO:0016301,kinase activity
Zm00001eb294560,CC,GO:0005634,nucleus
Zm00001eb294560,MF,GO:0003677,DNA binding
Zm00001eb294560,BP,GO:0006355,regulation of DNA-templated transcription
Zm00001eb294560,MF,GO:0000976,transcription cis-regulatory region binding
Zm00001eb064390,MF,GO:0005515,protein binding
Zm00001eb064390,MF,GO:0016740,transferase activity
Zm00001eb064390,CC,GO:0005789,endoplasmic reticulum membrane
Zm00001eb064390,CC,GO:0072546,EMC complex
Zm00001eb064390,MF,GO:0032977,membrane insertase activity
Zm00001eb064390,BP,GO:0071816,tail-anchored membrane protein insertion into ER membrane
Zm00001eb074570,BP,GO:0006355,regulation of DNA-templated transcription
Zm00001eb074570,MF,GO:0008270,zinc ion binding
Zm00001eb190030,BP,GO:0006352,DNA-templated transcription initiation
Zm00001eb190030,MF,GO:0017025,TBP-class protein binding
Zm00001eb190030,BP,GO:0070897,transcription preinitiation complex assembly
Zm00001eb190030,CC,GO:0005634,nucleus
Zm00001eb190030,MF,GO:0046872,metal ion binding
Zm00001eb190030,MF,GO:0008270,zinc ion binding
Zm00001eb190030,CC,GO:0097550,transcription preinitiation complex
Zm00001eb190030,MF,GO:0000995,RNA polymerase III general transcription initiation factor activity
Zm00001eb190030,MF,GO:0001006,RNA polymerase III type 3 promoter sequence-specific DNA binding
Zm00001eb190030,BP,GO:0006383,transcription by RNA polymerase III
Zm00001eb190030,CC,GO:0000126,transcription factor TFIIIB complex
Zm00001eb363100,MF,GO:0005515,protein binding
Zm00001eb363100,BP,GO:0099402,plant organ development
Zm00001eb363100,CC,GO:0005634,nucleus
Zm00001eb363100,MF,GO:0046872,metal ion binding
Zm00001eb363100,MF,GO:0000976,transcription cis-regulatory region binding
Zm00001eb363100,BP,GO:0009864,"induced systemic resistance, jasmonic acid mediated signaling pathway"
Zm00001eb363100,CC,GO:0005737,cytoplasm
Zm00001eb363100,MF,GO:0008270,zinc ion binding
Zm00001eb203470,MF,GO:0003824,catalytic activity
Zm00001eb203470,MF,GO:0016491,oxidoreductase activity
Zm00001eb203470,BP,GO:0006631,fatty acid metabolic process
Zm00001eb203470,MF,GO:0016616,"oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor"
Zm00001eb203470,MF,GO:0070403,NAD+ binding
Zm00001eb203470,BP,GO:0006629,lipid metabolic process
Zm00001eb203470,MF,GO:0016853,isomerase activity
Zm00001eb203470,MF,GO:0016829,lyase activity
Zm00001eb203470,CC,GO:0005777,peroxisome
Zm00001eb203470,BP,GO:0006635,fatty acid beta-oxidation
Zm00001eb203470,MF,GO:0003857,3-hydroxyacyl-CoA dehydrogenase (NAD+) activity
Zm00001eb203470,MF,GO:0004165,delta(3)-delta(2)-enoyl-CoA isomerase activity
Zm00001eb203470,MF,GO:0004300,enoyl-CoA hydratase activity
Zm00001eb203470,MF,GO:0008692,3-hydroxybutyryl-CoA epimerase activity
Zm00001eb216680,MF,GO:0008289,lipid binding
Zm00001eb216680,BP,GO:0006869,lipid transport
Zm00001eb216680,CC,GO:0005829,cytosol
Zm00001eb216680,CC,GO:0016020,membrane
Zm00001eb216680,MF,GO:0032934,sterol binding
Zm00001eb346120,MF,GO:0005515,protein binding
Zm00001eb346120,CC,GO:0005737,cytoplasm
Zm00001eb346120,MF,GO:0061608,nuclear import signal receptor activity
Zm00001eb346120,BP,GO:0006606,protein import into nucleus
Zm00001eb346120,CC,GO:0005634,nucleus
Zm00001eb346120,BP,GO:0015031,protein transport
Zm00001eb346120,MF,GO:0008139,nuclear localization sequence binding
Zm00001eb346120,BP,GO:0006607,NLS-bearing protein import into nucleus
Zm00001eb346120,CC,GO:0048471,perinuclear region of cytoplasm
Zm00001eb346120,CC,GO:0042564,NLS-dependent protein nuclear import complex
Zm00001eb173240,MF,GO:0046873,metal ion transmembrane transporter activity
Zm00001eb173240,CC,GO:0016020,membrane
Zm00001eb173240,BP,GO:0055085,transmembrane transport
Zm00001eb173240,BP,GO:0030001,metal ion transport
Zm00001eb406620,MF,GO:0046872,metal ion binding
Zm00001eb406620,MF,GO:0016787,hydrolase activity
Zm00001eb406620,MF,GO:0003993,acid phosphatase activity
Zm00001eb255930,MF,GO:0009055,electron transfer activity
Zm00001eb255930,BP,GO:0009772,photosynthetic electron transport in photosystem II
Zm00001eb255930,BP,GO:0019684,"photosynthesis, light reaction"
Zm00001eb255930,MF,GO:0046872,metal ion binding
Zm00001eb255930,CC,GO:0016020,membrane
Zm00001eb255930,CC,GO:0009536,plastid
Zm00001eb255930,MF,GO:0016491,oxidoreductase activity
Zm00001eb255930,MF,GO:0016168,chlorophyll binding
Zm00001eb255930,BP,GO:0015979,photosynthesis
Zm00001eb255930,CC,GO:0009523,photosystem II
Zm00001eb255930,BP,GO:0009635,response to herbicide
Zm00001eb355400,MF,GO:0046982,protein heterodimerization activity
Zm00001eb355400,CC,GO:0000786,nucleosome
Zm00001eb355400,MF,GO:0003677,DNA binding
Zm00001eb355400,CC,GO:0005634,nucleus
Zm00001eb355400,BP,GO:0006417,regulation of translation
Zm00001eb355400,CC,GO:0005694,chromosome
Zm00001eb355400,BP,GO:0031507,heterochromatin formation
Zm00001eb355400,MF,GO:0030527,structural constituent of chromatin
Zm00001eb149430,MF,GO:0008270,zinc ion binding
Zm00001eb149430,CC,GO:0005634,nucleus
Zm00001eb149430,MF,GO:0003677,DNA binding
Zm00001eb149430,BP,GO:0045893,positive regulation of DNA-templated transcription
Zm00001eb149430,BP,GO:0009658,chloroplast organization
Zm00001eb282360,MF,GO:0005524,ATP binding
Zm00001eb282360,MF,GO:0004672,protein kinase activity
Zm00001eb282360,BP,GO:0006468,protein phosphorylation
Zm00001eb282360,CC,GO:0016020,membrane
Zm00001eb282360,MF,GO:0016740,transferase activity
Zm00001eb282360,CC,GO:0005886,plasma membrane
Zm00001eb282360,MF,GO:0000166,nucleotide binding
Zm00001eb282360,MF,GO:0004674,protein serine/threonine kinase activity
Zm00001eb282360,MF,GO:0016301,kinase activity
Zm00001eb342510,MF,GO:0005515,protein binding
Zm00001eb342510,MF,GO:0008233,peptidase activity
Zm00001eb342510,MF,GO:0008237,metallopeptidase activity
Zm00001eb342510,MF,GO:0031593,polyubiquitin modification-dependent protein binding
Zm00001eb342510,CC,GO:0070531,BRCA1-A complex
Zm00001eb342510,BP,GO:0006302,double-strand break repair
Zm00001eb342510,CC,GO:0070552,BRISC complex
Zm00001eb246600,MF,GO:0008270,zinc ion binding
Zm00001eb246600,CC,GO:0005634,nucleus
Zm00001eb246600,MF,GO:0046872,metal ion binding
Zm00001eb062570,CC,GO:0005634,nucleus
Zm00001eb062570,MF,GO:0046872,metal ion binding
Zm00001eb062570,MF,GO:0008270,zinc ion binding
Zm00001eb223800,MF,GO:0005509,calcium ion binding
Zm00001eb223800,CC,GO:0005634,nucleus
Zm00001eb223800,BP,GO:0000226,microtubule cytoskeleton organization
Zm00001eb223800,CC,GO:0005814,centriole
Zm00001eb169250,CC,GO:0033177,"proton-transporting two-sector ATPase complex, proton-transporting domain"
Zm00001eb169250,MF,GO:0015078,proton transmembrane transporter activity
Zm00001eb169250,CC,GO:0033179,"proton-transporting V-type ATPase, V0 domain"
Zm00001eb169250,MF,GO:0046961,"proton-transporting ATPase activity, rotational mechanism"
Zm00001eb169250,BP,GO:1902600,proton transmembrane transport
Zm00001eb169250,CC,GO:0016020,membrane
Zm00001eb169250,BP,GO:0006811,monoatomic ion transport
Zm00001eb169250,CC,GO:0005774,vacuolar membrane
Zm00001eb317810,MF,GO:0003723,RNA binding
Zm00001eb317810,CC,GO:1990904,ribonucleoprotein complex
Zm00001eb317810,BP,GO:0042254,ribosome biogenesis
Zm00001eb317810,CC,GO:0005840,ribosome
Zm00001eb317810,CC,GO:0022625,cytosolic large ribosomal subunit
Zm00001eb317810,BP,GO:0000470,maturation of LSU-rRNA
Zm00001eb350340,MF,GO:0005524,ATP binding
Zm00001eb350340,CC,GO:0005634,nucleus
Zm00001eb350340,MF,GO:0003677,DNA binding
Zm00001eb350340,MF,GO:0003678,DNA helicase activity
Zm00001eb350340,BP,GO:0006260,DNA replication
Zm00001eb350340,CC,GO:0042555,MCM complex
Zm00001eb350340,BP,GO:0006270,DNA replication initiation
Zm00001eb350340,MF,GO:0046872,metal ion binding
Zm00001eb350340,MF,GO:0016787,hydrolase activity
Zm00001eb350340,MF,GO:0000166,nucleotide binding
Zm00001eb350340,MF,GO:0004386,helicase activity
Zm00001eb350340,MF,GO:0008270,zinc ion binding
Zm00001eb350340,MF,GO:0003697,single-stranded DNA binding
Zm00001eb350340,BP,GO:0000727,double-strand break repair via break-induced replication
Zm00001eb350340,CC,GO:0000347,THO complex
Zm00001eb355900,MF,GO:0016787,hydrolase activity
Zm00001eb254820,MF,GO:0008168,methyltransferase activity
Zm00001eb254820,CC,GO:0016020,membrane
Zm00001eb254820,MF,GO:0016740,transferase activity
Zm00001eb254820,BP,GO:0032259,methylation
Zm00001eb254820,CC,GO:0012505,endomembrane system
Zm00001eb340900,MF,GO:0016491,oxidoreductase activity
Zm00001eb340900,MF,GO:0016668,"oxidoreductase activity, acting on a sulfur group of donors, NAD(P) as acceptor"
Zm00001eb340900,CC,GO:0009507,chloroplast
Zm00001eb340900,MF,GO:0000166,nucleotide binding
Zm00001eb340900,CC,GO:0005739,mitochondrion
Zm00001eb340900,MF,GO:0050660,flavin adenine dinucleotide binding
Zm00001eb340900,CC,GO:0009570,chloroplast stroma
Zm00001eb340900,CC,GO:0045252,oxoglutarate dehydrogenase complex
Zm00001eb340900,MF,GO:0004148,dihydrolipoyl dehydrogenase (NADH) activity
Zm00001eb340900,BP,GO:0006103,2-oxoglutarate metabolic process
Zm00001eb340900,BP,GO:0046685,response to arsenic-containing substance
Zm00001eb226150,MF,GO:0046872,metal ion binding
Zm00001eb226150,CC,GO:0005737,cytoplasm
Zm00001eb226150,MF,GO:0016491,oxidoreductase activity
Zm00001eb226150,MF,GO:0051213,dioxygenase activity
Zm00001eb226150,MF,GO:0016706,2-oxoglutarate-dependent dioxygenase activity
Zm00001eb106150,BP,GO:0006412,translation
Zm00001eb106150,MF,GO:0003735,structural constituent of ribosome
Zm00001eb106150,CC,GO:0005840,ribosome
Zm00001eb106150,CC,GO:1990904,ribonucleoprotein complex
Zm00001eb106150,BP,GO:0002181,cytoplasmic translation
Zm00001eb106150,CC,GO:0022625,cytosolic large ribosomal subunit
Zm00001eb197860,MF,GO:0046872,metal ion binding
Zm00001eb197860,MF,GO:0016787,hydrolase activity
Zm00001eb197860,MF,GO:0008233,peptidase activity
Zm00001eb197860,MF,GO:0008237,metallopeptidase activity
Zm00001eb197860,BP,GO:0006508,proteolysis
Zm00001eb197860,CC,GO:0000502,proteasome complex
Zm00001eb307520,MF,GO:0016301,kinase activity
Zm00001eb042590,MF,GO:0005515,protein binding
Zm00001eb042590,CC,GO:0005634,nucleus
Zm00001eb042590,BP,GO:0006397,mRNA processing
Zm00001eb042590,BP,GO:0008380,RNA splicing
Zm00001eb042590,BP,GO:0006396,RNA processing
Zm00001eb350350,BP,GO:0006979,response to oxidative stress
Zm00001eb350350,MF,GO:0020037,heme binding
Zm00001eb350350,MF,GO:0004601,peroxidase activity
Zm00001eb350350,BP,GO:0042744,hydrogen peroxide catabolic process
Zm00001eb350350,MF,GO:0046872,metal ion binding
Zm00001eb350350,BP,GO:0098869,cellular oxidant detoxification
Zm00001eb350350,MF,GO:0016491,oxidoreductase activity
Zm00001eb350350,CC,GO:0005576,extracellular region
Zm00001eb350350,CC,GO:0009505,plant-type cell wall
Zm00001eb350350,BP,GO:0006950,response to stress
Zm00001eb196020,MF,GO:0005509,calcium ion binding
Zm00001eb196020,MF,GO:0046872,metal ion binding
Zm00001eb196020,CC,GO:0016020,membrane
Zm00001eb196020,CC,GO:0005737,cytoplasm
Zm00001eb196020,CC,GO:0016460,myosin II complex
Zm00001eb070300,MF,GO:0008270,zinc ion binding
Zm00001eb397090,MF,GO:0019905,syntaxin binding
Zm00001eb161260,CC,GO:0016020,membrane
Zm00001eb161260,CC,GO:0005774,vacuolar membrane
Zm00001eb161260,BP,GO:0006865,amino acid transport
Zm00001eb161260,CC,GO:0031090,organelle membrane
Zm00001eb161260,BP,GO:0003333,amino acid transmembrane transport
Zm00001eb161260,MF,GO:0015179,L-amino acid transmembrane transporter activity
Zm00001eb161260,BP,GO:1902475,L-alpha-amino acid transmembrane transport
Zm00001eb222590,MF,GO:0008194,UDP-glycosyltransferase activity
Zm00001eb222590,MF,GO:0016740,transferase activity
Zm00001eb222590,MF,GO:0016757,glycosyltransferase activity
Zm00001eb222590,MF,GO:0016758,hexosyltransferase activity
Zm00001eb222590,MF,GO:0035251,UDP-glucosyltransferase activity
Zm00001eb097300,MF,GO:0005515,protein binding
Zm00001eb097300,BP,GO:0000184,"nuclear-transcribed mRNA catabolic process, nonsense-mediated decay"
Zm00001eb097300,MF,GO:0042162,telomeric DNA binding
Zm00001eb097300,MF,GO:0070034,telomerase RNA binding
Zm00001eb097300,CC,GO:0005697,telomerase holoenzyme complex
Zm00001eb259200,CC,GO:0005634,nucleus
Zm00001eb259200,MF,GO:0046872,metal ion binding
Zm00001eb259200,MF,GO:0008270,zinc ion binding
Zm00001eb275510,MF,GO:0016788,"hydrolase activity, acting on ester bonds"
Zm00001eb280020,MF,GO:0003723,RNA binding
Zm00001eb280020,MF,GO:0019843,rRNA binding
Zm00001eb280020,CC,GO:0005730,nucleolus
Zm00001eb280020,BP,GO:0042254,ribosome biogenesis
Zm00001eb280020,CC,GO:1990904,ribonucleoprotein complex
Zm00001eb280020,CC,GO:0005840,ribosome
Zm00001eb280020,BP,GO:0006364,rRNA processing
Zm00001eb280020,MF,GO:0030515,snoRNA binding
Zm00001eb280020,CC,GO:0032040,small-subunit processome
Zm00001eb280020,CC,GO:0034457,Mpp10 complex
Zm00001eb280020,BP,GO:0042274,ribosomal small subunit biogenesis
Zm00001eb280020,MF,GO:0003735,structural constituent of ribosome
Zm00001eb410870,MF,GO:0005515,protein binding
Zm00001eb410870,BP,GO:0006396,RNA processing
Zm00001eb410870,BP,GO:0000398,"mRNA splicing, via spliceosome"
Zm00001eb410870,CC,GO:0005634,nucleus
Zm00001eb410870,BP,GO:0006397,mRNA processing
Zm00001eb410870,BP,GO:0008380,RNA splicing
Zm00001eb410870,BP,GO:0000244,spliceosomal tri-snRNP complex assembly
Zm00001eb410870,CC,GO:0046540,U4/U6 x U5 tri-snRNP complex
Zm00001eb410870,CC,GO:0071013,catalytic step 2 spliceosome
Zm00001eb410870,BP,GO:0080188,gene silencing by siRNA-directed DNA methylation
Zm00001eb048230,CC,GO:0005634,nucleus
Zm00001eb048230,CC,GO:0005737,cytoplasm
Zm00001eb290190,MF,GO:0003723,RNA binding
Zm00001eb290190,BP,GO:0006396,RNA processing
Zm00001eb290190,BP,GO:0008033,tRNA processing
Zm00001eb290190,BP,GO:0001682,tRNA 5'-leader removal
Zm00001eb290190,CC,GO:0000172,ribonuclease MRP complex
Zm00001eb290190,CC,GO:0030677,ribonuclease P complex
Zm00001eb290190,MF,GO:0033204,ribonuclease P RNA binding
Zm00001eb290190,CC,GO:0005634,nucleus
Zm00001eb290190,BP,GO:0006364,rRNA processing
Zm00001eb025060,BP,GO:0006979,response to oxidative stress
Zm00001eb025060,MF,GO:0020037,heme binding
Zm00001eb025060,MF,GO:0004601,peroxidase activity
Zm00001eb025060,MF,GO:0046872,metal ion binding
Zm00001eb025060,BP,GO:0098869,cellular oxidant detoxification
Zm00001eb025060,MF,GO:0016491,oxidoreductase activity
Zm00001eb025060,CC,GO:0005576,extracellular region
Zm00001eb025060,BP,GO:0042744,hydrogen peroxide catabolic process
Zm00001eb257390,MF,GO:0005515,protein binding
Zm00001eb257390,MF,GO:0051879,Hsp90 protein binding
Zm00001eb113950,MF,GO:0005524,ATP binding
Zm00001eb113950,CC,GO:0005634,nucleus
Zm00001eb113950,BP,GO:0006355,regulation of DNA-templated transcription
Zm00001eb113950,BP,GO:0032502,developmental process
Zm00001eb113950,BP,GO:0006351,DNA-templated transcription
Zm00001eb258320,MF,GO:0003980,UDP-glucose:glycoprotein glucosyltransferase activity
Zm00001eb258320,MF,GO:0016740,transferase activity
Zm00001eb258320,CC,GO:0005788,endoplasmic reticulum lumen
Zm00001eb258320,BP,GO:0097359,UDP-glucosylation
Zm00001eb258320,BP,GO:0009101,glycoprotein biosynthetic process
Zm00001eb258320,CC,GO:0005783,endoplasmic reticulum
Zm00001eb358010,BP,GO:0050832,defense response to fungus
Zm00001eb358010,CC,GO:0005634,nucleus
Zm00001eb407340,MF,GO:0005524,ATP binding
Zm00001eb407340,MF,GO:0004672,protein kinase activity
Zm00001eb407340,BP,GO:0006468,protein phosphorylation
Zm00001eb407340,MF,GO:0016740,transferase activity
Zm00001eb407340,MF,GO:0000166,nucleotide binding
Zm00001eb407340,MF,GO:0004674,protein serine/threonine kinase activity
Zm00001eb407340,MF,GO:0016301,kinase activity
Zm00001eb097550,CC,GO:0005634,nucleus
Zm00001eb097550,BP,GO:0016567,protein ubiquitination
Zm00001eb097550,MF,GO:0016740,transferase activity
Zm00001eb097550,MF,GO:0005524,ATP binding
Zm00001eb097550,MF,GO:0000166,nucleotide binding
Zm00001eb097550,BP,GO:0000209,protein polyubiquitination
Zm00001eb097550,MF,GO:0061631,ubiquitin conjugating enzyme activity
Zm00001eb097550,MF,GO:0004842,ubiquitin-protein transferase activity
Zm00001eb209850,CC,GO:0005783,endoplasmic reticulum
Zm00001eb209850,CC,GO:0000139,Golgi membrane
Zm00001eb209850,BP,GO:0015031,protein transport
Zm00001eb209850,BP,GO:0016192,vesicle-mediated transport
Zm00001eb209850,BP,GO:0006888,endoplasmic reticulum to Golgi vesicle-mediated transport
Zm00001eb209850,CC,GO:0012507,ER to Golgi transport vesicle membrane
Zm00001eb209850,CC,GO:0070971,endoplasmic reticulum exit site
Zm00001eb209850,BP,GO:0007029,endoplasmic reticulum organization
Zm00001eb209850,BP,GO:0070973,protein localization to endoplasmic reticulum exit site
Zm00001eb209850,MF,GO:0043495,membrane-membrane adaptor activity
Zm00001eb005010,MF,GO:0008270,zinc ion binding
Zm00001eb005010,MF,GO:0003677,DNA binding
Zm00001eb005010,CC,GO:0005694,chromosome
Zm00001eb005010,MF,GO:0003676,nucleic acid binding
